LVMAMI, G, 0, -inf, -inf, inf
OS4JN0, P, 3, 11, 5, 7
0LLBL6, O, 2, 11, 5, 7
WPZNJO, P, 1, 7, 0, 7
0LLBL6, R, 2, -inf, 0, 7
COPC81, B, 3, inf, 0, 7
EEZ362, G, 4, 14, 0, 7
COPC81, B, 3, 14, 0, 7
EEZ362, O, 4, 15, 0, 7
COPC81, B, 3, 14, 0, 7
EEZ362, P, 4, 4, 0, 7
COPC81, B, 3, 4, 0, 4
EEZ362, R, 4, 15, 0, 4
COPC81, B, 3, 4, 0, 4
EEZ362, Y, 4, 16, 0, 4
COPC81, B, 3, 4, 0, 4
EM53QA, B, 4, 11, 0, 4
COPC81, B, 3, 4, 0, 4
EM53QA, G, 4, 14, 0, 4
COPC81, B, 3, 4, 0, 4
EM53QA, O, 4, 15, 0, 4
COPC81, B, 3, 4, 0, 4
EM53QA, P, 4, 4, 0, 4
COPC81, B, 3, 4, 0, 4
EM53QA, Y, 4, 16, 0, 4
COPC81, B, 3, 4, 0, 4
KP3JSP, B, 4, 11, 0, 4
COPC81, B, 3, 4, 0, 4
KP3JSP, O, 4, 15, 0, 4
COPC81, B, 3, 4, 0, 4
KP3JSP, R, 4, 15, 0, 4
COPC81, B, 3, 4, 0, 4
KP3JSP, Y, 4, 16, 0, 4
COPC81, B, 3, 4, 0, 4
LHCHR9, G, 4, 14, 0, 4
COPC81, B, 3, 4, 0, 4
LHCHR9, O, 4, 15, 0, 4
COPC81, B, 3, 4, 0, 4
LHCHR9, P, 4, 4, 0, 4
COPC81, B, 3, 4, 0, 4
LHCHR9, R, 4, 15, 0, 4
COPC81, B, 3, 4, 0, 4
LHCHR9, Y, 4, 16, 0, 4
COPC81, B, 3, 4, 0, 4
NM911U, B, 4, 11, 0, 4
COPC81, B, 3, 4, 0, 4
NM911U, O, 4, 15, 0, 4
COPC81, B, 3, 4, 0, 4
NM911U, P, 4, 4, 0, 4
COPC81, B, 3, 4, 0, 4
NM911U, R, 4, 15, 0, 4
COPC81, B, 3, 4, 0, 4
NM911U, Y, 4, 16, 0, 4
COPC81, B, 3, 4, 0, 4
O4CNQU, B, 4, 11, 0, 4
COPC81, B, 3, 4, 0, 4
O4CNQU, G, 4, 14, 0, 4
COPC81, B, 3, 4, 0, 4
O4CNQU, O, 4, 15, 0, 4
COPC81, B, 3, 4, 0, 4
O4CNQU, R, 4, 15, 0, 4
COPC81, B, 3, 4, 0, 4
O4CNQU, Y, 4, 16, 0, 4
COPC81, B, 3, 4, 0, 4
OS4JN0, O, 4, 15, 0, 4
COPC81, B, 3, 4, 0, 4
OS4JN0, P, 4, 4, 0, 4
COPC81, B, 3, 4, 0, 4
OS4JN0, Y, 4, 16, 0, 4
COPC81, B, 3, 4, 0, 4
PUUAOM, O, 4, 15, 0, 4
COPC81, B, 3, 4, 0, 4
PUUAOM, R, 4, 15, 0, 4
COPC81, B, 3, 4, 0, 4
PUUAOM, Y, 4, 16, 0, 4
COPC81, B, 3, 4, 0, 4
SR0NA3, B, 4, 11, 0, 4
COPC81, B, 3, 4, 0, 4
SR0NA3, G, 4, 14, 0, 4
COPC81, B, 3, 4, 0, 4
SR0NA3, O, 4, 15, 0, 4
COPC81, B, 3, 4, 0, 4
SR0NA3, R, 4, 15, 0, 4
COPC81, B, 3, 4, 0, 4
SR0NA3, Y, 4, 16, 0, 4
COPC81, B, 3, 4, 0, 4
0LLBL6, R, 2, 4, 4, 7
COPC81, G, 3, inf, 4, 7
EEZ362, B, 4, 7, 4, 7
COPC81, G, 3, 7, 4, 7
EEZ362, O, 4, 11, 4, 7
COPC81, G, 3, 7, 4, 7
EEZ362, P, 4, 0, 4, 7
COPC81, G, 3, 0, 4, 7
0LLBL6, R, 2, 4, 4, 7
COPC81, O, 3, inf, 4, 7
EEZ362, B, 4, 12, 4, 7
COPC81, O, 3, 12, 4, 7
EEZ362, G, 4, 15, 4, 7
COPC81, O, 3, 12, 4, 7
EEZ362, P, 4, 5, 4, 7
COPC81, O, 3, 5, 4, 5
EEZ362, R, 4, 16, 4, 5
COPC81, O, 3, 5, 4, 5
EEZ362, Y, 4, 17, 4, 5
COPC81, O, 3, 5, 4, 5
EM53QA, B, 4, 12, 4, 5
COPC81, O, 3, 5, 4, 5
EM53QA, G, 4, 15, 4, 5
COPC81, O, 3, 5, 4, 5
EM53QA, O, 4, 16, 4, 5
COPC81, O, 3, 5, 4, 5
EM53QA, P, 4, 5, 4, 5
COPC81, O, 3, 5, 4, 5
EM53QA, Y, 4, 17, 4, 5
COPC81, O, 3, 5, 4, 5
KP3JSP, B, 4, 12, 4, 5
COPC81, O, 3, 5, 4, 5
KP3JSP, O, 4, 16, 4, 5
COPC81, O, 3, 5, 4, 5
KP3JSP, R, 4, 16, 4, 5
COPC81, O, 3, 5, 4, 5
KP3JSP, Y, 4, 17, 4, 5
COPC81, O, 3, 5, 4, 5
LHCHR9, B, 4, 12, 4, 5
COPC81, O, 3, 5, 4, 5
LHCHR9, G, 4, 15, 4, 5
COPC81, O, 3, 5, 4, 5
LHCHR9, P, 4, 5, 4, 5
COPC81, O, 3, 5, 4, 5
LHCHR9, R, 4, 16, 4, 5
COPC81, O, 3, 5, 4, 5
LHCHR9, Y, 4, 17, 4, 5
COPC81, O, 3, 5, 4, 5
NM911U, B, 4, 12, 4, 5
COPC81, O, 3, 5, 4, 5
NM911U, O, 4, 16, 4, 5
COPC81, O, 3, 5, 4, 5
NM911U, P, 4, 5, 4, 5
COPC81, O, 3, 5, 4, 5
NM911U, R, 4, 16, 4, 5
COPC81, O, 3, 5, 4, 5
NM911U, Y, 4, 17, 4, 5
COPC81, O, 3, 5, 4, 5
O4CNQU, B, 4, 12, 4, 5
COPC81, O, 3, 5, 4, 5
O4CNQU, G, 4, 15, 4, 5
COPC81, O, 3, 5, 4, 5
O4CNQU, O, 4, 16, 4, 5
COPC81, O, 3, 5, 4, 5
O4CNQU, R, 4, 16, 4, 5
COPC81, O, 3, 5, 4, 5
O4CNQU, Y, 4, 17, 4, 5
COPC81, O, 3, 5, 4, 5
OS4JN0, B, 4, 12, 4, 5
COPC81, O, 3, 5, 4, 5
OS4JN0, P, 4, 5, 4, 5
COPC81, O, 3, 5, 4, 5
OS4JN0, Y, 4, 17, 4, 5
COPC81, O, 3, 5, 4, 5
PUUAOM, B, 4, 12, 4, 5
COPC81, O, 3, 5, 4, 5
PUUAOM, R, 4, 16, 4, 5
COPC81, O, 3, 5, 4, 5
PUUAOM, Y, 4, 17, 4, 5
COPC81, O, 3, 5, 4, 5
SR0NA3, B, 4, 12, 4, 5
COPC81, O, 3, 5, 4, 5
SR0NA3, G, 4, 15, 4, 5
COPC81, O, 3, 5, 4, 5
SR0NA3, O, 4, 16, 4, 5
COPC81, O, 3, 5, 4, 5
SR0NA3, R, 4, 16, 4, 5
COPC81, O, 3, 5, 4, 5
SR0NA3, Y, 4, 17, 4, 5
COPC81, O, 3, 5, 4, 5
0LLBL6, R, 2, 5, 5, 7
COPC81, R, 3, inf, 5, 7
EEZ362, B, 4, 9, 5, 7
COPC81, R, 3, 9, 5, 7
EEZ362, G, 4, 12, 5, 7
COPC81, R, 3, 9, 5, 7
EEZ362, O, 4, 13, 5, 7
COPC81, R, 3, 9, 5, 7
EEZ362, P, 4, 2, 5, 7
COPC81, R, 3, 2, 5, 7
0LLBL6, R, 2, 5, 5, 7
COPC81, Y, 3, inf, 5, 7
EEZ362, B, 4, 2, 5, 7
COPC81, Y, 3, 2, 5, 7
0LLBL6, R, 2, 5, 5, 7
EM53QA, B, 3, inf, 5, 7
COPC81, B, 4, 11, 5, 7
EM53QA, B, 3, 11, 5, 7
COPC81, G, 4, 14, 5, 7
EM53QA, B, 3, 11, 5, 7
COPC81, O, 4, 15, 5, 7
EM53QA, B, 3, 11, 5, 7
COPC81, R, 4, 15, 5, 7
EM53QA, B, 3, 11, 5, 7
COPC81, Y, 4, 16, 5, 7
EM53QA, B, 3, 11, 5, 7
KP3JSP, B, 4, 11, 5, 7
EM53QA, B, 3, 11, 5, 7
KP3JSP, O, 4, 15, 5, 7
EM53QA, B, 3, 11, 5, 7
KP3JSP, R, 4, 15, 5, 7
EM53QA, B, 3, 11, 5, 7
KP3JSP, Y, 4, 16, 5, 7
EM53QA, B, 3, 11, 5, 7
NM911U, B, 4, 11, 5, 7
EM53QA, B, 3, 11, 5, 7
NM911U, O, 4, 15, 5, 7
EM53QA, B, 3, 11, 5, 7
NM911U, P, 4, 4, 5, 7
EM53QA, B, 3, 4, 5, 7
0LLBL6, R, 2, 5, 5, 7
EM53QA, G, 3, inf, 5, 7
COPC81, B, 4, 7, 5, 7
EM53QA, G, 3, 7, 5, 7
COPC81, G, 4, 10, 5, 7
EM53QA, G, 3, 7, 5, 7
COPC81, O, 4, 11, 5, 7
EM53QA, G, 3, 7, 5, 7
COPC81, R, 4, 11, 5, 7
EM53QA, G, 3, 7, 5, 7
COPC81, Y, 4, 12, 5, 7
EM53QA, G, 3, 7, 5, 7
KP3JSP, B, 4, 7, 5, 7
EM53QA, G, 3, 7, 5, 7
KP3JSP, O, 4, 11, 5, 7
EM53QA, G, 3, 7, 5, 7
KP3JSP, R, 4, 11, 5, 7
EM53QA, G, 3, 7, 5, 7
KP3JSP, Y, 4, 12, 5, 7
EM53QA, G, 3, 7, 5, 7
NM911U, B, 4, 7, 5, 7
EM53QA, G, 3, 7, 5, 7
NM911U, O, 4, 11, 5, 7
EM53QA, G, 3, 7, 5, 7
NM911U, P, 4, 0, 5, 7
EM53QA, G, 3, 0, 5, 7
0LLBL6, R, 2, 5, 5, 7
EM53QA, O, 3, inf, 5, 7
COPC81, B, 4, 12, 5, 7
EM53QA, O, 3, 12, 5, 7
COPC81, G, 4, 15, 5, 7
EM53QA, O, 3, 12, 5, 7
COPC81, O, 4, 16, 5, 7
EM53QA, O, 3, 12, 5, 7
COPC81, R, 4, 16, 5, 7
EM53QA, O, 3, 12, 5, 7
COPC81, Y, 4, 17, 5, 7
EM53QA, O, 3, 12, 5, 7
KP3JSP, B, 4, 12, 5, 7
EM53QA, O, 3, 12, 5, 7
KP3JSP, O, 4, 16, 5, 7
EM53QA, O, 3, 12, 5, 7
KP3JSP, R, 4, 16, 5, 7
EM53QA, O, 3, 12, 5, 7
KP3JSP, Y, 4, 17, 5, 7
EM53QA, O, 3, 12, 5, 7
NM911U, B, 4, 12, 5, 7
EM53QA, O, 3, 12, 5, 7
NM911U, O, 4, 16, 5, 7
EM53QA, O, 3, 12, 5, 7
NM911U, P, 4, 5, 5, 7
EM53QA, O, 3, 5, 5, 7
0LLBL6, R, 2, 5, 5, 7
EM53QA, P, 3, inf, 5, 7
COPC81, B, 4, 11, 5, 7
EM53QA, P, 3, 11, 5, 7
COPC81, G, 4, 14, 5, 7
EM53QA, P, 3, 11, 5, 7
COPC81, O, 4, 15, 5, 7
EM53QA, P, 3, 11, 5, 7
COPC81, R, 4, 15, 5, 7
EM53QA, P, 3, 11, 5, 7
COPC81, Y, 4, 16, 5, 7
EM53QA, P, 3, 11, 5, 7
KP3JSP, B, 4, 11, 5, 7
EM53QA, P, 3, 11, 5, 7
KP3JSP, O, 4, 15, 5, 7
EM53QA, P, 3, 11, 5, 7
KP3JSP, R, 4, 15, 5, 7
EM53QA, P, 3, 11, 5, 7
KP3JSP, Y, 4, 16, 5, 7
EM53QA, P, 3, 11, 5, 7
NM911U, B, 4, 11, 5, 7
EM53QA, P, 3, 11, 5, 7
NM911U, O, 4, 15, 5, 7
EM53QA, P, 3, 11, 5, 7
NM911U, P, 4, 4, 5, 7
EM53QA, P, 3, 4, 5, 7
0LLBL6, R, 2, 5, 5, 7
EM53QA, Y, 3, inf, 5, 7
COPC81, B, 4, 2, 5, 7
EM53QA, Y, 3, 2, 5, 7
0LLBL6, R, 2, 5, 5, 7
KP3JSP, B, 3, inf, 5, 7
COPC81, B, 4, 11, 5, 7
KP3JSP, B, 3, 11, 5, 7
COPC81, G, 4, 14, 5, 7
KP3JSP, B, 3, 11, 5, 7
COPC81, O, 4, 15, 5, 7
KP3JSP, B, 3, 11, 5, 7
COPC81, R, 4, 15, 5, 7
KP3JSP, B, 3, 11, 5, 7
COPC81, Y, 4, 16, 5, 7
KP3JSP, B, 3, 11, 5, 7
D7D114, G, 4, 14, 5, 7
KP3JSP, B, 3, 11, 5, 7
D7D114, O, 4, 15, 5, 7
KP3JSP, B, 3, 11, 5, 7
D7D114, P, 4, 4, 5, 7
KP3JSP, B, 3, 4, 5, 7
0LLBL6, R, 2, 5, 5, 7
KP3JSP, O, 3, inf, 5, 7
COPC81, B, 4, 12, 5, 7
KP3JSP, O, 3, 12, 5, 7
COPC81, G, 4, 15, 5, 7
KP3JSP, O, 3, 12, 5, 7
COPC81, O, 4, 16, 5, 7
KP3JSP, O, 3, 12, 5, 7
COPC81, R, 4, 16, 5, 7
KP3JSP, O, 3, 12, 5, 7
COPC81, Y, 4, 17, 5, 7
KP3JSP, O, 3, 12, 5, 7
D7D114, B, 4, 12, 5, 7
KP3JSP, O, 3, 12, 5, 7
D7D114, G, 4, 15, 5, 7
KP3JSP, O, 3, 12, 5, 7
D7D114, P, 4, 5, 5, 7
KP3JSP, O, 3, 5, 5, 7
0LLBL6, R, 2, 5, 5, 7
KP3JSP, R, 3, inf, 5, 7
COPC81, B, 4, 9, 5, 7
KP3JSP, R, 3, 9, 5, 7
COPC81, G, 4, 12, 5, 7
KP3JSP, R, 3, 9, 5, 7
COPC81, O, 4, 13, 5, 7
KP3JSP, R, 3, 9, 5, 7
COPC81, R, 4, 13, 5, 7
KP3JSP, R, 3, 9, 5, 7
COPC81, Y, 4, 14, 5, 7
KP3JSP, R, 3, 9, 5, 7
D7D114, B, 4, 9, 5, 7
KP3JSP, R, 3, 9, 5, 7
D7D114, G, 4, 12, 5, 7
KP3JSP, R, 3, 9, 5, 7
D7D114, O, 4, 13, 5, 7
KP3JSP, R, 3, 9, 5, 7
D7D114, P, 4, 2, 5, 7
KP3JSP, R, 3, 2, 5, 7
0LLBL6, R, 2, 5, 5, 7
KP3JSP, Y, 3, inf, 5, 7
COPC81, B, 4, 2, 5, 7
KP3JSP, Y, 3, 2, 5, 7
0LLBL6, R, 2, 5, 5, 7
NM911U, B, 3, inf, 5, 7
COPC81, B, 4, 11, 5, 7
NM911U, B, 3, 11, 5, 7
COPC81, G, 4, 14, 5, 7
NM911U, B, 3, 11, 5, 7
COPC81, O, 4, 15, 5, 7
NM911U, B, 3, 11, 5, 7
COPC81, R, 4, 15, 5, 7
NM911U, B, 3, 11, 5, 7
COPC81, Y, 4, 16, 5, 7
NM911U, B, 3, 11, 5, 7
D7D114, G, 4, 14, 5, 7
NM911U, B, 3, 11, 5, 7
D7D114, O, 4, 15, 5, 7
NM911U, B, 3, 11, 5, 7
D7D114, P, 4, 4, 5, 7
NM911U, B, 3, 4, 5, 7
0LLBL6, R, 2, 5, 5, 7
NM911U, O, 3, inf, 5, 7
COPC81, B, 4, 12, 5, 7
NM911U, O, 3, 12, 5, 7
COPC81, G, 4, 15, 5, 7
NM911U, O, 3, 12, 5, 7
COPC81, O, 4, 16, 5, 7
NM911U, O, 3, 12, 5, 7
COPC81, R, 4, 16, 5, 7
NM911U, O, 3, 12, 5, 7
COPC81, Y, 4, 17, 5, 7
NM911U, O, 3, 12, 5, 7
D7D114, B, 4, 12, 5, 7
NM911U, O, 3, 12, 5, 7
D7D114, G, 4, 15, 5, 7
NM911U, O, 3, 12, 5, 7
D7D114, P, 4, 5, 5, 7
NM911U, O, 3, 5, 5, 7
0LLBL6, R, 2, 5, 5, 7
NM911U, P, 3, inf, 5, 7
COPC81, B, 4, 11, 5, 7
NM911U, P, 3, 11, 5, 7
COPC81, G, 4, 14, 5, 7
NM911U, P, 3, 11, 5, 7
COPC81, O, 4, 15, 5, 7
NM911U, P, 3, 11, 5, 7
COPC81, R, 4, 15, 5, 7
NM911U, P, 3, 11, 5, 7
COPC81, Y, 4, 16, 5, 7
NM911U, P, 3, 11, 5, 7
D7D114, B, 4, 11, 5, 7
NM911U, P, 3, 11, 5, 7
D7D114, G, 4, 14, 5, 7
NM911U, P, 3, 11, 5, 7
D7D114, O, 4, 15, 5, 7
NM911U, P, 3, 11, 5, 7
D7D114, R, 4, 15, 5, 7
NM911U, P, 3, 11, 5, 7
D7D114, Y, 4, 16, 5, 7
NM911U, P, 3, 11, 5, 7
EM53QA, B, 4, 11, 5, 7
NM911U, P, 3, 11, 5, 7
EM53QA, G, 4, 14, 5, 7
NM911U, P, 3, 11, 5, 7
EM53QA, O, 4, 15, 5, 7
NM911U, P, 3, 11, 5, 7
EM53QA, P, 4, 4, 5, 7
NM911U, P, 3, 4, 5, 7
0LLBL6, R, 2, 5, 5, 7
NM911U, R, 3, inf, 5, 7
COPC81, B, 4, 9, 5, 7
NM911U, R, 3, 9, 5, 7
COPC81, G, 4, 12, 5, 7
NM911U, R, 3, 9, 5, 7
COPC81, O, 4, 13, 5, 7
NM911U, R, 3, 9, 5, 7
COPC81, R, 4, 13, 5, 7
NM911U, R, 3, 9, 5, 7
COPC81, Y, 4, 14, 5, 7
NM911U, R, 3, 9, 5, 7
D7D114, B, 4, 9, 5, 7
NM911U, R, 3, 9, 5, 7
D7D114, G, 4, 12, 5, 7
NM911U, R, 3, 9, 5, 7
D7D114, O, 4, 13, 5, 7
NM911U, R, 3, 9, 5, 7
D7D114, P, 4, 2, 5, 7
NM911U, R, 3, 2, 5, 7
0LLBL6, R, 2, 5, 5, 7
NM911U, Y, 3, inf, 5, 7
COPC81, B, 4, 2, 5, 7
NM911U, Y, 3, 2, 5, 7
0LLBL6, R, 2, 5, 5, 7
O4CNQU, B, 3, inf, 5, 7
COPC81, B, 4, 11, 5, 7
O4CNQU, B, 3, 11, 5, 7
COPC81, G, 4, 14, 5, 7
O4CNQU, B, 3, 11, 5, 7
COPC81, O, 4, 15, 5, 7
O4CNQU, B, 3, 11, 5, 7
COPC81, R, 4, 15, 5, 7
O4CNQU, B, 3, 11, 5, 7
COPC81, Y, 4, 16, 5, 7
O4CNQU, B, 3, 11, 5, 7
D7D114, G, 4, 14, 5, 7
O4CNQU, B, 3, 11, 5, 7
D7D114, O, 4, 15, 5, 7
O4CNQU, B, 3, 11, 5, 7
D7D114, P, 4, 4, 5, 7
O4CNQU, B, 3, 4, 5, 7
0LLBL6, R, 2, 5, 5, 7
O4CNQU, G, 3, inf, 5, 7
COPC81, B, 4, 7, 5, 7
O4CNQU, G, 3, 7, 5, 7
COPC81, G, 4, 10, 5, 7
O4CNQU, G, 3, 7, 5, 7
COPC81, O, 4, 11, 5, 7
O4CNQU, G, 3, 7, 5, 7
COPC81, R, 4, 11, 5, 7
O4CNQU, G, 3, 7, 5, 7
COPC81, Y, 4, 12, 5, 7
O4CNQU, G, 3, 7, 5, 7
D7D114, B, 4, 7, 5, 7
O4CNQU, G, 3, 7, 5, 7
D7D114, O, 4, 11, 5, 7
O4CNQU, G, 3, 7, 5, 7
D7D114, P, 4, 0, 5, 7
O4CNQU, G, 3, 0, 5, 7
0LLBL6, R, 2, 5, 5, 7
O4CNQU, O, 3, inf, 5, 7
COPC81, B, 4, 12, 5, 7
O4CNQU, O, 3, 12, 5, 7
COPC81, G, 4, 15, 5, 7
O4CNQU, O, 3, 12, 5, 7
COPC81, O, 4, 16, 5, 7
O4CNQU, O, 3, 12, 5, 7
COPC81, R, 4, 16, 5, 7
O4CNQU, O, 3, 12, 5, 7
COPC81, Y, 4, 17, 5, 7
O4CNQU, O, 3, 12, 5, 7
D7D114, B, 4, 12, 5, 7
O4CNQU, O, 3, 12, 5, 7
D7D114, G, 4, 15, 5, 7
O4CNQU, O, 3, 12, 5, 7
D7D114, P, 4, 5, 5, 7
O4CNQU, O, 3, 5, 5, 7
0LLBL6, R, 2, 5, 5, 7
O4CNQU, R, 3, inf, 5, 7
COPC81, B, 4, 9, 5, 7
O4CNQU, R, 3, 9, 5, 7
COPC81, G, 4, 12, 5, 7
O4CNQU, R, 3, 9, 5, 7
COPC81, O, 4, 13, 5, 7
O4CNQU, R, 3, 9, 5, 7
COPC81, R, 4, 13, 5, 7
O4CNQU, R, 3, 9, 5, 7
COPC81, Y, 4, 14, 5, 7
O4CNQU, R, 3, 9, 5, 7
D7D114, B, 4, 9, 5, 7
O4CNQU, R, 3, 9, 5, 7
D7D114, G, 4, 12, 5, 7
O4CNQU, R, 3, 9, 5, 7
D7D114, O, 4, 13, 5, 7
O4CNQU, R, 3, 9, 5, 7
D7D114, P, 4, 2, 5, 7
O4CNQU, R, 3, 2, 5, 7
0LLBL6, R, 2, 5, 5, 7
O4CNQU, Y, 3, inf, 5, 7
COPC81, B, 4, 2, 5, 7
O4CNQU, Y, 3, 2, 5, 7
0LLBL6, R, 2, 5, 5, 7
OS4JN0, B, 3, inf, 5, 7
4B7VN5, G, 4, 14, 5, 7
OS4JN0, B, 3, 14, 5, 7
4B7VN5, O, 4, 15, 5, 7
OS4JN0, B, 3, 14, 5, 7
4B7VN5, P, 4, 4, 5, 7
OS4JN0, B, 3, 4, 5, 7
0LLBL6, R, 2, 5, 5, 7
OS4JN0, O, 3, inf, 5, 7
4B7VN5, B, 4, 12, 5, 7
OS4JN0, O, 3, 12, 5, 7
4B7VN5, G, 4, 15, 5, 7
OS4JN0, O, 3, 12, 5, 7
4B7VN5, P, 4, 5, 5, 7
OS4JN0, O, 3, 5, 5, 7
0LLBL6, R, 2, 5, 5, 7
OS4JN0, P, 3, inf, 5, 7
4B7VN5, B, 4, 11, 5, 7
OS4JN0, P, 3, 11, 5, 7
4B7VN5, G, 4, 14, 5, 7
OS4JN0, P, 3, 11, 5, 7
4B7VN5, O, 4, 15, 5, 7
OS4JN0, P, 3, 11, 5, 7
4B7VN5, R, 4, 15, 5, 7
OS4JN0, P, 3, 11, 5, 7
4B7VN5, Y, 4, 16, 5, 7
OS4JN0, P, 3, 11, 5, 7
COPC81, B, 4, 11, 5, 7
OS4JN0, P, 3, 11, 5, 7
COPC81, G, 4, 14, 5, 7
OS4JN0, P, 3, 11, 5, 7
COPC81, O, 4, 15, 5, 7
OS4JN0, P, 3, 11, 5, 7
COPC81, R, 4, 15, 5, 7
OS4JN0, P, 3, 11, 5, 7
COPC81, Y, 4, 16, 5, 7
OS4JN0, P, 3, 11, 5, 7
EM53QA, B, 4, 11, 5, 7
OS4JN0, P, 3, 11, 5, 7
EM53QA, G, 4, 14, 5, 7
OS4JN0, P, 3, 11, 5, 7
EM53QA, O, 4, 15, 5, 7
OS4JN0, P, 3, 11, 5, 7
EM53QA, Y, 4, 16, 5, 7
OS4JN0, P, 3, 11, 5, 7
KP3JSP, B, 4, 11, 5, 7
OS4JN0, P, 3, 11, 5, 7
KP3JSP, O, 4, 15, 5, 7
OS4JN0, P, 3, 11, 5, 7
KP3JSP, R, 4, 15, 5, 7
OS4JN0, P, 3, 11, 5, 7
KP3JSP, Y, 4, 16, 5, 7
OS4JN0, P, 3, 11, 5, 7
METYNL, B, 4, 11, 5, 7
OS4JN0, P, 3, 11, 5, 7
METYNL, G, 4, 14, 5, 7
OS4JN0, P, 3, 11, 5, 7
METYNL, O, 4, 15, 5, 7
OS4JN0, P, 3, 11, 5, 7
METYNL, R, 4, 15, 5, 7
OS4JN0, P, 3, 11, 5, 7
METYNL, Y, 4, 16, 5, 7
OS4JN0, P, 3, 11, 5, 7
NM911U, B, 4, 11, 5, 7
OS4JN0, P, 3, 11, 5, 7
NM911U, O, 4, 15, 5, 7
OS4JN0, P, 3, 11, 5, 7
NM911U, R, 4, 15, 5, 7
OS4JN0, P, 3, 11, 5, 7
NM911U, Y, 4, 16, 5, 7
OS4JN0, P, 3, 11, 5, 7
O4CNQU, B, 4, 11, 5, 7
OS4JN0, P, 3, 11, 5, 7
O4CNQU, G, 4, 14, 5, 7
OS4JN0, P, 3, 11, 5, 7
O4CNQU, O, 4, 15, 5, 7
OS4JN0, P, 3, 11, 5, 7
O4CNQU, R, 4, 15, 5, 7
OS4JN0, P, 3, 11, 5, 7
O4CNQU, Y, 4, 16, 5, 7
OS4JN0, P, 3, 11, 5, 7
PUUAOM, B, 4, 11, 5, 7
OS4JN0, P, 3, 11, 5, 7
PUUAOM, O, 4, 15, 5, 7
OS4JN0, P, 3, 11, 5, 7
PUUAOM, R, 4, 15, 5, 7
OS4JN0, P, 3, 11, 5, 7
PUUAOM, Y, 4, 16, 5, 7
OS4JN0, P, 3, 11, 5, 7
SR0NA3, B, 4, 11, 5, 7
OS4JN0, P, 3, 11, 5, 7
SR0NA3, G, 4, 14, 5, 7
OS4JN0, P, 3, 11, 5, 7
SR0NA3, O, 4, 15, 5, 7
OS4JN0, P, 3, 11, 5, 7
SR0NA3, R, 4, 15, 5, 7
OS4JN0, P, 3, 11, 5, 7
SR0NA3, Y, 4, 16, 5, 7
OS4JN0, P, 3, 11, 5, 7
0LLBL6, R, 2, 11, 5, 7
WPZNJO, P, 1, 7, 0, 7
0LLBL6, Y, 2, -inf, 0, 7
COPC81, B, 3, inf, 0, 7
EEZ362, G, 4, 15, 0, 7
COPC81, B, 3, 15, 0, 7
EEZ362, O, 4, 16, 0, 7
COPC81, B, 3, 15, 0, 7
EEZ362, P, 4, 5, 0, 7
COPC81, B, 3, 5, 0, 5
EEZ362, R, 4, 16, 0, 5
COPC81, B, 3, 5, 0, 5
EEZ362, Y, 4, 17, 0, 5
COPC81, B, 3, 5, 0, 5
EM53QA, B, 4, 12, 0, 5
COPC81, B, 3, 5, 0, 5
EM53QA, G, 4, 15, 0, 5
COPC81, B, 3, 5, 0, 5
EM53QA, O, 4, 16, 0, 5
COPC81, B, 3, 5, 0, 5
EM53QA, P, 4, 5, 0, 5
COPC81, B, 3, 5, 0, 5
EM53QA, Y, 4, 17, 0, 5
COPC81, B, 3, 5, 0, 5
KP3JSP, B, 4, 12, 0, 5
COPC81, B, 3, 5, 0, 5
KP3JSP, O, 4, 16, 0, 5
COPC81, B, 3, 5, 0, 5
KP3JSP, R, 4, 16, 0, 5
COPC81, B, 3, 5, 0, 5
KP3JSP, Y, 4, 17, 0, 5
COPC81, B, 3, 5, 0, 5
LHCHR9, G, 4, 15, 0, 5
COPC81, B, 3, 5, 0, 5
LHCHR9, O, 4, 16, 0, 5
COPC81, B, 3, 5, 0, 5
LHCHR9, P, 4, 5, 0, 5
COPC81, B, 3, 5, 0, 5
LHCHR9, R, 4, 16, 0, 5
COPC81, B, 3, 5, 0, 5
LHCHR9, Y, 4, 17, 0, 5
COPC81, B, 3, 5, 0, 5
NM911U, B, 4, 12, 0, 5
COPC81, B, 3, 5, 0, 5
NM911U, O, 4, 16, 0, 5
COPC81, B, 3, 5, 0, 5
NM911U, P, 4, 5, 0, 5
COPC81, B, 3, 5, 0, 5
NM911U, R, 4, 16, 0, 5
COPC81, B, 3, 5, 0, 5
NM911U, Y, 4, 17, 0, 5
COPC81, B, 3, 5, 0, 5
O4CNQU, B, 4, 12, 0, 5
COPC81, B, 3, 5, 0, 5
O4CNQU, G, 4, 15, 0, 5
COPC81, B, 3, 5, 0, 5
O4CNQU, O, 4, 16, 0, 5
COPC81, B, 3, 5, 0, 5
O4CNQU, R, 4, 16, 0, 5
COPC81, B, 3, 5, 0, 5
O4CNQU, Y, 4, 17, 0, 5
COPC81, B, 3, 5, 0, 5
OS4JN0, O, 4, 16, 0, 5
COPC81, B, 3, 5, 0, 5
OS4JN0, P, 4, 5, 0, 5
COPC81, B, 3, 5, 0, 5
OS4JN0, R, 4, 16, 0, 5
COPC81, B, 3, 5, 0, 5
PUUAOM, O, 4, 16, 0, 5
COPC81, B, 3, 5, 0, 5
PUUAOM, R, 4, 16, 0, 5
COPC81, B, 3, 5, 0, 5
PUUAOM, Y, 4, 17, 0, 5
