39KZHL, G, 0, -inf, -inf, inf
1O7SKL, O, 2, 1, 3, 4
ALDU5F, R, 3, inf, 3, 4
89OO3B, B, 4, 5, 3, 4
ALDU5F, R, 3, 5, 3, 4
89OO3B, G, 4, 12, 3, 4
ALDU5F, R, 3, 5, 3, 4
89OO3B, P, 4, 4, 3, 4
ALDU5F, R, 3, 4, 3, 4
89OO3B, R, 4, 0, 3, 4
ALDU5F, R, 3, 0, 3, 4
1O7SKL, O, 2, 1, 3, 4
ALDU5F, Y, 3, inf, 3, 4
89OO3B, B, 4, 1, 3, 4
ALDU5F, Y, 3, 1, 3, 4
1O7SKL, O, 2, 1, 3, 4
E7ZCEJ, B, 3, inf, 3, 4
89OO3B, B, 4, -7, 3, 4
E7ZCEJ, B, 3, -7, 3, 4
1O7SKL, O, 2, 1, 3, 4
E7ZCEJ, G, 3, inf, 3, 4
89OO3B, B, 4, -1, 3, 4
E7ZCEJ, G, 3, -1, 3, 4
1O7SKL, O, 2, 1, 3, 4
E7ZCEJ, O, 3, inf, 3, 4
89OO3B, B, 4, 0, 3, 4
E7ZCEJ, O, 3, 0, 3, 4
1O7SKL, O, 2, 1, 3, 4
E7ZCEJ, P, 3, inf, 3, 4
89OO3B, B, 4, 5, 3, 4
E7ZCEJ, P, 3, 5, 3, 4
89OO3B, G, 4, 12, 3, 4
E7ZCEJ, P, 3, 5, 3, 4
89OO3B, P, 4, 4, 3, 4
E7ZCEJ, P, 3, 4, 3, 4
89OO3B, R, 4, 0, 3, 4
E7ZCEJ, P, 3, 0, 3, 4
1O7SKL, O, 2, 1, 3, 4
E7ZCEJ, R, 3, inf, 3, 4
89OO3B, B, 4, 5, 3, 4
E7ZCEJ, R, 3, 5, 3, 4
89OO3B, G, 4, 12, 3, 4
E7ZCEJ, R, 3, 5, 3, 4
89OO3B, P, 4, 4, 3, 4
E7ZCEJ, R, 3, 4, 3, 4
89OO3B, R, 4, 0, 3, 4
E7ZCEJ, R, 3, 0, 3, 4
1O7SKL, O, 2, 1, 3, 4
F3HQ9T, B, 3, inf, 3, 4
89OO3B, B, 4, -7, 3, 4
F3HQ9T, B, 3, -7, 3, 4
1O7SKL, O, 2, 1, 3, 4
F3HQ9T, O, 3, inf, 3, 4
89OO3B, B, 4, 0, 3, 4
F3HQ9T, O, 3, 0, 3, 4
1O7SKL, O, 2, 1, 3, 4
F3HQ9T, P, 3, inf, 3, 4
89OO3B, B, 4, 5, 3, 4
F3HQ9T, P, 3, 5, 3, 4
89OO3B, G, 4, 12, 3, 4
F3HQ9T, P, 3, 5, 3, 4
89OO3B, P, 4, 4, 3, 4
F3HQ9T, P, 3, 4, 3, 4
89OO3B, R, 4, 0, 3, 4
F3HQ9T, P, 3, 0, 3, 4
1O7SKL, O, 2, 1, 3, 4
F3HQ9T, R, 3, inf, 3, 4
89OO3B, B, 4, 5, 3, 4
F3HQ9T, R, 3, 5, 3, 4
89OO3B, G, 4, 12, 3, 4
F3HQ9T, R, 3, 5, 3, 4
89OO3B, P, 4, 4, 3, 4
F3HQ9T, R, 3, 4, 3, 4
89OO3B, R, 4, 0, 3, 4
F3HQ9T, R, 3, 0, 3, 4
1O7SKL, O, 2, 1, 3, 4
F3HQ9T, Y, 3, inf, 3, 4
89OO3B, B, 4, 1, 3, 4
F3HQ9T, Y, 3, 1, 3, 4
1O7SKL, O, 2, 1, 3, 4
J3S4LL, B, 3, inf, 3, 4
89OO3B, G, 4, 0, 3, 4
J3S4LL, B, 3, 0, 3, 4
1O7SKL, O, 2, 1, 3, 4
J3S4LL, G, 3, inf, 3, 4
89OO3B, B, 4, -1, 3, 4
J3S4LL, G, 3, -1, 3, 4
1O7SKL, O, 2, 1, 3, 4
J3S4LL, O, 3, inf, 3, 4
89OO3B, B, 4, 0, 3, 4
J3S4LL, O, 3, 0, 3, 4
1O7SKL, O, 2, 1, 3, 4
J3S4LL, P, 3, inf, 3, 4
89OO3B, B, 4, 5, 3, 4
J3S4LL, P, 3, 5, 3, 4
89OO3B, G, 4, 12, 3, 4
J3S4LL, P, 3, 5, 3, 4
89OO3B, R, 4, 0, 3, 4
J3S4LL, P, 3, 0, 3, 4
1O7SKL, O, 2, 1, 3, 4
RIGQBQ, B, 3, inf, 3, 4
89OO3B, G, 4, 0, 3, 4
RIGQBQ, B, 3, 0, 3, 4
1O7SKL, O, 2, 1, 3, 4
RIGQBQ, G, 3, inf, 3, 4
89OO3B, B, 4, -1, 3, 4
RIGQBQ, G, 3, -1, 3, 4
1O7SKL, O, 2, 1, 3, 4
RIGQBQ, P, 3, inf, 3, 4
89OO3B, B, 4, 5, 3, 4
RIGQBQ, P, 3, 5, 3, 4
89OO3B, G, 4, 12, 3, 4
RIGQBQ, P, 3, 5, 3, 4
89OO3B, R, 4, 0, 3, 4
RIGQBQ, P, 3, 0, 3, 4
1O7SKL, O, 2, 1, 3, 4
RIGQBQ, R, 3, inf, 3, 4
89OO3B, B, 4, 5, 3, 4
RIGQBQ, R, 3, 5, 3, 4
89OO3B, G, 4, 12, 3, 4
RIGQBQ, R, 3, 5, 3, 4
89OO3B, P, 4, 4, 3, 4
RIGQBQ, R, 3, 4, 3, 4
89OO3B, Y, 4, 0, 3, 4
RIGQBQ, R, 3, 0, 3, 4
1O7SKL, O, 2, 1, 3, 4
T0YVAQ, B, 3, inf, 3, 4
89OO3B, G, 4, 0, 3, 4
T0YVAQ, B, 3, 0, 3, 4
1O7SKL, O, 2, 1, 3, 4
T0YVAQ, O, 3, inf, 3, 4
89OO3B, B, 4, 0, 3, 4
T0YVAQ, O, 3, 0, 3, 4
1O7SKL, O, 2, 1, 3, 4
T0YVAQ, P, 3, inf, 3, 4
89OO3B, B, 4, 5, 3, 4
T0YVAQ, P, 3, 5, 3, 4
89OO3B, G, 4, 12, 3, 4
T0YVAQ, P, 3, 5, 3, 4
89OO3B, R, 4, 0, 3, 4
T0YVAQ, P, 3, 0, 3, 4
1O7SKL, O, 2, 1, 3, 4
T0YVAQ, R, 3, inf, 3, 4
89OO3B, B, 4, 5, 3, 4
T0YVAQ, R, 3, 5, 3, 4
89OO3B, G, 4, 12, 3, 4
T0YVAQ, R, 3, 5, 3, 4
89OO3B, P, 4, 4, 3, 4
T0YVAQ, R, 3, 4, 3, 4
89OO3B, Y, 4, 0, 3, 4
T0YVAQ, R, 3, 0, 3, 4
1O7SKL, O, 2, 1, 3, 4
T0YVAQ, Y, 3, inf, 3, 4
89OO3B, B, 4, 1, 3, 4
T0YVAQ, Y, 3, 1, 3, 4
1O7SKL, O, 2, 1, 3, 4
U1DPGK, B, 3, inf, 3, 4
89OO3B, B, 4, -7, 3, 4
U1DPGK, B, 3, -7, 3, 4
1O7SKL, O, 2, 1, 3, 4
U1DPGK, P, 3, inf, 3, 4
89OO3B, B, 4, 5, 3, 4
U1DPGK, P, 3, 5, 3, 4
89OO3B, G, 4, 12, 3, 4
U1DPGK, P, 3, 5, 3, 4
89OO3B, P, 4, 4, 3, 4
U1DPGK, P, 3, 4, 3, 4
89OO3B, R, 4, 0, 3, 4
U1DPGK, P, 3, 0, 3, 4
1O7SKL, O, 2, 1, 3, 4
U1DPGK, R, 3, inf, 3, 4
89OO3B, B, 4, 5, 3, 4
U1DPGK, R, 3, 5, 3, 4
89OO3B, G, 4, 12, 3, 4
U1DPGK, R, 3, 5, 3, 4
89OO3B, P, 4, 4, 3, 4
U1DPGK, R, 3, 4, 3, 4
89OO3B, R, 4, 0, 3, 4
U1DPGK, R, 3, 0, 3, 4
1O7SKL, O, 2, 1, 3, 4
U1DPGK, Y, 3, inf, 3, 4
89OO3B, B, 4, 1, 3, 4
U1DPGK, Y, 3, 1, 3, 4
1O7SKL, O, 2, 1, 3, 4
U6W77E, B, 3, inf, 3, 4
89OO3B, B, 4, -7, 3, 4
U6W77E, B, 3, -7, 3, 4
1O7SKL, O, 2, 1, 3, 4
U6W77E, P, 3, inf, 3, 4
89OO3B, B, 4, 5, 3, 4
U6W77E, P, 3, 5, 3, 4
89OO3B, G, 4, 12, 3, 4
U6W77E, P, 3, 5, 3, 4
89OO3B, P, 4, 4, 3, 4
U6W77E, P, 3, 4, 3, 4
89OO3B, R, 4, 0, 3, 4
U6W77E, P, 3, 0, 3, 4
1O7SKL, O, 2, 1, 3, 4
U6W77E, R, 3, inf, 3, 4
89OO3B, B, 4, 5, 3, 4
U6W77E, R, 3, 5, 3, 4
89OO3B, G, 4, 12, 3, 4
U6W77E, R, 3, 5, 3, 4
89OO3B, P, 4, 4, 3, 4
U6W77E, R, 3, 4, 3, 4
89OO3B, R, 4, 0, 3, 4
U6W77E, R, 3, 0, 3, 4
1O7SKL, O, 2, 1, 3, 4
U6W77E, Y, 3, inf, 3, 4
89OO3B, B, 4, 1, 3, 4
U6W77E, Y, 3, 1, 3, 4
1O7SKL, O, 2, 1, 3, 4
W6ZCF0, B, 3, inf, 3, 4
5DN4A9, G, 4, 0, 3, 4
W6ZCF0, B, 3, 0, 3, 4
1O7SKL, O, 2, 1, 3, 4
W6ZCF0, G, 3, inf, 3, 4
5DN4A9, B, 4, -1, 3, 4
W6ZCF0, G, 3, -1, 3, 4
1O7SKL, O, 2, 1, 3, 4
W6ZCF0, O, 3, inf, 3, 4
5DN4A9, B, 4, 0, 3, 4
W6ZCF0, O, 3, 0, 3, 4
1O7SKL, O, 2, 1, 3, 4
W6ZCF0, P, 3, inf, 3, 4
5DN4A9, B, 4, 5, 3, 4
W6ZCF0, P, 3, 5, 3, 4
5DN4A9, G, 4, 12, 3, 4
W6ZCF0, P, 3, 5, 3, 4
5DN4A9, O, 4, 1, 3, 4
W6ZCF0, P, 3, 1, 3, 4
1O7SKL, O, 2, 1, 3, 4
W6ZCF0, R, 3, inf, 3, 4
5DN4A9, B, 4, 5, 3, 4
W6ZCF0, R, 3, 5, 3, 4
5DN4A9, G, 4, 12, 3, 4
W6ZCF0, R, 3, 5, 3, 4
5DN4A9, O, 4, 1, 3, 4
W6ZCF0, R, 3, 1, 3, 4
1O7SKL, O, 2, 1, 3, 4
ZWHEJ4, B, 3, inf, 3, 4
5DN4A9, G, 4, 0, 3, 4
ZWHEJ4, B, 3, 0, 3, 4
1O7SKL, O, 2, 1, 3, 4
ZWHEJ4, G, 3, inf, 3, 4
5DN4A9, B, 4, -1, 3, 4
ZWHEJ4, G, 3, -1, 3, 4
1O7SKL, O, 2, 1, 3, 4
ZWHEJ4, P, 3, inf, 3, 4
5DN4A9, B, 4, 5, 3, 4
ZWHEJ4, P, 3, 5, 3, 4
5DN4A9, G, 4, 12, 3, 4
ZWHEJ4, P, 3, 5, 3, 4
5DN4A9, O, 4, 1, 3, 4
ZWHEJ4, P, 3, 1, 3, 4
1O7SKL, O, 2, 1, 3, 4
ZWHEJ4, R, 3, inf, 3, 4
5DN4A9, B, 4, 5, 3, 4
ZWHEJ4, R, 3, 5, 3, 4
5DN4A9, G, 4, 12, 3, 4
ZWHEJ4, R, 3, 5, 3, 4
5DN4A9, O, 4, 1, 3, 4
ZWHEJ4, R, 3, 1, 3, 4
1O7SKL, O, 2, 1, 3, 4
ZWHEJ4, Y, 3, inf, 3, 4
5DN4A9, B, 4, 1, 3, 4
ZWHEJ4, Y, 3, 1, 3, 4
1O7SKL, O, 2, 1, 3, 4
S9OGAW, Y, 1, 1, 3, 4
39KZHL, G, 0, 3, 3, inf
T0YVAQ, B, 1, inf, 3, inf
1O7SKL, B, 2, -inf, 3, inf
89OO3B, G, 3, inf, 3, inf
ALDU5F, G, 4, 2, 3, inf
89OO3B, G, 3, 2, 3, inf
1O7SKL, B, 2, 2, 3, inf
89OO3B, O, 3, inf, 3, inf
ALDU5F, G, 4, 3, 3, inf
89OO3B, O, 3, 3, 3, inf
1O7SKL, B, 2, 3, 3, inf
89OO3B, P, 3, inf, 3, inf
ALDU5F, G, 4, 8, 3, inf
89OO3B, P, 3, 8, 3, 8
ALDU5F, O, 4, -3, 3, 8
89OO3B, P, 3, -3, 3, 8
1O7SKL, B, 2, 3, 3, inf
89OO3B, R, 3, inf, 3, inf
ALDU5F, G, 4, 8, 3, inf
89OO3B, R, 3, 8, 3, 8
ALDU5F, O, 4, -3, 3, 8
89OO3B, R, 3, -3, 3, 8
1O7SKL, B, 2, 3, 3, inf
89OO3B, Y, 3, inf, 3, inf
ALDU5F, G, 4, 4, 3, inf
89OO3B, Y, 3, 4, 3, 4
ALDU5F, O, 4, -7, 3, 4
89OO3B, Y, 3, -7, 3, 4
1O7SKL, B, 2, 3, 3, inf
ALDU5F, G, 3, inf, 3, inf
89OO3B, G, 4, 2, 3, inf
ALDU5F, G, 3, 2, 3, inf
1O7SKL, B, 2, 3, 3, inf
ALDU5F, O, 3, inf, 3, inf
89OO3B, G, 4, 3, 3, inf
ALDU5F, O, 3, 3, 3, inf
1O7SKL, B, 2, 3, 3, inf
ALDU5F, P, 3, inf, 3, inf
89OO3B, G, 4, 8, 3, inf
ALDU5F, P, 3, 8, 3, 8
89OO3B, O, 4, -3, 3, 8
ALDU5F, P, 3, -3, 3, 8
1O7SKL, B, 2, 3, 3, inf
ALDU5F, R, 3, inf, 3, inf
89OO3B, G, 4, 8, 3, inf
ALDU5F, R, 3, 8, 3, 8
89OO3B, O, 4, -3, 3, 8
ALDU5F, R, 3, -3, 3, 8
1O7SKL, B, 2, 3, 3, inf
ALDU5F, Y, 3, inf, 3, inf
89OO3B, G, 4, 4, 3, inf
ALDU5F, Y, 3, 4, 3, 4
89OO3B, O, 4, -7, 3, 4
ALDU5F, Y, 3, -7, 3, 4
1O7SKL, B, 2, 3, 3, inf
F3HQ9T, B, 3, inf, 3, inf
89OO3B, G, 4, -4, 3, inf
F3HQ9T, B, 3, -4, 3, inf
1O7SKL, B, 2, 3, 3, inf
F3HQ9T, O, 3, inf, 3, inf
89OO3B, G, 4, 3, 3, inf
F3HQ9T, O, 3, 3, 3, inf
1O7SKL, B, 2, 3, 3, inf
F3HQ9T, P, 3, inf, 3, inf
89OO3B, G, 4, 8, 3, inf
F3HQ9T, P, 3, 8, 3, 8
89OO3B, O, 4, -3, 3, 8
F3HQ9T, P, 3, -3, 3, 8
1O7SKL, B, 2, 3, 3, inf
F3HQ9T, R, 3, inf, 3, inf
89OO3B, G, 4, 8, 3, inf
F3HQ9T, R, 3, 8, 3, 8
89OO3B, O, 4, -3, 3, 8
F3HQ9T, R, 3, -3, 3, 8
1O7SKL, B, 2, 3, 3, inf
F3HQ9T, Y, 3, inf, 3, inf
89OO3B, G, 4, 4, 3, inf
F3HQ9T, Y, 3, 4, 3, 4
89OO3B, O, 4, -7, 3, 4
F3HQ9T, Y, 3, -7, 3, 4
1O7SKL, B, 2, 3, 3, inf
J3S4LL, G, 3, inf, 3, inf
89OO3B, O, 4, -9, 3, inf
J3S4LL, G, 3, -9, 3, inf
1O7SKL, B, 2, 3, 3, inf
J3S4LL, O, 3, inf, 3, inf
89OO3B, G, 4, 3, 3, inf
J3S4LL, O, 3, 3, 3, inf
1O7SKL, B, 2, 3, 3, inf
J3S4LL, P, 3, inf, 3, inf
89OO3B, G, 4, 8, 3, inf
J3S4LL, P, 3, 8, 3, 8
89OO3B, O, 4, -3, 3, 8
J3S4LL, P, 3, -3, 3, 8
1O7SKL, B, 2, 3, 3, inf
J3S4LL, Y, 3, inf, 3, inf
89OO3B, G, 4, 4, 3, inf
J3S4LL, Y, 3, 4, 3, 4
89OO3B, O, 4, -7, 3, 4
J3S4LL, Y, 3, -7, 3, 4
1O7SKL, B, 2, 3, 3, inf
RIGQBQ, G, 3, inf, 3, inf
89OO3B, O, 4, -9, 3, inf
RIGQBQ, G, 3, -9, 3, inf
1O7SKL, B, 2, 3, 3, inf
RIGQBQ, O, 3, inf, 3, inf
89OO3B, G, 4, 3, 3, inf
RIGQBQ, O, 3, 3, 3, inf
1O7SKL, B, 2, 3, 3, inf
RIGQBQ, P, 3, inf, 3, inf
89OO3B, G, 4, 8, 3, inf
RIGQBQ, P, 3, 8, 3, 8
89OO3B, O, 4, -3, 3, 8
RIGQBQ, P, 3, -3, 3, 8
1O7SKL, B, 2, 3, 3, inf
RIGQBQ, R, 3, inf, 3, inf
89OO3B, G, 4, 8, 3, inf
RIGQBQ, R, 3, 8, 3, 8
89OO3B, O, 4, -3, 3, 8
RIGQBQ, R, 3, -3, 3, 8
1O7SKL, B, 2, 3, 3, inf
RIGQBQ, Y, 3, inf, 3, inf
89OO3B, G, 4, 4, 3, inf
RIGQBQ, Y, 3, 4, 3, 4
89OO3B, O, 4, -7, 3, 4
RIGQBQ, Y, 3, -7, 3, 4
1O7SKL, B, 2, 3, 3, inf
S9OGAW, B, 3, inf, 3, inf
89OO3B, G, 4, -4, 3, inf
S9OGAW, B, 3, -4, 3, inf
1O7SKL, B, 2, 3, 3, inf
S9OGAW, O, 3, inf, 3, inf
89OO3B, G, 4, 3, 3, inf
S9OGAW, O, 3, 3, 3, inf
1O7SKL, B, 2, 3, 3, inf
S9OGAW, P, 3, inf, 3, inf
89OO3B, G, 4, 8, 3, inf
S9OGAW, P, 3, 8, 3, 8
89OO3B, O, 4, -3, 3, 8
S9OGAW, P, 3, -3, 3, 8
1O7SKL, B, 2, 3, 3, inf
S9OGAW, R, 3, inf, 3, inf
89OO3B, G, 4, 8, 3, inf
S9OGAW, R, 3, 8, 3, 8
89OO3B, O, 4, -3, 3, 8
S9OGAW, R, 3, -3, 3, 8
1O7SKL, B, 2, 3, 3, inf
S9OGAW, Y, 3, inf, 3, inf
89OO3B, G, 4, 4, 3, inf
S9OGAW, Y, 3, 4, 3, 4
89OO3B, O, 4, -7, 3, 4
S9OGAW, Y, 3, -7, 3, 4
1O7SKL, B, 2, 3, 3, inf
U1DPGK, O, 3, inf, 3, inf
89OO3B, G, 4, 3, 3, inf
U1DPGK, O, 3, 3, 3, inf
1O7SKL, B, 2, 3, 3, inf
U1DPGK, P, 3, inf, 3, inf
89OO3B, G, 4, 8, 3, inf
U1DPGK, P, 3, 8, 3, 8
89OO3B, O, 4, -3, 3, 8
U1DPGK, P, 3, -3, 3, 8
1O7SKL, B, 2, 3, 3, inf
U1DPGK, R, 3, inf, 3, inf
89OO3B, G, 4, 8, 3, inf
U1DPGK, R, 3, 8, 3, 8
89OO3B, O, 4, -3, 3, 8
U1DPGK, R, 3, -3, 3, 8
1O7SKL, B, 2, 3, 3, inf
U1DPGK, Y, 3, inf, 3, inf
89OO3B, G, 4, 4, 3, inf
U1DPGK, Y, 3, 4, 3, 4
89OO3B, O, 4, -7, 3, 4
U1DPGK, Y, 3, -7, 3, 4
1O7SKL, B, 2, 3, 3, inf
U6W77E, O, 3, inf, 3, inf
89OO3B, G, 4, 3, 3, inf
U6W77E, O, 3, 3, 3, inf
1O7SKL, B, 2, 3, 3, inf
U6W77E, P, 3, inf, 3, inf
89OO3B, G, 4, 8, 3, inf
U6W77E, P, 3, 8, 3, 8
89OO3B, O, 4, -3, 3, 8
U6W77E, P, 3, -3, 3, 8
1O7SKL, B, 2, 3, 3, inf
U6W77E, R, 3, inf, 3, inf
89OO3B, G, 4, 8, 3, inf
U6W77E, R, 3, 8, 3, 8
89OO3B, O, 4, -3, 3, 8
U6W77E, R, 3, -3, 3, 8
1O7SKL, B, 2, 3, 3, inf
U6W77E, Y, 3, inf, 3, inf
89OO3B, G, 4, 4, 3, inf
U6W77E, Y, 3, 4, 3, 4
89OO3B, O, 4, -7, 3, 4
U6W77E, Y, 3, -7, 3, 4
1O7SKL, B, 2, 3, 3, inf
ZWHEJ4, G, 3, inf, 3, inf
5DN4A9, B, 4, -5, 3, inf
ZWHEJ4, G, 3, -5, 3, inf
1O7SKL, B, 2, 3, 3, inf
ZWHEJ4, O, 3, inf, 3, inf
5DN4A9, B, 4, -4, 3, inf
ZWHEJ4, O, 3, -4, 3, inf
1O7SKL, B, 2, 3, 3, inf
ZWHEJ4, P, 3, inf, 3, inf
5DN4A9, B, 4, 1, 3, inf
ZWHEJ4, P, 3, 1, 3, inf
1O7SKL, B, 2, 3, 3, inf
ZWHEJ4, R, 3, inf, 3, inf
5DN4A9, B, 4, 1, 3, inf
ZWHEJ4, R, 3, 1, 3, inf
1O7SKL, B, 2, 3, 3, inf
ZWHEJ4, Y, 3, inf, 3, inf
5DN4A9, B, 4, -3, 3, inf
ZWHEJ4, Y, 3, -3, 3, inf
1O7SKL, B, 2, 3, 3, inf
T0YVAQ, B, 1, 3, 3, inf
39KZHL, G, 0, 3, 3, inf
T0YVAQ, O, 1, inf, 3, inf
1O7SKL, B, 2, -inf, 3, inf
89OO3B, G, 3, inf, 3, inf
ALDU5F, G, 4, 9, 3, inf
89OO3B, G, 3, 9, 3, 9
ALDU5F, O, 4, -2, 3, 9
89OO3B, G, 3, -2, 3, 9
1O7SKL, B, 2, -2, 3, inf
89OO3B, P, 3, inf, 3, inf
ALDU5F, G, 4, 15, 3, inf
89OO3B, P, 3, 15, 3, 15
ALDU5F, O, 4, 4, 3, 15
89OO3B, P, 3, 4, 3, 4
ALDU5F, P, 4, 7, 3, 4
89OO3B, P, 3, 4, 3, 4
ALDU5F, R, 4, 3, 3, 4
89OO3B, P, 3, 3, 3, 4
1O7SKL, B, 2, 3, 3, inf
89OO3B, R, 3, inf, 3, inf
ALDU5F, G, 4, 15, 3, inf
89OO3B, R, 3, 15, 3, 15
ALDU5F, O, 4, 4, 3, 15
89OO3B, R, 3, 4, 3, 4
ALDU5F, P, 4, 7, 3, 4
89OO3B, R, 3, 4, 3, 4
ALDU5F, R, 4, 3, 3, 4
89OO3B, R, 3, 3, 3, 4
1O7SKL, B, 2, 3, 3, inf
89OO3B, Y, 3, inf, 3, inf
ALDU5F, G, 4, 11, 3, inf
89OO3B, Y, 3, 11, 3, 11
ALDU5F, O, 4, 0, 3, 11
89OO3B, Y, 3, 0, 3, 11
1O7SKL, B, 2, 3, 3, inf
ALDU5F, G, 3, inf, 3, inf
89OO3B, G, 4, 9, 3, inf
ALDU5F, G, 3, 9, 3, 9
89OO3B, P, 4, 1, 3, 9
ALDU5F, G, 3, 1, 3, 9
1O7SKL, B, 2, 3, 3, inf
ALDU5F, O, 3, inf, 3, inf
89OO3B, G, 4, 10, 3, inf
ALDU5F, O, 3, 10, 3, 10
89OO3B, P, 4, 2, 3, 10
ALDU5F, O, 3, 2, 3, 10
1O7SKL, B, 2, 3, 3, inf
ALDU5F, P, 3, inf, 3, inf
89OO3B, G, 4, 15, 3, inf
ALDU5F, P, 3, 15, 3, 15
89OO3B, P, 4, 7, 3, 15
ALDU5F, P, 3, 7, 3, 7
89OO3B, R, 4, 3, 3, 7
ALDU5F, P, 3, 3, 3, 7
1O7SKL, B, 2, 3, 3, inf
ALDU5F, R, 3, inf, 3, inf
89OO3B, G, 4, 15, 3, inf
ALDU5F, R, 3, 15, 3, 15
89OO3B, P, 4, 7, 3, 15
ALDU5F, R, 3, 7, 3, 7
89OO3B, R, 4, 3, 3, 7
ALDU5F, R, 3, 3, 3, 7
1O7SKL, B, 2, 3, 3, inf
ALDU5F, Y, 3, inf, 3, inf
89OO3B, G, 4, 11, 3, inf
ALDU5F, Y, 3, 11, 3, 11
89OO3B, P, 4, 3, 3, 11
ALDU5F, Y, 3, 3, 3, 11
1O7SKL, B, 2, 3, 3, inf
F3HQ9T, B, 3, inf, 3, inf
89OO3B, G, 4, 3, 3, inf
F3HQ9T, B, 3, 3, 3, inf
1O7SKL, B, 2, 3, 3, inf
F3HQ9T, O, 3, inf, 3, inf
89OO3B, G, 4, 10, 3, inf
F3HQ9T, O, 3, 10, 3, 10
89OO3B, P, 4, 2, 3, 10
F3HQ9T, O, 3, 2, 3, 10
1O7SKL, B, 2, 3, 3, inf
F3HQ9T, P, 3, inf, 3, inf
89OO3B, G, 4, 15, 3, inf
F3HQ9T, P, 3, 15, 3, 15
89OO3B, P, 4, 7, 3, 15
F3HQ9T, P, 3, 7, 3, 7
89OO3B, R, 4, 3, 3, 7
F3HQ9T, P, 3, 3, 3, 7
1O7SKL, B, 2, 3, 3, inf
F3HQ9T, R, 3, inf, 3, inf
89OO3B, G, 4, 15, 3, inf
F3HQ9T, R, 3, 15, 3, 15
89OO3B, P, 4, 7, 3, 15
F3HQ9T, R, 3, 7, 3, 7
89OO3B, R, 4, 3, 3, 7
F3HQ9T, R, 3, 3, 3, 7
1O7SKL, B, 2, 3, 3, inf
F3HQ9T, Y, 3, inf, 3, inf
89OO3B, G, 4, 11, 3, inf
F3HQ9T, Y, 3, 11, 3, 11
89OO3B, P, 4, 3, 3, 11
F3HQ9T, Y, 3, 3, 3, 11
1O7SKL, B, 2, 3, 3, inf
J3S4LL, B, 3, inf, 3, inf
89OO3B, G, 4, 3, 3, inf
J3S4LL, B, 3, 3, 3, inf
1O7SKL, B, 2, 3, 3, inf
J3S4LL, G, 3, inf, 3, inf
89OO3B, P, 4, 1, 3, inf
J3S4LL, G, 3, 1, 3, inf
1O7SKL, B, 2, 3, 3, inf
J3S4LL, P, 3, inf, 3, inf
89OO3B, G, 4, 15, 3, inf
J3S4LL, P, 3, 15, 3, 15
89OO3B, R, 4, 3, 3, 15
J3S4LL, P, 3, 3, 3, 15
1O7SKL, B, 2, 3, 3, inf
J3S4LL, Y, 3, inf, 3, inf
89OO3B, G, 4, 11, 3, inf
J3S4LL, Y, 3, 11, 3, 11
89OO3B, P, 4, 3, 3, 11
J3S4LL, Y, 3, 3, 3, 11
1O7SKL, B, 2, 3, 3, inf
RIGQBQ, G, 3, inf, 3, inf
89OO3B, P, 4, 1, 3, inf
RIGQBQ, G, 3, 1, 3, inf
1O7SKL, B, 2, 3, 3, inf
RIGQBQ, P, 3, inf, 3, inf
89OO3B, G, 4, 15, 3, inf
RIGQBQ, P, 3, 15, 3, 15
89OO3B, R, 4, 3, 3, 15
RIGQBQ, P, 3, 3, 3, 15
1O7SKL, B, 2, 3, 3, inf
RIGQBQ, R, 3, inf, 3, inf
89OO3B, G, 4, 15, 3, inf
RIGQBQ, R, 3, 15, 3, 15
89OO3B, P, 4, 7, 3, 15
RIGQBQ, R, 3, 7, 3, 7
89OO3B, Y, 4, 3, 3, 7
RIGQBQ, R, 3, 3, 3, 7
1O7SKL, B, 2, 3, 3, inf
RIGQBQ, Y, 3, inf, 3, inf
89OO3B, G, 4, 11, 3, inf
RIGQBQ, Y, 3, 11, 3, 11
89OO3B, P, 4, 3, 3, 11
RIGQBQ, Y, 3, 3, 3, 11
1O7SKL, B, 2, 3, 3, inf
S9OGAW, B, 3, inf, 3, inf
89OO3B, G, 4, 3, 3, inf
S9OGAW, B, 3, 3, 3, inf
1O7SKL, B, 2, 3, 3, inf
S9OGAW, O, 3, inf, 3, inf
89OO3B, G, 4, 10, 3, inf
S9OGAW, O, 3, 10, 3, 10
89OO3B, P, 4, 2, 3, 10
S9OGAW, O, 3, 2, 3, 10
1O7SKL, B, 2, 3, 3, inf
S9OGAW, P, 3, inf, 3, inf
89OO3B, G, 4, 15, 3, inf
S9OGAW, P, 3, 15, 3, 15
89OO3B, P, 4, 7, 3, 15
S9OGAW, P, 3, 7, 3, 7
89OO3B, R, 4, 3, 3, 7
S9OGAW, P, 3, 3, 3, 7
1O7SKL, B, 2, 3, 3, inf
S9OGAW, R, 3, inf, 3, inf
89OO3B, G, 4, 15, 3, inf
S9OGAW, R, 3, 15, 3, 15
89OO3B, P, 4, 7, 3, 15
S9OGAW, R, 3, 7, 3, 7
89OO3B, R, 4, 3, 3, 7
S9OGAW, R, 3, 3, 3, 7
1O7SKL, B, 2, 3, 3, inf
S9OGAW, Y, 3, inf, 3, inf
89OO3B, G, 4, 11, 3, inf
S9OGAW, Y, 3, 11, 3, 11
89OO3B, P, 4, 3, 3, 11
S9OGAW, Y, 3, 3, 3, 11
1O7SKL, B, 2, 3, 3, inf
U1DPGK, O, 3, inf, 3, inf
