ZKDN7L, G, 0, -inf, -inf, inf
33PXCN, B, 2, -1, -1, inf
WWN9BE, P, 3, inf, -1, inf
3EZBRQ, B, 4, -1, -1, inf
WWN9BE, P, 3, -1, -1, inf
33PXCN, B, 2, -1, -1, inf
WWN9BE, Y, 3, inf, -1, inf
3EZBRQ, B, 4, 2, -1, inf
WWN9BE, Y, 3, 2, -1, 2
3EZBRQ, G, 4, -2, -1, 2
WWN9BE, Y, 3, -2, -1, 2
33PXCN, B, 2, -1, -1, inf
ZULTJA, B, 3, inf, -1, inf
4X8BBI, G, 4, -8, -1, inf
ZULTJA, B, 3, -8, -1, inf
33PXCN, B, 2, -1, -1, inf
ZULTJA, G, 3, inf, -1, inf
4X8BBI, G, 4, -1, -1, inf
ZULTJA, G, 3, -1, -1, inf
33PXCN, B, 2, -1, -1, inf
ZULTJA, P, 3, inf, -1, inf
4X8BBI, G, 4, -5, -1, inf
ZULTJA, P, 3, -5, -1, inf
33PXCN, B, 2, -1, -1, inf
ZULTJA, R, 3, inf, -1, inf
4X8BBI, G, 4, -5, -1, inf
ZULTJA, R, 3, -5, -1, inf
33PXCN, B, 2, -1, -1, inf
HVF5GE, Y, 1, -1, -4, -1
33PXCN, P, 2, -inf, -4, -1
4X8BBI, B, 3, inf, -4, -1
3EZBRQ, G, 4, -10, -4, -1
4X8BBI, B, 3, -10, -4, -1
33PXCN, P, 2, -10, -4, -1
4X8BBI, G, 3, inf, -4, -1
3EZBRQ, B, 4, 1, -4, -1
4X8BBI, G, 3, 1, -4, -1
3EZBRQ, P, 4, -1, -4, -1
4X8BBI, G, 3, -1, -4, -1
3EZBRQ, R, 4, 0, -4, -1
4X8BBI, G, 3, -1, -4, -1
3EZBRQ, Y, 4, 0, -4, -1
4X8BBI, G, 3, -1, -4, -1
6EHM3Q, B, 4, 1, -4, -1
4X8BBI, G, 3, -1, -4, -1
6EHM3Q, P, 4, -1, -4, -1
4X8BBI, G, 3, -1, -4, -1
6EHM3Q, R, 4, 0, -4, -1
4X8BBI, G, 3, -1, -4, -1
6EHM3Q, Y, 4, 0, -4, -1
4X8BBI, G, 3, -1, -4, -1
90V1TB, B, 4, 1, -4, -1
4X8BBI, G, 3, -1, -4, -1
90V1TB, G, 4, -3, -4, -1
4X8BBI, G, 3, -3, -4, -3
90V1TB, R, 4, 0, -4, -3
4X8BBI, G, 3, -3, -4, -3
AZNZW6, B, 4, 1, -4, -3
4X8BBI, G, 3, -3, -4, -3
AZNZW6, R, 4, 0, -4, -3
4X8BBI, G, 3, -3, -4, -3
AZNZW6, Y, 4, 0, -4, -3
4X8BBI, G, 3, -3, -4, -3
ILIYJZ, B, 4, 1, -4, -3
4X8BBI, G, 3, -3, -4, -3
ILIYJZ, G, 4, -3, -4, -3
4X8BBI, G, 3, -3, -4, -3
ILIYJZ, P, 4, -1, -4, -3
4X8BBI, G, 3, -3, -4, -3
ILIYJZ, R, 4, 0, -4, -3
4X8BBI, G, 3, -3, -4, -3
O52HYD, B, 4, 1, -4, -3
4X8BBI, G, 3, -3, -4, -3
O52HYD, G, 4, -3, -4, -3
4X8BBI, G, 3, -3, -4, -3
O52HYD, R, 4, 0, -4, -3
4X8BBI, G, 3, -3, -4, -3
O52HYD, Y, 4, 0, -4, -3
4X8BBI, G, 3, -3, -4, -3
UVUETX, B, 4, 1, -4, -3
4X8BBI, G, 3, -3, -4, -3
UVUETX, G, 4, -3, -4, -3
4X8BBI, G, 3, -3, -4, -3
UVUETX, P, 4, -1, -4, -3
4X8BBI, G, 3, -3, -4, -3
UVUETX, Y, 4, 0, -4, -3
4X8BBI, G, 3, -3, -4, -3
VKMURE, B, 4, 1, -4, -3
4X8BBI, G, 3, -3, -4, -3
VKMURE, P, 4, -1, -4, -3
4X8BBI, G, 3, -3, -4, -3
VKMURE, R, 4, 0, -4, -3
4X8BBI, G, 3, -3, -4, -3
VKMURE, Y, 4, 0, -4, -3
4X8BBI, G, 3, -3, -4, -3
VWMFU9, B, 4, 1, -4, -3
4X8BBI, G, 3, -3, -4, -3
VWMFU9, G, 4, -3, -4, -3
4X8BBI, G, 3, -3, -4, -3
VWMFU9, R, 4, 0, -4, -3
4X8BBI, G, 3, -3, -4, -3
VWMFU9, Y, 4, 0, -4, -3
4X8BBI, G, 3, -3, -4, -3
WWN9BE, B, 4, 1, -4, -3
4X8BBI, G, 3, -3, -4, -3
WWN9BE, G, 4, -3, -4, -3
4X8BBI, G, 3, -3, -4, -3
WWN9BE, P, 4, -1, -4, -3
4X8BBI, G, 3, -3, -4, -3
WWN9BE, Y, 4, 0, -4, -3
4X8BBI, G, 3, -3, -4, -3
ZULTJA, B, 4, 1, -4, -3
4X8BBI, G, 3, -3, -4, -3
ZULTJA, G, 4, -3, -4, -3
4X8BBI, G, 3, -3, -4, -3
ZULTJA, P, 4, -1, -4, -3
4X8BBI, G, 3, -3, -4, -3
ZULTJA, R, 4, 0, -4, -3
4X8BBI, G, 3, -3, -4, -3
33PXCN, P, 2, -3, -3, -1
4X8BBI, Y, 3, inf, -3, -1
3EZBRQ, B, 4, 0, -3, -1
4X8BBI, Y, 3, 0, -3, -1
3EZBRQ, G, 4, -4, -3, -1
4X8BBI, Y, 3, -4, -3, -1
33PXCN, P, 2, -3, -3, -1
6EHM3Q, B, 3, inf, -3, -1
4X8BBI, B, 4, -6, -3, -1
6EHM3Q, B, 3, -6, -3, -1
33PXCN, P, 2, -3, -3, -1
6EHM3Q, P, 3, inf, -3, -1
4X8BBI, B, 4, -3, -3, -1
6EHM3Q, P, 3, -3, -3, -1
33PXCN, P, 2, -3, -3, -1
6EHM3Q, R, 3, inf, -3, -1
4X8BBI, B, 4, -3, -3, -1
6EHM3Q, R, 3, -3, -3, -1
33PXCN, P, 2, -3, -3, -1
6EHM3Q, Y, 3, inf, -3, -1
4X8BBI, B, 4, 0, -3, -1
6EHM3Q, Y, 3, 0, -3, -1
4X8BBI, G, 4, -4, -3, -1
6EHM3Q, Y, 3, -4, -3, -1
33PXCN, P, 2, -3, -3, -1
90V1TB, B, 3, inf, -3, -1
4X8BBI, B, 4, -6, -3, -1
90V1TB, B, 3, -6, -3, -1
33PXCN, P, 2, -3, -3, -1
90V1TB, G, 3, inf, -3, -1
4X8BBI, B, 4, 1, -3, -1
90V1TB, G, 3, 1, -3, -1
4X8BBI, G, 4, -3, -3, -1
90V1TB, G, 3, -3, -3, -1
33PXCN, P, 2, -3, -3, -1
90V1TB, R, 3, inf, -3, -1
4X8BBI, B, 4, -3, -3, -1
90V1TB, R, 3, -3, -3, -1
33PXCN, P, 2, -3, -3, -1
AZNZW6, B, 3, inf, -3, -1
4X8BBI, B, 4, -6, -3, -1
AZNZW6, B, 3, -6, -3, -1
33PXCN, P, 2, -3, -3, -1
AZNZW6, R, 3, inf, -3, -1
4X8BBI, B, 4, -3, -3, -1
AZNZW6, R, 3, -3, -3, -1
33PXCN, P, 2, -3, -3, -1
AZNZW6, Y, 3, inf, -3, -1
4X8BBI, B, 4, 0, -3, -1
AZNZW6, Y, 3, 0, -3, -1
4X8BBI, G, 4, -4, -3, -1
AZNZW6, Y, 3, -4, -3, -1
33PXCN, P, 2, -3, -3, -1
ILIYJZ, B, 3, inf, -3, -1
4X8BBI, B, 4, -6, -3, -1
ILIYJZ, B, 3, -6, -3, -1
33PXCN, P, 2, -3, -3, -1
ILIYJZ, G, 3, inf, -3, -1
4X8BBI, B, 4, 1, -3, -1
ILIYJZ, G, 3, 1, -3, -1
4X8BBI, G, 4, -3, -3, -1
ILIYJZ, G, 3, -3, -3, -1
33PXCN, P, 2, -3, -3, -1
ILIYJZ, P, 3, inf, -3, -1
4X8BBI, B, 4, -3, -3, -1
ILIYJZ, P, 3, -3, -3, -1
33PXCN, P, 2, -3, -3, -1
ILIYJZ, R, 3, inf, -3, -1
4X8BBI, B, 4, -3, -3, -1
ILIYJZ, R, 3, -3, -3, -1
33PXCN, P, 2, -3, -3, -1
O52HYD, B, 3, inf, -3, -1
4X8BBI, B, 4, -6, -3, -1
O52HYD, B, 3, -6, -3, -1
33PXCN, P, 2, -3, -3, -1
O52HYD, G, 3, inf, -3, -1
4X8BBI, B, 4, 1, -3, -1
O52HYD, G, 3, 1, -3, -1
4X8BBI, G, 4, -3, -3, -1
O52HYD, G, 3, -3, -3, -1
33PXCN, P, 2, -3, -3, -1
O52HYD, R, 3, inf, -3, -1
4X8BBI, B, 4, -3, -3, -1
O52HYD, R, 3, -3, -3, -1
33PXCN, P, 2, -3, -3, -1
O52HYD, Y, 3, inf, -3, -1
4X8BBI, B, 4, 0, -3, -1
O52HYD, Y, 3, 0, -3, -1
4X8BBI, G, 4, -4, -3, -1
O52HYD, Y, 3, -4, -3, -1
33PXCN, P, 2, -3, -3, -1
UVUETX, B, 3, inf, -3, -1
4X8BBI, B, 4, -6, -3, -1
UVUETX, B, 3, -6, -3, -1
33PXCN, P, 2, -3, -3, -1
UVUETX, G, 3, inf, -3, -1
4X8BBI, B, 4, 1, -3, -1
UVUETX, G, 3, 1, -3, -1
4X8BBI, G, 4, -3, -3, -1
UVUETX, G, 3, -3, -3, -1
33PXCN, P, 2, -3, -3, -1
UVUETX, P, 3, inf, -3, -1
4X8BBI, B, 4, -3, -3, -1
UVUETX, P, 3, -3, -3, -1
33PXCN, P, 2, -3, -3, -1
UVUETX, Y, 3, inf, -3, -1
4X8BBI, B, 4, 0, -3, -1
UVUETX, Y, 3, 0, -3, -1
4X8BBI, G, 4, -4, -3, -1
UVUETX, Y, 3, -4, -3, -1
33PXCN, P, 2, -3, -3, -1
VKMURE, B, 3, inf, -3, -1
4X8BBI, B, 4, -6, -3, -1
VKMURE, B, 3, -6, -3, -1
33PXCN, P, 2, -3, -3, -1
VKMURE, P, 3, inf, -3, -1
4X8BBI, B, 4, -3, -3, -1
VKMURE, P, 3, -3, -3, -1
33PXCN, P, 2, -3, -3, -1
VKMURE, R, 3, inf, -3, -1
4X8BBI, B, 4, -3, -3, -1
VKMURE, R, 3, -3, -3, -1
33PXCN, P, 2, -3, -3, -1
VKMURE, Y, 3, inf, -3, -1
4X8BBI, B, 4, 0, -3, -1
VKMURE, Y, 3, 0, -3, -1
4X8BBI, G, 4, -4, -3, -1
VKMURE, Y, 3, -4, -3, -1
33PXCN, P, 2, -3, -3, -1
VWMFU9, B, 3, inf, -3, -1
4X8BBI, B, 4, -6, -3, -1
VWMFU9, B, 3, -6, -3, -1
33PXCN, P, 2, -3, -3, -1
VWMFU9, G, 3, inf, -3, -1
4X8BBI, B, 4, 1, -3, -1
VWMFU9, G, 3, 1, -3, -1
4X8BBI, G, 4, -3, -3, -1
VWMFU9, G, 3, -3, -3, -1
33PXCN, P, 2, -3, -3, -1
VWMFU9, R, 3, inf, -3, -1
4X8BBI, B, 4, -3, -3, -1
VWMFU9, R, 3, -3, -3, -1
33PXCN, P, 2, -3, -3, -1
VWMFU9, Y, 3, inf, -3, -1
4X8BBI, B, 4, 0, -3, -1
VWMFU9, Y, 3, 0, -3, -1
4X8BBI, G, 4, -4, -3, -1
VWMFU9, Y, 3, -4, -3, -1
33PXCN, P, 2, -3, -3, -1
WWN9BE, B, 3, inf, -3, -1
3EZBRQ, G, 4, -10, -3, -1
WWN9BE, B, 3, -10, -3, -1
33PXCN, P, 2, -3, -3, -1
WWN9BE, G, 3, inf, -3, -1
3EZBRQ, B, 4, 1, -3, -1
WWN9BE, G, 3, 1, -3, -1
3EZBRQ, P, 4, -1, -3, -1
WWN9BE, G, 3, -1, -3, -1
3EZBRQ, R, 4, 0, -3, -1
WWN9BE, G, 3, -1, -3, -1
3EZBRQ, Y, 4, 0, -3, -1
WWN9BE, G, 3, -1, -3, -1
4X8BBI, B, 4, 1, -3, -1
WWN9BE, G, 3, -1, -3, -1
4X8BBI, G, 4, -3, -3, -1
WWN9BE, G, 3, -3, -3, -1
33PXCN, P, 2, -3, -3, -1
WWN9BE, P, 3, inf, -3, -1
3EZBRQ, B, 4, -3, -3, -1
WWN9BE, P, 3, -3, -3, -1
33PXCN, P, 2, -3, -3, -1
WWN9BE, Y, 3, inf, -3, -1
3EZBRQ, B, 4, 0, -3, -1
WWN9BE, Y, 3, 0, -3, -1
3EZBRQ, G, 4, -4, -3, -1
WWN9BE, Y, 3, -4, -3, -1
33PXCN, P, 2, -3, -3, -1
ZULTJA, B, 3, inf, -3, -1
4X8BBI, B, 4, -6, -3, -1
ZULTJA, B, 3, -6, -3, -1
33PXCN, P, 2, -3, -3, -1
ZULTJA, G, 3, inf, -3, -1
4X8BBI, B, 4, 1, -3, -1
ZULTJA, G, 3, 1, -3, -1
4X8BBI, G, 4, -3, -3, -1
ZULTJA, G, 3, -3, -3, -1
33PXCN, P, 2, -3, -3, -1
ZULTJA, P, 3, inf, -3, -1
4X8BBI, B, 4, -3, -3, -1
ZULTJA, P, 3, -3, -3, -1
33PXCN, P, 2, -3, -3, -1
ZULTJA, R, 3, inf, -3, -1
4X8BBI, B, 4, -3, -3, -1
ZULTJA, R, 3, -3, -3, -1
33PXCN, P, 2, -3, -3, -1
HVF5GE, Y, 1, -3, -4, -3
33PXCN, Y, 2, -inf, -4, -3
4X8BBI, B, 3, inf, -4, -3
3EZBRQ, G, 4, -9, -4, -3
4X8BBI, B, 3, -9, -4, -3
33PXCN, Y, 2, -9, -4, -3
4X8BBI, G, 3, inf, -4, -3
3EZBRQ, B, 4, 2, -4, -3
4X8BBI, G, 3, 2, -4, -3
3EZBRQ, P, 4, 0, -4, -3
4X8BBI, G, 3, 0, -4, -3
3EZBRQ, R, 4, 1, -4, -3
4X8BBI, G, 3, 0, -4, -3
3EZBRQ, Y, 4, 1, -4, -3
4X8BBI, G, 3, 0, -4, -3
6EHM3Q, B, 4, 2, -4, -3
4X8BBI, G, 3, 0, -4, -3
6EHM3Q, P, 4, 0, -4, -3
4X8BBI, G, 3, 0, -4, -3
6EHM3Q, R, 4, 1, -4, -3
4X8BBI, G, 3, 0, -4, -3
6EHM3Q, Y, 4, 1, -4, -3
4X8BBI, G, 3, 0, -4, -3
90V1TB, B, 4, 2, -4, -3
4X8BBI, G, 3, 0, -4, -3
90V1TB, G, 4, -2, -4, -3
4X8BBI, G, 3, -2, -4, -3
90V1TB, P, 4, 0, -4, -3
4X8BBI, G, 3, -2, -4, -3
90V1TB, R, 4, 1, -4, -3
4X8BBI, G, 3, -2, -4, -3
AZNZW6, B, 4, 2, -4, -3
4X8BBI, G, 3, -2, -4, -3
AZNZW6, P, 4, 0, -4, -3
4X8BBI, G, 3, -2, -4, -3
AZNZW6, R, 4, 1, -4, -3
4X8BBI, G, 3, -2, -4, -3
ILIYJZ, B, 4, 2, -4, -3
4X8BBI, G, 3, -2, -4, -3
ILIYJZ, G, 4, -2, -4, -3
4X8BBI, G, 3, -2, -4, -3
ILIYJZ, P, 4, 0, -4, -3
4X8BBI, G, 3, -2, -4, -3
ILIYJZ, R, 4, 1, -4, -3
4X8BBI, G, 3, -2, -4, -3
O52HYD, B, 4, 2, -4, -3
4X8BBI, G, 3, -2, -4, -3
O52HYD, G, 4, -2, -4, -3
4X8BBI, G, 3, -2, -4, -3
O52HYD, P, 4, 0, -4, -3
4X8BBI, G, 3, -2, -4, -3
O52HYD, R, 4, 1, -4, -3
4X8BBI, G, 3, -2, -4, -3
UVUETX, B, 4, 2, -4, -3
4X8BBI, G, 3, -2, -4, -3
UVUETX, G, 4, -2, -4, -3
4X8BBI, G, 3, -2, -4, -3
UVUETX, P, 4, 0, -4, -3
4X8BBI, G, 3, -2, -4, -3
UVUETX, Y, 4, 1, -4, -3
4X8BBI, G, 3, -2, -4, -3
VKMURE, B, 4, 2, -4, -3
4X8BBI, G, 3, -2, -4, -3
VKMURE, P, 4, 0, -4, -3
4X8BBI, G, 3, -2, -4, -3
VKMURE, R, 4, 1, -4, -3
4X8BBI, G, 3, -2, -4, -3
VKMURE, Y, 4, 1, -4, -3
4X8BBI, G, 3, -2, -4, -3
VWMFU9, B, 4, 2, -4, -3
4X8BBI, G, 3, -2, -4, -3
VWMFU9, G, 4, -2, -4, -3
4X8BBI, G, 3, -2, -4, -3
VWMFU9, P, 4, 0, -4, -3
4X8BBI, G, 3, -2, -4, -3
VWMFU9, R, 4, 1, -4, -3
4X8BBI, G, 3, -2, -4, -3
WWN9BE, B, 4, 2, -4, -3
4X8BBI, G, 3, -2, -4, -3
WWN9BE, G, 4, -2, -4, -3
4X8BBI, G, 3, -2, -4, -3
WWN9BE, P, 4, 0, -4, -3
4X8BBI, G, 3, -2, -4, -3
WWN9BE, Y, 4, 1, -4, -3
4X8BBI, G, 3, -2, -4, -3
ZULTJA, B, 4, 2, -4, -3
4X8BBI, G, 3, -2, -4, -3
ZULTJA, G, 4, -2, -4, -3
4X8BBI, G, 3, -2, -4, -3
ZULTJA, P, 4, 0, -4, -3
4X8BBI, G, 3, -2, -4, -3
ZULTJA, R, 4, 1, -4, -3
4X8BBI, G, 3, -2, -4, -3
33PXCN, Y, 2, -2, -4, -3
HVF5GE, Y, 1, -3, -4, -3
4X8BBI, B, 2, -inf, -4, -3
33PXCN, P, 3, inf, -4, -3
3EZBRQ, G, 4, -5, -4, -3
33PXCN, P, 3, -5, -4, -3
4X8BBI, B, 2, -5, -4, -3
33PXCN, Y, 3, inf, -4, -3
3EZBRQ, G, 4, -2, -4, -3
33PXCN, Y, 3, -2, -4, -3
3EZBRQ, P, 4, 0, -4, -3
33PXCN, Y, 3, -2, -4, -3
3EZBRQ, R, 4, 1, -4, -3
33PXCN, Y, 3, -2, -4, -3
3EZBRQ, Y, 4, 1, -4, -3
33PXCN, Y, 3, -2, -4, -3
6EHM3Q, B, 4, 2, -4, -3
33PXCN, Y, 3, -2, -4, -3
6EHM3Q, P, 4, 0, -4, -3
33PXCN, Y, 3, -2, -4, -3
6EHM3Q, R, 4, 1, -4, -3
33PXCN, Y, 3, -2, -4, -3
6EHM3Q, Y, 4, 1, -4, -3
33PXCN, Y, 3, -2, -4, -3
90V1TB, B, 4, 2, -4, -3
33PXCN, Y, 3, -2, -4, -3
90V1TB, G, 4, -2, -4, -3
33PXCN, Y, 3, -2, -4, -3
90V1TB, P, 4, 0, -4, -3
33PXCN, Y, 3, -2, -4, -3
90V1TB, R, 4, 1, -4, -3
33PXCN, Y, 3, -2, -4, -3
AZNZW6, B, 4, 2, -4, -3
33PXCN, Y, 3, -2, -4, -3
AZNZW6, P, 4, 0, -4, -3
33PXCN, Y, 3, -2, -4, -3
AZNZW6, R, 4, 1, -4, -3
33PXCN, Y, 3, -2, -4, -3
ILIYJZ, B, 4, 2, -4, -3
33PXCN, Y, 3, -2, -4, -3
ILIYJZ, G, 4, -2, -4, -3
33PXCN, Y, 3, -2, -4, -3
ILIYJZ, P, 4, 0, -4, -3
33PXCN, Y, 3, -2, -4, -3
ILIYJZ, R, 4, 1, -4, -3
33PXCN, Y, 3, -2, -4, -3
O52HYD, B, 4, 2, -4, -3
33PXCN, Y, 3, -2, -4, -3
O52HYD, G, 4, -2, -4, -3
33PXCN, Y, 3, -2, -4, -3
O52HYD, P, 4, 0, -4, -3
33PXCN, Y, 3, -2, -4, -3
O52HYD, R, 4, 1, -4, -3
33PXCN, Y, 3, -2, -4, -3
UVUETX, B, 4, 2, -4, -3
33PXCN, Y, 3, -2, -4, -3
UVUETX, G, 4, -2, -4, -3
33PXCN, Y, 3, -2, -4, -3
UVUETX, P, 4, 0, -4, -3
33PXCN, Y, 3, -2, -4, -3
UVUETX, Y, 4, 1, -4, -3
33PXCN, Y, 3, -2, -4, -3
VKMURE, B, 4, 2, -4, -3
33PXCN, Y, 3, -2, -4, -3
VKMURE, P, 4, 0, -4, -3
33PXCN, Y, 3, -2, -4, -3
VKMURE, R, 4, 1, -4, -3
33PXCN, Y, 3, -2, -4, -3
VKMURE, Y, 4, 1, -4, -3
33PXCN, Y, 3, -2, -4, -3
VWMFU9, B, 4, 2, -4, -3
33PXCN, Y, 3, -2, -4, -3
VWMFU9, G, 4, -2, -4, -3
33PXCN, Y, 3, -2, -4, -3
VWMFU9, P, 4, 0, -4, -3
33PXCN, Y, 3, -2, -4, -3
VWMFU9, R, 4, 1, -4, -3
33PXCN, Y, 3, -2, -4, -3
WWN9BE, B, 4, 2, -4, -3
33PXCN, Y, 3, -2, -4, -3
WWN9BE, G, 4, -2, -4, -3
33PXCN, Y, 3, -2, -4, -3
WWN9BE, P, 4, 0, -4, -3
33PXCN, Y, 3, -2, -4, -3
WWN9BE, Y, 4, 1, -4, -3
33PXCN, Y, 3, -2, -4, -3
ZULTJA, B, 4, 2, -4, -3
33PXCN, Y, 3, -2, -4, -3
ZULTJA, G, 4, -2, -4, -3
33PXCN, Y, 3, -2, -4, -3
ZULTJA, P, 4, 0, -4, -3
33PXCN, Y, 3, -2, -4, -3
ZULTJA, R, 4, 1, -4, -3
33PXCN, Y, 3, -2, -4, -3
4X8BBI, B, 2, -2, -4, -3
HVF5GE, Y, 1, -3, -4, -3
4X8BBI, G, 2, -inf, -4, -3
33PXCN, B, 3, inf, -4, -3
3EZBRQ, B, 4, -8, -4, -3
33PXCN, B, 3, -8, -4, -3
4X8BBI, G, 2, -8, -4, -3
33PXCN, P, 3, inf, -4, -3
3EZBRQ, B, 4, -5, -4, -3
33PXCN, P, 3, -5, -4, -3
4X8BBI, G, 2, -5, -4, -3
33PXCN, Y, 3, inf, -4, -3
3EZBRQ, B, 4, -2, -4, -3
33PXCN, Y, 3, -2, -4, -3
3EZBRQ, P, 4, -4, -4, -3
33PXCN, Y, 3, -4, -4, -3
4X8BBI, G, 2, -4, -4, -3
3EZBRQ, B, 3, inf, -4, -3
33PXCN, B, 4, -8, -4, -3
3EZBRQ, B, 3, -8, -4, -3
4X8BBI, G, 2, -4, -4, -3
3EZBRQ, P, 3, inf, -4, -3
33PXCN, B, 4, -5, -4, -3
3EZBRQ, P, 3, -5, -4, -3
4X8BBI, G, 2, -4, -4, -3
3EZBRQ, R, 3, inf, -4, -3
33PXCN, B, 4, -5, -4, -3
3EZBRQ, R, 3, -5, -4, -3
4X8BBI, G, 2, -4, -4, -3
3EZBRQ, Y, 3, inf, -4, -3
33PXCN, B, 4, -2, -4, -3
3EZBRQ, Y, 3, -2, -4, -3
33PXCN, P, 4, -4, -4, -3
3EZBRQ, Y, 3, -4, -4, -3
4X8BBI, G, 2, -4, -4, -3
6EHM3Q, B, 3, inf, -4, -3
33PXCN, B, 4, -8, -4, -3
6EHM3Q, B, 3, -8, -4, -3
4X8BBI, G, 2, -4, -4, -3
6EHM3Q, P, 3, inf, -4, -3
33PXCN, B, 4, -5, -4, -3
6EHM3Q, P, 3, -5, -4, -3
4X8BBI, G, 2, -4, -4, -3
6EHM3Q, R, 3, inf, -4, -3
33PXCN, B, 4, -5, -4, -3
6EHM3Q, R, 3, -5, -4, -3
4X8BBI, G, 2, -4, -4, -3
6EHM3Q, Y, 3, inf, -4, -3
33PXCN, B, 4, -2, -4, -3
6EHM3Q, Y, 3, -2, -4, -3
33PXCN, P, 4, -4, -4, -3
6EHM3Q, Y, 3, -4, -4, -3
4X8BBI, G, 2, -4, -4, -3
90V1TB, B, 3, inf, -4, -3
33PXCN, P, 4, -10, -4, -3
90V1TB, B, 3, -10, -4, -3
4X8BBI, G, 2, -4, -4, -3
90V1TB, G, 3, inf, -4, -3
33PXCN, B, 4, -1, -4, -3
90V1TB, G, 3, -1, -4, -3
33PXCN, P, 4, -3, -4, -3
90V1TB, G, 3, -3, -4, -3
33PXCN, Y, 4, -2, -4, -3
90V1TB, G, 3, -3, -4, -3
3EZBRQ, B, 4, -1, -4, -3
90V1TB, G, 3, -3, -4, -3
3EZBRQ, P, 4, -3, -4, -3
90V1TB, G, 3, -3, -4, -3
3EZBRQ, R, 4, -2, -4, -3
90V1TB, G, 3, -3, -4, -3
3EZBRQ, Y, 4, -2, -4, -3
90V1TB, G, 3, -3, -4, -3
6EHM3Q, B, 4, -1, -4, -3
90V1TB, G, 3, -3, -4, -3
6EHM3Q, P, 4, -3, -4, -3
90V1TB, G, 3, -3, -4, -3
6EHM3Q, R, 4, -2, -4, -3
90V1TB, G, 3, -3, -4, -3
6EHM3Q, Y, 4, -2, -4, -3
90V1TB, G, 3, -3, -4, -3
AZNZW6, B, 4, -1, -4, -3
90V1TB, G, 3, -3, -4, -3
AZNZW6, P, 4, -3, -4, -3
90V1TB, G, 3, -3, -4, -3
AZNZW6, R, 4, -2, -4, -3
90V1TB, G, 3, -3, -4, -3
AZNZW6, Y, 4, -2, -4, -3
90V1TB, G, 3, -3, -4, -3
ILIYJZ, B, 4, -1, -4, -3
90V1TB, G, 3, -3, -4, -3
ILIYJZ, P, 4, -3, -4, -3
90V1TB, G, 3, -3, -4, -3
ILIYJZ, R, 4, -2, -4, -3
90V1TB, G, 3, -3, -4, -3
O52HYD, B, 4, -1, -4, -3
90V1TB, G, 3, -3, -4, -3
O52HYD, P, 4, -3, -4, -3
90V1TB, G, 3, -3, -4, -3
O52HYD, R, 4, -2, -4, -3
90V1TB, G, 3, -3, -4, -3
O52HYD, Y, 4, -2, -4, -3
90V1TB, G, 3, -3, -4, -3
UVUETX, B, 4, -1, -4, -3
90V1TB, G, 3, -3, -4, -3
UVUETX, G, 4, -5, -4, -3
90V1TB, G, 3, -5, -4, -3
4X8BBI, G, 2, -4, -4, -3
90V1TB, P, 3, inf, -4, -3
33PXCN, B, 4, -5, -4, -3
90V1TB, P, 3, -5, -4, -3
4X8BBI, G, 2, -4, -4, -3
90V1TB, R, 3, inf, -4, -3
33PXCN, B, 4, -5, -4, -3
90V1TB, R, 3, -5, -4, -3
4X8BBI, G, 2, -4, -4, -3
AZNZW6, B, 3, inf, -4, -3
33PXCN, P, 4, -10, -4, -3
AZNZW6, B, 3, -10, -4, -3
4X8BBI, G, 2, -4, -4, -3
AZNZW6, P, 3, inf, -4, -3
33PXCN, B, 4, -5, -4, -3
AZNZW6, P, 3, -5, -4, -3
4X8BBI, G, 2, -4, -4, -3
AZNZW6, R, 3, inf, -4, -3
33PXCN, B, 4, -5, -4, -3
AZNZW6, R, 3, -5, -4, -3
4X8BBI, G, 2, -4, -4, -3
AZNZW6, Y, 3, inf, -4, -3
33PXCN, B, 4, -2, -4, -3
AZNZW6, Y, 3, -2, -4, -3
33PXCN, P, 4, -4, -4, -3
AZNZW6, Y, 3, -4, -4, -3
4X8BBI, G, 2, -4, -4, -3
ILIYJZ, B, 3, inf, -4, -3
33PXCN, B, 4, -8, -4, -3
ILIYJZ, B, 3, -8, -4, -3
4X8BBI, G, 2, -4, -4, -3
ILIYJZ, G, 3, inf, -4, -3
33PXCN, B, 4, -1, -4, -3
ILIYJZ, G, 3, -1, -4, -3
33PXCN, P, 4, -3, -4, -3
ILIYJZ, G, 3, -3, -4, -3
33PXCN, Y, 4, -2, -4, -3
ILIYJZ, G, 3, -3, -4, -3
3EZBRQ, B, 4, -1, -4, -3
ILIYJZ, G, 3, -3, -4, -3
3EZBRQ, P, 4, -3, -4, -3
ILIYJZ, G, 3, -3, -4, -3
3EZBRQ, R, 4, -2, -4, -3
ILIYJZ, G, 3, -3, -4, -3
3EZBRQ, Y, 4, -2, -4, -3
ILIYJZ, G, 3, -3, -4, -3
6EHM3Q, B, 4, -1, -4, -3
ILIYJZ, G, 3, -3, -4, -3
6EHM3Q, P, 4, -3, -4, -3
ILIYJZ, G, 3, -3, -4, -3
6EHM3Q, R, 4, -2, -4, -3
ILIYJZ, G, 3, -3, -4, -3
6EHM3Q, Y, 4, -2, -4, -3
ILIYJZ, G, 3, -3, -4, -3
90V1TB, B, 4, -1, -4, -3
ILIYJZ, G, 3, -3, -4, -3
90V1TB, P, 4, -3, -4, -3
ILIYJZ, G, 3, -3, -4, -3
90V1TB, R, 4, -2, -4, -3
