HL7RH0, G, 0, -inf, -inf, inf
8N8UIA, Y, 3, 9, 1, 9
7MVUG1, G, 4, 5, 1, 9
8N8UIA, Y, 3, 5, 1, 5
7MVUG1, Y, 4, 1, 1, 5
8N8UIA, Y, 3, 1, 1, 5
4TGIVI, R, 2, 1, 1, 9
93CT8B, B, 3, inf, 1, 9
7MVUG1, G, 4, -6, 1, 9
93CT8B, B, 3, -6, 1, 9
4TGIVI, R, 2, 1, 1, 9
93CT8B, R, 3, inf, 1, 9
7MVUG1, B, 4, 11, 1, 9
93CT8B, R, 3, 11, 1, 9
7MVUG1, G, 4, 7, 1, 9
93CT8B, R, 3, 7, 1, 7
7MVUG1, Y, 4, 3, 1, 7
93CT8B, R, 3, 3, 1, 3
8N8UIA, B, 4, 11, 1, 3
93CT8B, R, 3, 3, 1, 3
8N8UIA, G, 4, 7, 1, 3
93CT8B, R, 3, 3, 1, 3
8N8UIA, Y, 4, 3, 1, 3
93CT8B, R, 3, 3, 1, 3
D7A6DO, B, 4, 11, 1, 3
93CT8B, R, 3, 3, 1, 3
D7A6DO, G, 4, 7, 1, 3
93CT8B, R, 3, 3, 1, 3
D7A6DO, Y, 4, 3, 1, 3
93CT8B, R, 3, 3, 1, 3
E3B6KU, B, 4, 11, 1, 3
93CT8B, R, 3, 3, 1, 3
E3B6KU, Y, 4, 3, 1, 3
93CT8B, R, 3, 3, 1, 3
FBMJRV, B, 4, 11, 1, 3
93CT8B, R, 3, 3, 1, 3
FBMJRV, R, 4, 5, 1, 3
93CT8B, R, 3, 3, 1, 3
FBMJRV, Y, 4, 3, 1, 3
93CT8B, R, 3, 3, 1, 3
GKM35T, B, 4, 11, 1, 3
93CT8B, R, 3, 3, 1, 3
GKM35T, G, 4, 7, 1, 3
93CT8B, R, 3, 3, 1, 3
GKM35T, Y, 4, 3, 1, 3
93CT8B, R, 3, 3, 1, 3
JENPWA, B, 4, 11, 1, 3
93CT8B, R, 3, 3, 1, 3
JENPWA, G, 4, 7, 1, 3
93CT8B, R, 3, 3, 1, 3
JENPWA, Y, 4, 3, 1, 3
93CT8B, R, 3, 3, 1, 3
LCX2DK, B, 4, 11, 1, 3
93CT8B, R, 3, 3, 1, 3
LCX2DK, R, 4, 5, 1, 3
93CT8B, R, 3, 3, 1, 3
LCX2DK, Y, 4, 3, 1, 3
93CT8B, R, 3, 3, 1, 3
LX6ZE0, B, 4, 11, 1, 3
93CT8B, R, 3, 3, 1, 3
LX6ZE0, G, 4, 7, 1, 3
93CT8B, R, 3, 3, 1, 3
LX6ZE0, Y, 4, 3, 1, 3
93CT8B, R, 3, 3, 1, 3
ODUBEG, B, 4, 11, 1, 3
93CT8B, R, 3, 3, 1, 3
ODUBEG, G, 4, 7, 1, 3
93CT8B, R, 3, 3, 1, 3
ODUBEG, Y, 4, 3, 1, 3
93CT8B, R, 3, 3, 1, 3
ST898E, B, 4, 11, 1, 3
93CT8B, R, 3, 3, 1, 3
ST898E, G, 4, 7, 1, 3
93CT8B, R, 3, 3, 1, 3
ST898E, Y, 4, 3, 1, 3
93CT8B, R, 3, 3, 1, 3
4TGIVI, R, 2, 3, 3, 9
93CT8B, Y, 3, inf, 3, 9
7MVUG1, B, 4, 9, 3, 9
93CT8B, Y, 3, 9, 3, 9
7MVUG1, G, 4, 5, 3, 9
93CT8B, Y, 3, 5, 3, 5
8N8UIA, B, 4, 9, 3, 5
93CT8B, Y, 3, 5, 3, 5
8N8UIA, G, 4, 5, 3, 5
93CT8B, Y, 3, 5, 3, 5
8N8UIA, Y, 4, 1, 3, 5
93CT8B, Y, 3, 1, 3, 5
4TGIVI, R, 2, 3, 3, 9
D7A6DO, B, 3, inf, 3, 9
7MVUG1, B, 4, -2, 3, 9
D7A6DO, B, 3, -2, 3, 9
4TGIVI, R, 2, 3, 3, 9
D7A6DO, G, 3, inf, 3, 9
7MVUG1, B, 4, 4, 3, 9
D7A6DO, G, 3, 4, 3, 4
7MVUG1, G, 4, 0, 3, 4
D7A6DO, G, 3, 0, 3, 4
4TGIVI, R, 2, 3, 3, 9
D7A6DO, Y, 3, inf, 3, 9
7MVUG1, B, 4, 9, 3, 9
D7A6DO, Y, 3, 9, 3, 9
7MVUG1, G, 4, 5, 3, 9
D7A6DO, Y, 3, 5, 3, 5
7MVUG1, Y, 4, 1, 3, 5
D7A6DO, Y, 3, 1, 3, 5
4TGIVI, R, 2, 3, 3, 9
E3B6KU, B, 3, inf, 3, 9
7MVUG1, B, 4, -2, 3, 9
E3B6KU, B, 3, -2, 3, 9
4TGIVI, R, 2, 3, 3, 9
E3B6KU, Y, 3, inf, 3, 9
7MVUG1, B, 4, 9, 3, 9
E3B6KU, Y, 3, 9, 3, 9
7MVUG1, G, 4, 5, 3, 9
E3B6KU, Y, 3, 5, 3, 5
7MVUG1, Y, 4, 1, 3, 5
E3B6KU, Y, 3, 1, 3, 5
4TGIVI, R, 2, 3, 3, 9
FBMJRV, B, 3, inf, 3, 9
7MVUG1, B, 4, -2, 3, 9
FBMJRV, B, 3, -2, 3, 9
4TGIVI, R, 2, 3, 3, 9
FBMJRV, R, 3, inf, 3, 9
7MVUG1, B, 4, 11, 3, 9
FBMJRV, R, 3, 11, 3, 9
7MVUG1, G, 4, 7, 3, 9
FBMJRV, R, 3, 7, 3, 7
7MVUG1, Y, 4, 3, 3, 7
FBMJRV, R, 3, 3, 3, 7
4TGIVI, R, 2, 3, 3, 9
FBMJRV, Y, 3, inf, 3, 9
7MVUG1, B, 4, 9, 3, 9
FBMJRV, Y, 3, 9, 3, 9
7MVUG1, G, 4, 5, 3, 9
FBMJRV, Y, 3, 5, 3, 5
7MVUG1, Y, 4, 1, 3, 5
FBMJRV, Y, 3, 1, 3, 5
4TGIVI, R, 2, 3, 3, 9
GKM35T, B, 3, inf, 3, 9
7MVUG1, G, 4, -6, 3, 9
GKM35T, B, 3, -6, 3, 9
4TGIVI, R, 2, 3, 3, 9
GKM35T, G, 3, inf, 3, 9
7MVUG1, B, 4, 4, 3, 9
GKM35T, G, 3, 4, 3, 4
7MVUG1, Y, 4, -4, 3, 4
GKM35T, G, 3, -4, 3, 4
4TGIVI, R, 2, 3, 3, 9
GKM35T, Y, 3, inf, 3, 9
7MVUG1, B, 4, 9, 3, 9
GKM35T, Y, 3, 9, 3, 9
7MVUG1, G, 4, 5, 3, 9
GKM35T, Y, 3, 5, 3, 5
8N8UIA, B, 4, 9, 3, 5
GKM35T, Y, 3, 5, 3, 5
8N8UIA, G, 4, 5, 3, 5
GKM35T, Y, 3, 5, 3, 5
93CT8B, B, 4, 9, 3, 5
GKM35T, Y, 3, 5, 3, 5
93CT8B, R, 4, 3, 3, 5
GKM35T, Y, 3, 3, 3, 5
4TGIVI, R, 2, 3, 3, 9
JENPWA, B, 3, inf, 3, 9
7MVUG1, G, 4, -6, 3, 9
JENPWA, B, 3, -6, 3, 9
4TGIVI, R, 2, 3, 3, 9
JENPWA, G, 3, inf, 3, 9
7MVUG1, B, 4, 4, 3, 9
JENPWA, G, 3, 4, 3, 4
7MVUG1, Y, 4, -4, 3, 4
JENPWA, G, 3, -4, 3, 4
4TGIVI, R, 2, 3, 3, 9
JENPWA, Y, 3, inf, 3, 9
7MVUG1, B, 4, 9, 3, 9
JENPWA, Y, 3, 9, 3, 9
7MVUG1, G, 4, 5, 3, 9
JENPWA, Y, 3, 5, 3, 5
8N8UIA, B, 4, 9, 3, 5
JENPWA, Y, 3, 5, 3, 5
8N8UIA, G, 4, 5, 3, 5
JENPWA, Y, 3, 5, 3, 5
8N8UIA, Y, 4, 1, 3, 5
JENPWA, Y, 3, 1, 3, 5
4TGIVI, R, 2, 3, 3, 9
LCX2DK, B, 3, inf, 3, 9
7MVUG1, B, 4, -2, 3, 9
LCX2DK, B, 3, -2, 3, 9
4TGIVI, R, 2, 3, 3, 9
LCX2DK, R, 3, inf, 3, 9
7MVUG1, B, 4, 11, 3, 9
LCX2DK, R, 3, 11, 3, 9
7MVUG1, G, 4, 7, 3, 9
LCX2DK, R, 3, 7, 3, 7
7MVUG1, Y, 4, 3, 3, 7
LCX2DK, R, 3, 3, 3, 7
4TGIVI, R, 2, 3, 3, 9
LCX2DK, Y, 3, inf, 3, 9
7MVUG1, B, 4, 9, 3, 9
LCX2DK, Y, 3, 9, 3, 9
7MVUG1, G, 4, 5, 3, 9
LCX2DK, Y, 3, 5, 3, 5
7MVUG1, Y, 4, 1, 3, 5
LCX2DK, Y, 3, 1, 3, 5
4TGIVI, R, 2, 3, 3, 9
LX6ZE0, B, 3, inf, 3, 9
7MVUG1, G, 4, -6, 3, 9
LX6ZE0, B, 3, -6, 3, 9
4TGIVI, R, 2, 3, 3, 9
LX6ZE0, G, 3, inf, 3, 9
7MVUG1, B, 4, 4, 3, 9
LX6ZE0, G, 3, 4, 3, 4
7MVUG1, Y, 4, -4, 3, 4
LX6ZE0, G, 3, -4, 3, 4
4TGIVI, R, 2, 3, 3, 9
LX6ZE0, Y, 3, inf, 3, 9
7MVUG1, B, 4, 9, 3, 9
LX6ZE0, Y, 3, 9, 3, 9
7MVUG1, G, 4, 5, 3, 9
LX6ZE0, Y, 3, 5, 3, 5
8N8UIA, B, 4, 9, 3, 5
LX6ZE0, Y, 3, 5, 3, 5
8N8UIA, G, 4, 5, 3, 5
LX6ZE0, Y, 3, 5, 3, 5
8N8UIA, Y, 4, 1, 3, 5
LX6ZE0, Y, 3, 1, 3, 5
4TGIVI, R, 2, 3, 3, 9
ST898E, B, 3, inf, 3, 9
7MVUG1, B, 4, -2, 3, 9
ST898E, B, 3, -2, 3, 9
4TGIVI, R, 2, 3, 3, 9
ST898E, G, 3, inf, 3, 9
7MVUG1, B, 4, 4, 3, 9
ST898E, G, 3, 4, 3, 4
7MVUG1, G, 4, 0, 3, 4
ST898E, G, 3, 0, 3, 4
4TGIVI, R, 2, 3, 3, 9
ST898E, Y, 3, inf, 3, 9
7MVUG1, B, 4, 9, 3, 9
ST898E, Y, 3, 9, 3, 9
7MVUG1, G, 4, 5, 3, 9
ST898E, Y, 3, 5, 3, 5
7MVUG1, Y, 4, 1, 3, 5
ST898E, Y, 3, 1, 3, 5
4TGIVI, R, 2, 3, 3, 9
NCYMNC, R, 1, 3, 1, 3
4TGIVI, Y, 2, -inf, 1, 3
7MVUG1, B, 3, inf, 1, 3
8N8UIA, B, 4, -4, 1, 3
7MVUG1, B, 3, -4, 1, 3
4TGIVI, Y, 2, -4, 1, 3
7MVUG1, G, 3, inf, 1, 3
8N8UIA, B, 4, 2, 1, 3
7MVUG1, G, 3, 2, 1, 2
8N8UIA, G, 4, -2, 1, 2
7MVUG1, G, 3, -2, 1, 2
4TGIVI, Y, 2, -2, 1, 3
7MVUG1, Y, 3, inf, 1, 3
8N8UIA, B, 4, 7, 1, 3
7MVUG1, Y, 3, 7, 1, 3
8N8UIA, G, 4, 3, 1, 3
7MVUG1, Y, 3, 3, 1, 3
8N8UIA, Y, 4, -1, 1, 3
7MVUG1, Y, 3, -1, 1, 3
4TGIVI, Y, 2, -1, 1, 3
8N8UIA, B, 3, inf, 1, 3
7MVUG1, B, 4, -4, 1, 3
8N8UIA, B, 3, -4, 1, 3
4TGIVI, Y, 2, -1, 1, 3
8N8UIA, G, 3, inf, 1, 3
7MVUG1, B, 4, 2, 1, 3
8N8UIA, G, 3, 2, 1, 2
7MVUG1, G, 4, -2, 1, 2
8N8UIA, G, 3, -2, 1, 2
4TGIVI, Y, 2, -1, 1, 3
8N8UIA, Y, 3, inf, 1, 3
7MVUG1, B, 4, 7, 1, 3
8N8UIA, Y, 3, 7, 1, 3
7MVUG1, G, 4, 3, 1, 3
8N8UIA, Y, 3, 3, 1, 3
7MVUG1, Y, 4, -1, 1, 3
8N8UIA, Y, 3, -1, 1, 3
4TGIVI, Y, 2, -1, 1, 3
93CT8B, B, 3, inf, 1, 3
7MVUG1, G, 4, -8, 1, 3
93CT8B, B, 3, -8, 1, 3
4TGIVI, Y, 2, -1, 1, 3
93CT8B, R, 3, inf, 1, 3
7MVUG1, B, 4, 9, 1, 3
93CT8B, R, 3, 9, 1, 3
7MVUG1, G, 4, 5, 1, 3
93CT8B, R, 3, 5, 1, 3
7MVUG1, Y, 4, 1, 1, 3
93CT8B, R, 3, 1, 1, 3
4TGIVI, Y, 2, 1, 1, 3
93CT8B, Y, 3, inf, 1, 3
7MVUG1, B, 4, 7, 1, 3
93CT8B, Y, 3, 7, 1, 3
7MVUG1, G, 4, 3, 1, 3
93CT8B, Y, 3, 3, 1, 3
8N8UIA, B, 4, 7, 1, 3
93CT8B, Y, 3, 3, 1, 3
8N8UIA, G, 4, 3, 1, 3
93CT8B, Y, 3, 3, 1, 3
8N8UIA, Y, 4, -1, 1, 3
93CT8B, Y, 3, -1, 1, 3
4TGIVI, Y, 2, 1, 1, 3
D7A6DO, B, 3, inf, 1, 3
7MVUG1, B, 4, -4, 1, 3
D7A6DO, B, 3, -4, 1, 3
4TGIVI, Y, 2, 1, 1, 3
D7A6DO, G, 3, inf, 1, 3
7MVUG1, B, 4, 2, 1, 3
D7A6DO, G, 3, 2, 1, 2
7MVUG1, G, 4, -2, 1, 2
D7A6DO, G, 3, -2, 1, 2
4TGIVI, Y, 2, 1, 1, 3
D7A6DO, R, 3, inf, 1, 3
7MVUG1, B, 4, 9, 1, 3
D7A6DO, R, 3, 9, 1, 3
7MVUG1, G, 4, 5, 1, 3
D7A6DO, R, 3, 5, 1, 3
7MVUG1, Y, 4, 1, 1, 3
D7A6DO, R, 3, 1, 1, 3
4TGIVI, Y, 2, 1, 1, 3
E3B6KU, B, 3, inf, 1, 3
7MVUG1, B, 4, -4, 1, 3
E3B6KU, B, 3, -4, 1, 3
4TGIVI, Y, 2, 1, 1, 3
E3B6KU, Y, 3, inf, 1, 3
7MVUG1, B, 4, 7, 1, 3
E3B6KU, Y, 3, 7, 1, 3
7MVUG1, G, 4, 3, 1, 3
E3B6KU, Y, 3, 3, 1, 3
7MVUG1, Y, 4, -1, 1, 3
E3B6KU, Y, 3, -1, 1, 3
4TGIVI, Y, 2, 1, 1, 3
FBMJRV, B, 3, inf, 1, 3
7MVUG1, B, 4, -4, 1, 3
FBMJRV, B, 3, -4, 1, 3
4TGIVI, Y, 2, 1, 1, 3
FBMJRV, R, 3, inf, 1, 3
7MVUG1, B, 4, 9, 1, 3
FBMJRV, R, 3, 9, 1, 3
7MVUG1, G, 4, 5, 1, 3
FBMJRV, R, 3, 5, 1, 3
7MVUG1, Y, 4, 1, 1, 3
FBMJRV, R, 3, 1, 1, 3
4TGIVI, Y, 2, 1, 1, 3
FBMJRV, Y, 3, inf, 1, 3
7MVUG1, B, 4, 7, 1, 3
FBMJRV, Y, 3, 7, 1, 3
7MVUG1, G, 4, 3, 1, 3
FBMJRV, Y, 3, 3, 1, 3
7MVUG1, Y, 4, -1, 1, 3
FBMJRV, Y, 3, -1, 1, 3
4TGIVI, Y, 2, 1, 1, 3
GKM35T, B, 3, inf, 1, 3
7MVUG1, G, 4, -8, 1, 3
GKM35T, B, 3, -8, 1, 3
4TGIVI, Y, 2, 1, 1, 3
GKM35T, G, 3, inf, 1, 3
7MVUG1, B, 4, 2, 1, 3
GKM35T, G, 3, 2, 1, 2
7MVUG1, Y, 4, -6, 1, 2
GKM35T, G, 3, -6, 1, 2
4TGIVI, Y, 2, 1, 1, 3
GKM35T, R, 3, inf, 1, 3
7MVUG1, B, 4, 9, 1, 3
GKM35T, R, 3, 9, 1, 3
7MVUG1, G, 4, 5, 1, 3
GKM35T, R, 3, 5, 1, 3
7MVUG1, Y, 4, 1, 1, 3
GKM35T, R, 3, 1, 1, 3
4TGIVI, Y, 2, 1, 1, 3
JENPWA, B, 3, inf, 1, 3
7MVUG1, G, 4, -8, 1, 3
JENPWA, B, 3, -8, 1, 3
4TGIVI, Y, 2, 1, 1, 3
JENPWA, G, 3, inf, 1, 3
7MVUG1, B, 4, 2, 1, 3
JENPWA, G, 3, 2, 1, 2
7MVUG1, Y, 4, -6, 1, 2
JENPWA, G, 3, -6, 1, 2
4TGIVI, Y, 2, 1, 1, 3
JENPWA, R, 3, inf, 1, 3
7MVUG1, B, 4, 9, 1, 3
JENPWA, R, 3, 9, 1, 3
7MVUG1, G, 4, 5, 1, 3
JENPWA, R, 3, 5, 1, 3
7MVUG1, Y, 4, 1, 1, 3
JENPWA, R, 3, 1, 1, 3
4TGIVI, Y, 2, 1, 1, 3
LCX2DK, B, 3, inf, 1, 3
7MVUG1, B, 4, -4, 1, 3
LCX2DK, B, 3, -4, 1, 3
4TGIVI, Y, 2, 1, 1, 3
LCX2DK, R, 3, inf, 1, 3
7MVUG1, B, 4, 9, 1, 3
LCX2DK, R, 3, 9, 1, 3
7MVUG1, G, 4, 5, 1, 3
LCX2DK, R, 3, 5, 1, 3
7MVUG1, Y, 4, 1, 1, 3
LCX2DK, R, 3, 1, 1, 3
4TGIVI, Y, 2, 1, 1, 3
LCX2DK, Y, 3, inf, 1, 3
7MVUG1, B, 4, 7, 1, 3
LCX2DK, Y, 3, 7, 1, 3
7MVUG1, G, 4, 3, 1, 3
LCX2DK, Y, 3, 3, 1, 3
7MVUG1, Y, 4, -1, 1, 3
LCX2DK, Y, 3, -1, 1, 3
4TGIVI, Y, 2, 1, 1, 3
LX6ZE0, B, 3, inf, 1, 3
7MVUG1, G, 4, -8, 1, 3
LX6ZE0, B, 3, -8, 1, 3
4TGIVI, Y, 2, 1, 1, 3
LX6ZE0, G, 3, inf, 1, 3
7MVUG1, B, 4, 2, 1, 3
LX6ZE0, G, 3, 2, 1, 2
7MVUG1, Y, 4, -6, 1, 2
LX6ZE0, G, 3, -6, 1, 2
4TGIVI, Y, 2, 1, 1, 3
LX6ZE0, R, 3, inf, 1, 3
7MVUG1, B, 4, 9, 1, 3
LX6ZE0, R, 3, 9, 1, 3
7MVUG1, G, 4, 5, 1, 3
LX6ZE0, R, 3, 5, 1, 3
7MVUG1, Y, 4, 1, 1, 3
LX6ZE0, R, 3, 1, 1, 3
4TGIVI, Y, 2, 1, 1, 3
ST898E, B, 3, inf, 1, 3
7MVUG1, B, 4, -4, 1, 3
ST898E, B, 3, -4, 1, 3
4TGIVI, Y, 2, 1, 1, 3
ST898E, G, 3, inf, 1, 3
7MVUG1, B, 4, 2, 1, 3
ST898E, G, 3, 2, 1, 2
7MVUG1, G, 4, -2, 1, 2
ST898E, G, 3, -2, 1, 2
4TGIVI, Y, 2, 1, 1, 3
ST898E, Y, 3, inf, 1, 3
7MVUG1, B, 4, 7, 1, 3
ST898E, Y, 3, 7, 1, 3
7MVUG1, G, 4, 3, 1, 3
ST898E, Y, 3, 3, 1, 3
7MVUG1, Y, 4, -1, 1, 3
ST898E, Y, 3, -1, 1, 3
4TGIVI, Y, 2, 1, 1, 3
NCYMNC, R, 1, 1, 1, 3
HL7RH0, G, 0, 1, 1, inf
NCYMNC, Y, 1, inf, 1, inf
4TGIVI, B, 2, -inf, 1, inf
7MVUG1, B, 3, inf, 1, inf
8N8UIA, B, 4, 2, 1, inf
7MVUG1, B, 3, 2, 1, 2
8N8UIA, G, 4, -2, 1, 2
7MVUG1, B, 3, -2, 1, 2
4TGIVI, B, 2, -2, 1, inf
7MVUG1, G, 3, inf, 1, inf
8N8UIA, B, 4, 8, 1, inf
7MVUG1, G, 3, 8, 1, 8
8N8UIA, G, 4, 4, 1, 8
7MVUG1, G, 3, 4, 1, 4
8N8UIA, R, 4, 2, 1, 4
7MVUG1, G, 3, 2, 1, 2
93CT8B, B, 4, 8, 1, 2
7MVUG1, G, 3, 2, 1, 2
93CT8B, R, 4, 2, 1, 2
7MVUG1, G, 3, 2, 1, 2
93CT8B, Y, 4, 0, 1, 2
7MVUG1, G, 3, 0, 1, 2
4TGIVI, B, 2, 0, 1, inf
7MVUG1, R, 3, inf, 1, inf
8N8UIA, B, 4, 15, 1, inf
7MVUG1, R, 3, 15, 1, 15
8N8UIA, G, 4, 11, 1, 15
7MVUG1, R, 3, 11, 1, 11
8N8UIA, R, 4, 9, 1, 11
7MVUG1, R, 3, 9, 1, 9
93CT8B, B, 4, 15, 1, 9
7MVUG1, R, 3, 9, 1, 9
93CT8B, Y, 4, 7, 1, 9
7MVUG1, R, 3, 7, 1, 7
B302WY, B, 4, 15, 1, 7
7MVUG1, R, 3, 7, 1, 7
B302WY, G, 4, 11, 1, 7
7MVUG1, R, 3, 7, 1, 7
B302WY, Y, 4, 7, 1, 7
7MVUG1, R, 3, 7, 1, 7
D7A6DO, G, 4, 11, 1, 7
7MVUG1, R, 3, 7, 1, 7
D7A6DO, R, 4, 9, 1, 7
7MVUG1, R, 3, 7, 1, 7
D7A6DO, Y, 4, 7, 1, 7
7MVUG1, R, 3, 7, 1, 7
E3B6KU, B, 4, 15, 1, 7
7MVUG1, R, 3, 7, 1, 7
E3B6KU, R, 4, 9, 1, 7
7MVUG1, R, 3, 7, 1, 7
FBMJRV, B, 4, 15, 1, 7
7MVUG1, R, 3, 7, 1, 7
FBMJRV, R, 4, 9, 1, 7
7MVUG1, R, 3, 7, 1, 7
FBMJRV, Y, 4, 7, 1, 7
7MVUG1, R, 3, 7, 1, 7
GKM35T, G, 4, 11, 1, 7
7MVUG1, R, 3, 7, 1, 7
GKM35T, Y, 4, 7, 1, 7
7MVUG1, R, 3, 7, 1, 7
IOIZ5S, B, 4, 15, 1, 7
7MVUG1, R, 3, 7, 1, 7
IOIZ5S, G, 4, 11, 1, 7
7MVUG1, R, 3, 7, 1, 7
IOIZ5S, Y, 4, 7, 1, 7
7MVUG1, R, 3, 7, 1, 7
JENPWA, G, 4, 11, 1, 7
7MVUG1, R, 3, 7, 1, 7
JENPWA, Y, 4, 7, 1, 7
7MVUG1, R, 3, 7, 1, 7
LCX2DK, B, 4, 15, 1, 7
7MVUG1, R, 3, 7, 1, 7
LCX2DK, R, 4, 9, 1, 7
7MVUG1, R, 3, 7, 1, 7
LCX2DK, Y, 4, 7, 1, 7
7MVUG1, R, 3, 7, 1, 7
LX6ZE0, G, 4, 11, 1, 7
7MVUG1, R, 3, 7, 1, 7
LX6ZE0, Y, 4, 7, 1, 7
7MVUG1, R, 3, 7, 1, 7
ST898E, B, 4, 15, 1, 7
7MVUG1, R, 3, 7, 1, 7
ST898E, G, 4, 11, 1, 7
7MVUG1, R, 3, 7, 1, 7
ST898E, Y, 4, 7, 1, 7
7MVUG1, R, 3, 7, 1, 7
4TGIVI, B, 2, 7, 7, inf
8N8UIA, B, 3, inf, 7, inf
7MVUG1, B, 4, 2, 7, inf
8N8UIA, B, 3, 2, 7, inf
4TGIVI, B, 2, 7, 7, inf
8N8UIA, G, 3, inf, 7, inf
7MVUG1, B, 4, 8, 7, inf
8N8UIA, G, 3, 8, 7, 8
7MVUG1, G, 4, 4, 7, 8
8N8UIA, G, 3, 4, 7, 8
4TGIVI, B, 2, 7, 7, inf
8N8UIA, R, 3, inf, 7, inf
7MVUG1, B, 4, 15, 7, inf
8N8UIA, R, 3, 15, 7, 15
7MVUG1, G, 4, 11, 7, 15
8N8UIA, R, 3, 11, 7, 11
7MVUG1, R, 4, 9, 7, 11
8N8UIA, R, 3, 9, 7, 9
93CT8B, B, 4, 15, 7, 9
8N8UIA, R, 3, 9, 7, 9
93CT8B, R, 4, 9, 7, 9
8N8UIA, R, 3, 9, 7, 9
93CT8B, Y, 4, 7, 7, 9
8N8UIA, R, 3, 7, 7, 9
4TGIVI, B, 2, 7, 7, inf
93CT8B, B, 3, inf, 7, inf
7MVUG1, G, 4, -2, 7, inf
93CT8B, B, 3, -2, 7, inf
4TGIVI, B, 2, 7, 7, inf
93CT8B, R, 3, inf, 7, inf
7MVUG1, B, 4, 15, 7, inf
93CT8B, R, 3, 15, 7, 15
7MVUG1, G, 4, 11, 7, 15
93CT8B, R, 3, 11, 7, 11
8N8UIA, B, 4, 15, 7, 11
93CT8B, R, 3, 11, 7, 11
8N8UIA, G, 4, 11, 7, 11
93CT8B, R, 3, 11, 7, 11
8N8UIA, R, 4, 9, 7, 11
93CT8B, R, 3, 9, 7, 9
D7A6DO, G, 4, 11, 7, 9
93CT8B, R, 3, 9, 7, 9
D7A6DO, R, 4, 9, 7, 9
93CT8B, R, 3, 9, 7, 9
D7A6DO, Y, 4, 7, 7, 9
93CT8B, R, 3, 7, 7, 9
4TGIVI, B, 2, 7, 7, inf
93CT8B, Y, 3, inf, 7, inf
7MVUG1, B, 4, 13, 7, inf
93CT8B, Y, 3, 13, 7, 13
7MVUG1, G, 4, 9, 7, 13
93CT8B, Y, 3, 9, 7, 9
7MVUG1, R, 4, 7, 7, 9
93CT8B, Y, 3, 7, 7, 9
4TGIVI, B, 2, 7, 7, inf
D7A6DO, G, 3, inf, 7, inf
7MVUG1, B, 4, 8, 7, inf
D7A6DO, G, 3, 8, 7, 8
7MVUG1, G, 4, 4, 7, 8
D7A6DO, G, 3, 4, 7, 8
4TGIVI, B, 2, 7, 7, inf
D7A6DO, R, 3, inf, 7, inf
7MVUG1, B, 4, 15, 7, inf
D7A6DO, R, 3, 15, 7, 15
7MVUG1, G, 4, 11, 7, 15
D7A6DO, R, 3, 11, 7, 11
7MVUG1, R, 4, 9, 7, 11
D7A6DO, R, 3, 9, 7, 9
8N8UIA, B, 4, 15, 7, 9
D7A6DO, R, 3, 9, 7, 9
8N8UIA, G, 4, 11, 7, 9
D7A6DO, R, 3, 9, 7, 9
8N8UIA, R, 4, 9, 7, 9
D7A6DO, R, 3, 9, 7, 9
93CT8B, B, 4, 15, 7, 9
D7A6DO, R, 3, 9, 7, 9
93CT8B, R, 4, 9, 7, 9
D7A6DO, R, 3, 9, 7, 9
93CT8B, Y, 4, 7, 7, 9
D7A6DO, R, 3, 7, 7, 9
4TGIVI, B, 2, 7, 7, inf
D7A6DO, Y, 3, inf, 7, inf
7MVUG1, B, 4, 13, 7, inf
D7A6DO, Y, 3, 13, 7, 13
7MVUG1, G, 4, 9, 7, 13
D7A6DO, Y, 3, 9, 7, 9
7MVUG1, R, 4, 7, 7, 9
D7A6DO, Y, 3, 7, 7, 9
4TGIVI, B, 2, 7, 7, inf
E3B6KU, B, 3, inf, 7, inf
7MVUG1, B, 4, 2, 7, inf
E3B6KU, B, 3, 2, 7, inf
4TGIVI, B, 2, 7, 7, inf
E3B6KU, R, 3, inf, 7, inf
7MVUG1, B, 4, 15, 7, inf
E3B6KU, R, 3, 15, 7, 15
7MVUG1, G, 4, 11, 7, 15
E3B6KU, R, 3, 11, 7, 11
7MVUG1, R, 4, 9, 7, 11
E3B6KU, R, 3, 9, 7, 9
8N8UIA, B, 4, 15, 7, 9
E3B6KU, R, 3, 9, 7, 9
8N8UIA, G, 4, 11, 7, 9
E3B6KU, R, 3, 9, 7, 9
8N8UIA, R, 4, 9, 7, 9
E3B6KU, R, 3, 9, 7, 9
93CT8B, B, 4, 15, 7, 9
E3B6KU, R, 3, 9, 7, 9
93CT8B, R, 4, 9, 7, 9
E3B6KU, R, 3, 9, 7, 9
93CT8B, Y, 4, 7, 7, 9
E3B6KU, R, 3, 7, 7, 9
4TGIVI, B, 2, 7, 7, inf
FBMJRV, B, 3, inf, 7, inf
7MVUG1, B, 4, 2, 7, inf
FBMJRV, B, 3, 2, 7, inf
4TGIVI, B, 2, 7, 7, inf
FBMJRV, R, 3, inf, 7, inf
7MVUG1, B, 4, 15, 7, inf
FBMJRV, R, 3, 15, 7, 15
7MVUG1, G, 4, 11, 7, 15
FBMJRV, R, 3, 11, 7, 11
7MVUG1, R, 4, 9, 7, 11
FBMJRV, R, 3, 9, 7, 9
8N8UIA, B, 4, 15, 7, 9
FBMJRV, R, 3, 9, 7, 9
8N8UIA, G, 4, 11, 7, 9
FBMJRV, R, 3, 9, 7, 9
8N8UIA, R, 4, 9, 7, 9
