L8932D, G, 0, -inf, -inf, inf
3L50AP, B, 2, -5, 2, inf
QV005E, B, 3, inf, 2, inf
6IMA8N, B, 4, -8, 2, inf
QV005E, B, 3, -8, 2, inf
3L50AP, B, 2, -5, 2, inf
QV005E, R, 3, inf, 2, inf
6IMA8N, B, 4, -12, 2, inf
QV005E, R, 3, -12, 2, inf
3L50AP, B, 2, -5, 2, inf
QV005E, Y, 3, inf, 2, inf
6IMA8N, B, 4, -5, 2, inf
QV005E, Y, 3, -5, 2, inf
3L50AP, B, 2, -5, 2, inf
QWF2F7, B, 3, inf, 2, inf
6IMA8N, B, 4, -8, 2, inf
QWF2F7, B, 3, -8, 2, inf
3L50AP, B, 2, -5, 2, inf
QWF2F7, G, 3, inf, 2, inf
6IMA8N, B, 4, -18, 2, inf
QWF2F7, G, 3, -18, 2, inf
3L50AP, B, 2, -5, 2, inf
QWF2F7, Y, 3, inf, 2, inf
6IMA8N, B, 4, -5, 2, inf
QWF2F7, Y, 3, -5, 2, inf
3L50AP, B, 2, -5, 2, inf
UIK8SI, B, 3, inf, 2, inf
6IMA8N, B, 4, -8, 2, inf
UIK8SI, B, 3, -8, 2, inf
3L50AP, B, 2, -5, 2, inf
UIK8SI, G, 3, inf, 2, inf
6IMA8N, B, 4, -18, 2, inf
UIK8SI, G, 3, -18, 2, inf
3L50AP, B, 2, -5, 2, inf
UIK8SI, Y, 3, inf, 2, inf
6IMA8N, B, 4, -5, 2, inf
UIK8SI, Y, 3, -5, 2, inf
3L50AP, B, 2, -5, 2, inf
WR7MPQ, G, 3, inf, 2, inf
12GA60, B, 4, -18, 2, inf
WR7MPQ, G, 3, -18, 2, inf
3L50AP, B, 2, -5, 2, inf
WR7MPQ, R, 3, inf, 2, inf
12GA60, B, 4, -12, 2, inf
WR7MPQ, R, 3, -12, 2, inf
3L50AP, B, 2, -5, 2, inf
WR7MPQ, Y, 3, inf, 2, inf
12GA60, B, 4, -5, 2, inf
WR7MPQ, Y, 3, -5, 2, inf
3L50AP, B, 2, -5, 2, inf
XC4AOP, B, 3, inf, 2, inf
6IMA8N, B, 4, -8, 2, inf
XC4AOP, B, 3, -8, 2, inf
3L50AP, B, 2, -5, 2, inf
XC4AOP, G, 3, inf, 2, inf
6IMA8N, B, 4, -18, 2, inf
XC4AOP, G, 3, -18, 2, inf
3L50AP, B, 2, -5, 2, inf
XC4AOP, Y, 3, inf, 2, inf
6IMA8N, B, 4, -5, 2, inf
XC4AOP, Y, 3, -5, 2, inf
3L50AP, B, 2, -5, 2, inf
PXLMGH, R, 1, -5, 2, inf
L8932D, G, 0, 2, 2, inf
PXLMGH, Y, 1, inf, 2, inf
3L50AP, B, 2, -inf, 2, inf
6IMA8N, B, 3, inf, 2, inf
0B2N9S, G, 4, -1, 2, inf
6IMA8N, B, 3, -1, 2, inf
3L50AP, B, 2, -1, 2, inf
6IMA8N, R, 3, inf, 2, inf
0B2N9S, B, 4, -5, 2, inf
6IMA8N, R, 3, -5, 2, inf
3L50AP, B, 2, -1, 2, inf
6IMA8N, Y, 3, inf, 2, inf
0B2N9S, B, 4, 2, 2, inf
6IMA8N, Y, 3, 2, 2, inf
3L50AP, B, 2, 2, 2, inf
HV4TQ9, G, 3, inf, 2, inf
6IMA8N, B, 4, -11, 2, inf
HV4TQ9, G, 3, -11, 2, inf
3L50AP, B, 2, 2, 2, inf
HV4TQ9, R, 3, inf, 2, inf
6IMA8N, B, 4, -5, 2, inf
HV4TQ9, R, 3, -5, 2, inf
3L50AP, B, 2, 2, 2, inf
HV4TQ9, Y, 3, inf, 2, inf
6IMA8N, B, 4, 2, 2, inf
HV4TQ9, Y, 3, 2, 2, inf
3L50AP, B, 2, 2, 2, inf
QV005E, B, 3, inf, 2, inf
6IMA8N, B, 4, -1, 2, inf
QV005E, B, 3, -1, 2, inf
3L50AP, B, 2, 2, 2, inf
QV005E, R, 3, inf, 2, inf
6IMA8N, B, 4, -5, 2, inf
QV005E, R, 3, -5, 2, inf
3L50AP, B, 2, 2, 2, inf
QV005E, Y, 3, inf, 2, inf
6IMA8N, B, 4, 2, 2, inf
QV005E, Y, 3, 2, 2, inf
3L50AP, B, 2, 2, 2, inf
QWF2F7, B, 3, inf, 2, inf
6IMA8N, B, 4, -1, 2, inf
QWF2F7, B, 3, -1, 2, inf
3L50AP, B, 2, 2, 2, inf
QWF2F7, G, 3, inf, 2, inf
6IMA8N, B, 4, -11, 2, inf
QWF2F7, G, 3, -11, 2, inf
3L50AP, B, 2, 2, 2, inf
QWF2F7, R, 3, inf, 2, inf
6IMA8N, B, 4, -5, 2, inf
QWF2F7, R, 3, -5, 2, inf
3L50AP, B, 2, 2, 2, inf
UIK8SI, B, 3, inf, 2, inf
6IMA8N, B, 4, -1, 2, inf
UIK8SI, B, 3, -1, 2, inf
3L50AP, B, 2, 2, 2, inf
UIK8SI, G, 3, inf, 2, inf
6IMA8N, B, 4, -11, 2, inf
UIK8SI, G, 3, -11, 2, inf
3L50AP, B, 2, 2, 2, inf
UIK8SI, R, 3, inf, 2, inf
6IMA8N, B, 4, -5, 2, inf
UIK8SI, R, 3, -5, 2, inf
3L50AP, B, 2, 2, 2, inf
WR7MPQ, G, 3, inf, 2, inf
12GA60, B, 4, -11, 2, inf
WR7MPQ, G, 3, -11, 2, inf
3L50AP, B, 2, 2, 2, inf
WR7MPQ, R, 3, inf, 2, inf
12GA60, B, 4, -5, 2, inf
WR7MPQ, R, 3, -5, 2, inf
3L50AP, B, 2, 2, 2, inf
WR7MPQ, Y, 3, inf, 2, inf
12GA60, B, 4, 2, 2, inf
WR7MPQ, Y, 3, 2, 2, inf
3L50AP, B, 2, 2, 2, inf
XC4AOP, B, 3, inf, 2, inf
6IMA8N, B, 4, -1, 2, inf
XC4AOP, B, 3, -1, 2, inf
3L50AP, B, 2, 2, 2, inf
XC4AOP, G, 3, inf, 2, inf
6IMA8N, B, 4, -11, 2, inf
XC4AOP, G, 3, -11, 2, inf
3L50AP, B, 2, 2, 2, inf
XC4AOP, R, 3, inf, 2, inf
6IMA8N, B, 4, -5, 2, inf
XC4AOP, R, 3, -5, 2, inf
3L50AP, B, 2, 2, 2, inf
PXLMGH, Y, 1, 2, 2, inf
L8932D, G, 0, 2, 2, inf
QV005E, B, 1, inf, 2, inf
3L50AP, B, 2, -inf, 2, inf
6IMA8N, B, 3, inf, 2, inf
0B2N9S, G, 4, -4, 2, inf
6IMA8N, B, 3, -4, 2, inf
3L50AP, B, 2, -4, 2, inf
6IMA8N, R, 3, inf, 2, inf
0B2N9S, B, 4, -8, 2, inf
6IMA8N, R, 3, -8, 2, inf
3L50AP, B, 2, -4, 2, inf
6IMA8N, Y, 3, inf, 2, inf
0B2N9S, B, 4, -1, 2, inf
6IMA8N, Y, 3, -1, 2, inf
3L50AP, B, 2, -1, 2, inf
HV4TQ9, G, 3, inf, 2, inf
6IMA8N, B, 4, -14, 2, inf
HV4TQ9, G, 3, -14, 2, inf
3L50AP, B, 2, -1, 2, inf
HV4TQ9, R, 3, inf, 2, inf
6IMA8N, B, 4, -8, 2, inf
HV4TQ9, R, 3, -8, 2, inf
3L50AP, B, 2, -1, 2, inf
HV4TQ9, Y, 3, inf, 2, inf
6IMA8N, B, 4, -1, 2, inf
HV4TQ9, Y, 3, -1, 2, inf
3L50AP, B, 2, -1, 2, inf
LJAITB, G, 3, inf, 2, inf
0B2N9S, B, 4, -14, 2, inf
LJAITB, G, 3, -14, 2, inf
3L50AP, B, 2, -1, 2, inf
LJAITB, R, 3, inf, 2, inf
0B2N9S, B, 4, -8, 2, inf
LJAITB, R, 3, -8, 2, inf
3L50AP, B, 2, -1, 2, inf
LJAITB, Y, 3, inf, 2, inf
0B2N9S, B, 4, -1, 2, inf
LJAITB, Y, 3, -1, 2, inf
3L50AP, B, 2, -1, 2, inf
PXLMGH, B, 3, inf, 2, inf
6IMA8N, B, 4, -4, 2, inf
PXLMGH, B, 3, -4, 2, inf
3L50AP, B, 2, -1, 2, inf
PXLMGH, R, 3, inf, 2, inf
6IMA8N, B, 4, -8, 2, inf
PXLMGH, R, 3, -8, 2, inf
3L50AP, B, 2, -1, 2, inf
PXLMGH, Y, 3, inf, 2, inf
6IMA8N, B, 4, -1, 2, inf
PXLMGH, Y, 3, -1, 2, inf
3L50AP, B, 2, -1, 2, inf
U6RZ2U, G, 3, inf, 2, inf
0B2N9S, B, 4, -14, 2, inf
U6RZ2U, G, 3, -14, 2, inf
3L50AP, B, 2, -1, 2, inf
U6RZ2U, R, 3, inf, 2, inf
0B2N9S, B, 4, -8, 2, inf
U6RZ2U, R, 3, -8, 2, inf
3L50AP, B, 2, -1, 2, inf
U6RZ2U, Y, 3, inf, 2, inf
0B2N9S, B, 4, -1, 2, inf
U6RZ2U, Y, 3, -1, 2, inf
3L50AP, B, 2, -1, 2, inf
WR7MPQ, G, 3, inf, 2, inf
12GA60, B, 4, -14, 2, inf
WR7MPQ, G, 3, -14, 2, inf
3L50AP, B, 2, -1, 2, inf
WR7MPQ, R, 3, inf, 2, inf
12GA60, B, 4, -8, 2, inf
WR7MPQ, R, 3, -8, 2, inf
3L50AP, B, 2, -1, 2, inf
WR7MPQ, Y, 3, inf, 2, inf
12GA60, B, 4, -1, 2, inf
WR7MPQ, Y, 3, -1, 2, inf
3L50AP, B, 2, -1, 2, inf
QV005E, B, 1, -1, 2, inf
L8932D, G, 0, 2, 2, inf
QV005E, R, 1, inf, 2, inf
3L50AP, B, 2, -inf, 2, inf
6IMA8N, B, 3, inf, 2, inf
0B2N9S, G, 4, -8, 2, inf
6IMA8N, B, 3, -8, 2, inf
3L50AP, B, 2, -8, 2, inf
6IMA8N, R, 3, inf, 2, inf
0B2N9S, B, 4, -12, 2, inf
6IMA8N, R, 3, -12, 2, inf
3L50AP, B, 2, -8, 2, inf
6IMA8N, Y, 3, inf, 2, inf
0B2N9S, B, 4, -5, 2, inf
6IMA8N, Y, 3, -5, 2, inf
3L50AP, B, 2, -5, 2, inf
HV4TQ9, G, 3, inf, 2, inf
6IMA8N, B, 4, -18, 2, inf
HV4TQ9, G, 3, -18, 2, inf
3L50AP, B, 2, -5, 2, inf
HV4TQ9, Y, 3, inf, 2, inf
6IMA8N, B, 4, -5, 2, inf
HV4TQ9, Y, 3, -5, 2, inf
3L50AP, B, 2, -5, 2, inf
LJAITB, B, 3, inf, 2, inf
0B2N9S, G, 4, -8, 2, inf
LJAITB, B, 3, -8, 2, inf
3L50AP, B, 2, -5, 2, inf
LJAITB, G, 3, inf, 2, inf
0B2N9S, B, 4, -18, 2, inf
LJAITB, G, 3, -18, 2, inf
3L50AP, B, 2, -5, 2, inf
LJAITB, Y, 3, inf, 2, inf
0B2N9S, B, 4, -5, 2, inf
LJAITB, Y, 3, -5, 2, inf
3L50AP, B, 2, -5, 2, inf
PXLMGH, B, 3, inf, 2, inf
6IMA8N, B, 4, -8, 2, inf
PXLMGH, B, 3, -8, 2, inf
3L50AP, B, 2, -5, 2, inf
PXLMGH, R, 3, inf, 2, inf
6IMA8N, B, 4, -12, 2, inf
PXLMGH, R, 3, -12, 2, inf
3L50AP, B, 2, -5, 2, inf
PXLMGH, Y, 3, inf, 2, inf
6IMA8N, B, 4, -5, 2, inf
PXLMGH, Y, 3, -5, 2, inf
3L50AP, B, 2, -5, 2, inf
U6RZ2U, B, 3, inf, 2, inf
0B2N9S, G, 4, -8, 2, inf
U6RZ2U, B, 3, -8, 2, inf
3L50AP, B, 2, -5, 2, inf
U6RZ2U, G, 3, inf, 2, inf
0B2N9S, B, 4, -18, 2, inf
U6RZ2U, G, 3, -18, 2, inf
3L50AP, B, 2, -5, 2, inf
U6RZ2U, Y, 3, inf, 2, inf
0B2N9S, B, 4, -5, 2, inf
U6RZ2U, Y, 3, -5, 2, inf
3L50AP, B, 2, -5, 2, inf
WR7MPQ, G, 3, inf, 2, inf
12GA60, B, 4, -18, 2, inf
WR7MPQ, G, 3, -18, 2, inf
3L50AP, B, 2, -5, 2, inf
WR7MPQ, R, 3, inf, 2, inf
12GA60, B, 4, -12, 2, inf
WR7MPQ, R, 3, -12, 2, inf
3L50AP, B, 2, -5, 2, inf
WR7MPQ, Y, 3, inf, 2, inf
12GA60, B, 4, -5, 2, inf
WR7MPQ, Y, 3, -5, 2, inf
3L50AP, B, 2, -5, 2, inf
QV005E, R, 1, -5, 2, inf
L8932D, G, 0, 2, 2, inf
QV005E, Y, 1, inf, 2, inf
3L50AP, B, 2, -inf, 2, inf
6IMA8N, B, 3, inf, 2, inf
0B2N9S, G, 4, -1, 2, inf
6IMA8N, B, 3, -1, 2, inf
3L50AP, B, 2, -1, 2, inf
6IMA8N, R, 3, inf, 2, inf
0B2N9S, B, 4, -5, 2, inf
6IMA8N, R, 3, -5, 2, inf
3L50AP, B, 2, -1, 2, inf
6IMA8N, Y, 3, inf, 2, inf
0B2N9S, B, 4, 2, 2, inf
6IMA8N, Y, 3, 2, 2, inf
3L50AP, B, 2, 2, 2, inf
HV4TQ9, G, 3, inf, 2, inf
6IMA8N, B, 4, -11, 2, inf
HV4TQ9, G, 3, -11, 2, inf
3L50AP, B, 2, 2, 2, inf
HV4TQ9, R, 3, inf, 2, inf
6IMA8N, B, 4, -5, 2, inf
HV4TQ9, R, 3, -5, 2, inf
3L50AP, B, 2, 2, 2, inf
LJAITB, B, 3, inf, 2, inf
0B2N9S, G, 4, -1, 2, inf
LJAITB, B, 3, -1, 2, inf
3L50AP, B, 2, 2, 2, inf
LJAITB, G, 3, inf, 2, inf
0B2N9S, B, 4, -11, 2, inf
LJAITB, G, 3, -11, 2, inf
3L50AP, B, 2, 2, 2, inf
LJAITB, R, 3, inf, 2, inf
0B2N9S, B, 4, -5, 2, inf
LJAITB, R, 3, -5, 2, inf
3L50AP, B, 2, 2, 2, inf
PXLMGH, B, 3, inf, 2, inf
6IMA8N, B, 4, -1, 2, inf
PXLMGH, B, 3, -1, 2, inf
3L50AP, B, 2, 2, 2, inf
PXLMGH, R, 3, inf, 2, inf
6IMA8N, B, 4, -5, 2, inf
PXLMGH, R, 3, -5, 2, inf
3L50AP, B, 2, 2, 2, inf
PXLMGH, Y, 3, inf, 2, inf
6IMA8N, B, 4, 2, 2, inf
PXLMGH, Y, 3, 2, 2, inf
3L50AP, B, 2, 2, 2, inf
U6RZ2U, B, 3, inf, 2, inf
0B2N9S, G, 4, -1, 2, inf
U6RZ2U, B, 3, -1, 2, inf
3L50AP, B, 2, 2, 2, inf
U6RZ2U, G, 3, inf, 2, inf
0B2N9S, B, 4, -11, 2, inf
U6RZ2U, G, 3, -11, 2, inf
3L50AP, B, 2, 2, 2, inf
U6RZ2U, R, 3, inf, 2, inf
0B2N9S, B, 4, -5, 2, inf
U6RZ2U, R, 3, -5, 2, inf
3L50AP, B, 2, 2, 2, inf
WR7MPQ, G, 3, inf, 2, inf
12GA60, B, 4, -11, 2, inf
WR7MPQ, G, 3, -11, 2, inf
3L50AP, B, 2, 2, 2, inf
WR7MPQ, R, 3, inf, 2, inf
12GA60, B, 4, -5, 2, inf
WR7MPQ, R, 3, -5, 2, inf
3L50AP, B, 2, 2, 2, inf
WR7MPQ, Y, 3, inf, 2, inf
12GA60, B, 4, 2, 2, inf
WR7MPQ, Y, 3, 2, 2, inf
3L50AP, B, 2, 2, 2, inf
QV005E, Y, 1, 2, 2, inf
L8932D, G, 0, 2, 2, inf
3L50AP, Y, 2
