Y5AK5V, G, 0, -inf, -inf, inf
NNBHMP, G, 4, 18, -3, 6
5ARP8X, G, 3, 9, -3, 6
NNBHMP, R, 4, 9, -3, 6
5ARP8X, G, 3, 9, -3, 6
PAFB9P, G, 4, 18, -3, 6
5ARP8X, G, 3, 9, -3, 6
R2IKQH, R, 4, 9, -3, 6
5ARP8X, G, 3, 9, -3, 6
U7XFL2, B, 4, 12, -3, 6
5ARP8X, G, 3, 9, -3, 6
U7XFL2, R, 4, 9, -3, 6
5ARP8X, G, 3, 9, -3, 6
W2IIS3, G, 4, 18, -3, 6
5ARP8X, G, 3, 9, -3, 6
Y9PHLU, B, 4, 12, -3, 6
5ARP8X, G, 3, 9, -3, 6
FN6FXI, B, 2, 9, -3, 6
572PSY, G, 1, 6, -3, 6
FN6FXI, R, 2, -inf, -3, 6
5ARP8X, B, 3, inf, -3, 6
5V4RTP, B, 4, 0, -3, 6
5ARP8X, B, 3, 0, -3, 0
5V4RTP, R, 4, -3, -3, 0
5ARP8X, B, 3, -3, -3, 0
FN6FXI, R, 2, -3, -3, 6
5ARP8X, G, 3, inf, -3, 6
5V4RTP, B, 4, 9, -3, 6
5ARP8X, G, 3, 9, -3, 6
5V4RTP, R, 4, 6, -3, 6
5ARP8X, G, 3, 6, -3, 6
FVHX54, B, 4, 9, -3, 6
5ARP8X, G, 3, 6, -3, 6
FVHX54, G, 4, 15, -3, 6
5ARP8X, G, 3, 6, -3, 6
JPKJGU, B, 4, 9, -3, 6
5ARP8X, G, 3, 6, -3, 6
JPKJGU, R, 4, 6, -3, 6
5ARP8X, G, 3, 6, -3, 6
KV5GZ0, B, 4, 9, -3, 6
5ARP8X, G, 3, 6, -3, 6
LY6L3K, B, 4, 9, -3, 6
5ARP8X, G, 3, 6, -3, 6
NNBHMP, B, 4, 9, -3, 6
5ARP8X, G, 3, 6, -3, 6
NNBHMP, G, 4, 15, -3, 6
5ARP8X, G, 3, 6, -3, 6
PAFB9P, B, 4, 9, -3, 6
5ARP8X, G, 3, 6, -3, 6
PAFB9P, G, 4, 15, -3, 6
5ARP8X, G, 3, 6, -3, 6
PEU7VW, B, 4, 9, -3, 6
5ARP8X, G, 3, 6, -3, 6
R2IKQH, B, 4, 9, -3, 6
5ARP8X, G, 3, 6, -3, 6
U7XFL2, B, 4, 9, -3, 6
5ARP8X, G, 3, 6, -3, 6
U7XFL2, R, 4, 6, -3, 6
5ARP8X, G, 3, 6, -3, 6
W2IIS3, B, 4, 9, -3, 6
5ARP8X, G, 3, 6, -3, 6
W2IIS3, G, 4, 15, -3, 6
5ARP8X, G, 3, 6, -3, 6
Y9PHLU, B, 4, 9, -3, 6
5ARP8X, G, 3, 6, -3, 6
FN6FXI, R, 2, 6, -3, 6
572PSY, G, 1, 6, -3, 6
FVHX54, B, 2, -inf, -3, 6
05Z10J, G, 3, inf, -3, 6
5ARP8X, B, 4, 12, -3, 6
05Z10J, G, 3, 12, -3, 6
5ARP8X, G, 4, 18, -3, 6
05Z10J, G, 3, 12, -3, 6
5V4RTP, B, 4, 12, -3, 6
05Z10J, G, 3, 12, -3, 6
5V4RTP, R, 4, 9, -3, 6
05Z10J, G, 3, 9, -3, 6
FN6FXI, B, 4, 12, -3, 6
05Z10J, G, 3, 9, -3, 6
FN6FXI, R, 4, 9, -3, 6
05Z10J, G, 3, 9, -3, 6
JPKJGU, B, 4, 12, -3, 6
05Z10J, G, 3, 9, -3, 6
JPKJGU, R, 4, 9, -3, 6
05Z10J, G, 3, 9, -3, 6
KV5GZ0, B, 4, 12, -3, 6
05Z10J, G, 3, 9, -3, 6
KV5GZ0, R, 4, 9, -3, 6
05Z10J, G, 3, 9, -3, 6
LY6L3K, B, 4, 12, -3, 6
05Z10J, G, 3, 9, -3, 6
PEU7VW, B, 4, 12, -3, 6
05Z10J, G, 3, 9, -3, 6
R2IKQH, B, 4, 12, -3, 6
05Z10J, G, 3, 9, -3, 6
R2IKQH, R, 4, 9, -3, 6
05Z10J, G, 3, 9, -3, 6
T2YR3E, R, 4, 9, -3, 6
05Z10J, G, 3, 9, -3, 6
U7XFL2, B, 4, 12, -3, 6
05Z10J, G, 3, 9, -3, 6
U7XFL2, R, 4, 9, -3, 6
05Z10J, G, 3, 9, -3, 6
V4Q1JP, G, 4, 18, -3, 6
05Z10J, G, 3, 9, -3, 6
V4Q1JP, R, 4, 9, -3, 6
05Z10J, G, 3, 9, -3, 6
W2IIS3, B, 4, 12, -3, 6
05Z10J, G, 3, 9, -3, 6
W2IIS3, G, 4, 18, -3, 6
05Z10J, G, 3, 9, -3, 6
WPO8UN, G, 4, 18, -3, 6
05Z10J, G, 3, 9, -3, 6
WPO8UN, R, 4, 9, -3, 6
05Z10J, G, 3, 9, -3, 6
Y2UCHU, B, 4, 12, -3, 6
05Z10J, G, 3, 9, -3, 6
Y2UCHU, R, 4, 9, -3, 6
05Z10J, G, 3, 9, -3, 6
Y9PHLU, B, 4, 12, -3, 6
05Z10J, G, 3, 9, -3, 6
Z7J3WM, B, 4, 12, -3, 6
05Z10J, G, 3, 9, -3, 6
Z7J3WM, R, 4, 9, -3, 6
05Z10J, G, 3, 9, -3, 6
FVHX54, B, 2, 9, -3, 6
572PSY, G, 1, 6, -3, 6
FVHX54, G, 2, -inf, -3, 6
05Z10J, B, 3, inf, -3, 6
5ARP8X, B, 4, 9, -3, 6
05Z10J, B, 3, 9, -3, 6
5ARP8X, G, 4, 15, -3, 6
05Z10J, B, 3, 9, -3, 6
5V4RTP, B, 4, 9, -3, 6
05Z10J, B, 3, 9, -3, 6
5V4RTP, R, 4, 6, -3, 6
05Z10J, B, 3, 6, -3, 6
FN6FXI, B, 4, 9, -3, 6
05Z10J, B, 3, 6, -3, 6
FN6FXI, R, 4, 6, -3, 6
05Z10J, B, 3, 6, -3, 6
JPKJGU, B, 4, 9, -3, 6
05Z10J, B, 3, 6, -3, 6
JPKJGU, R, 4, 6, -3, 6
05Z10J, B, 3, 6, -3, 6
KV5GZ0, B, 4, 9, -3, 6
05Z10J, B, 3, 6, -3, 6
KV5GZ0, R, 4, 6, -3, 6
05Z10J, B, 3, 6, -3, 6
PEU7VW, B, 4, 9, -3, 6
05Z10J, B, 3, 6, -3, 6
R2IKQH, R, 4, 6, -3, 6
05Z10J, B, 3, 6, -3, 6
T2YR3E, R, 4, 6, -3, 6
05Z10J, B, 3, 6, -3, 6
U7XFL2, B, 4, 9, -3, 6
05Z10J, B, 3, 6, -3, 6
U7XFL2, R, 4, 6, -3, 6
05Z10J, B, 3, 6, -3, 6
V4Q1JP, B, 4, 9, -3, 6
05Z10J, B, 3, 6, -3, 6
V4Q1JP, R, 4, 6, -3, 6
05Z10J, B, 3, 6, -3, 6
W2IIS3, B, 4, 9, -3, 6
05Z10J, B, 3, 6, -3, 6
W2IIS3, G, 4, 15, -3, 6
05Z10J, B, 3, 6, -3, 6
WPO8UN, B, 4, 9, -3, 6
05Z10J, B, 3, 6, -3, 6
WPO8UN, R, 4, 6, -3, 6
05Z10J, B, 3, 6, -3, 6
Y2UCHU, G, 4, 15, -3, 6
05Z10J, B, 3, 6, -3, 6
Y2UCHU, R, 4, 6, -3, 6
05Z10J, B, 3, 6, -3, 6
Y9PHLU, B, 4, 9, -3, 6
05Z10J, B, 3, 6, -3, 6
Z7J3WM, G, 4, 15, -3, 6
05Z10J, B, 3, 6, -3, 6
Z7J3WM, R, 4, 6, -3, 6
05Z10J, B, 3, 6, -3, 6
FVHX54, G, 2, 6, -3, 6
572PSY, G, 1, 6, -3, 6
JPKJGU, B, 2, -inf, -3, 6
5ARP8X, G, 3, inf, -3, 6
5V4RTP, B, 4, 12, -3, 6
5ARP8X, G, 3, 12, -3, 6
5V4RTP, R, 4, 9, -3, 6
5ARP8X, G, 3, 9, -3, 6
FN6FXI, B, 4, 12, -3, 6
5ARP8X, G, 3, 9, -3, 6
FN6FXI, R, 4, 9, -3, 6
5ARP8X, G, 3, 9, -3, 6
FVHX54, B, 4, 12, -3, 6
5ARP8X, G, 3, 9, -3, 6
FVHX54, G, 4, 18, -3, 6
5ARP8X, G, 3, 9, -3, 6
KV5GZ0, B, 4, 12, -3, 6
5ARP8X, G, 3, 9, -3, 6
KV5GZ0, R, 4, 9, -3, 6
5ARP8X, G, 3, 9, -3, 6
LWMYG1, G, 4, 18, -3, 6
5ARP8X, G, 3, 9, -3, 6
LWMYG1, R, 4, 9, -3, 6
5ARP8X, G, 3, 9, -3, 6
NNBHMP, G, 4, 18, -3, 6
5ARP8X, G, 3, 9, -3, 6
NNBHMP, R, 4, 9, -3, 6
5ARP8X, G, 3, 9, -3, 6
PAFB9P, B, 4, 12, -3, 6
5ARP8X, G, 3, 9, -3, 6
PAFB9P, G, 4, 18, -3, 6
5ARP8X, G, 3, 9, -3, 6
PEU7VW, B, 4, 12, -3, 6
5ARP8X, G, 3, 9, -3, 6
R2IKQH, B, 4, 12, -3, 6
5ARP8X, G, 3, 9, -3, 6
R2IKQH, R, 4, 9, -3, 6
5ARP8X, G, 3, 9, -3, 6
U7XFL2, B, 4, 12, -3, 6
5ARP8X, G, 3, 9, -3, 6
U7XFL2, R, 4, 9, -3, 6
5ARP8X, G, 3, 9, -3, 6
W2IIS3, G, 4, 18, -3, 6
5ARP8X, G, 3, 9, -3, 6
Y2UCHU, G, 4, 18, -3, 6
5ARP8X, G, 3, 9, -3, 6
Y2UCHU, R, 4, 9, -3, 6
5ARP8X, G, 3, 9, -3, 6
JPKJGU, B, 2, 9, -3, 6
572PSY, G, 1, 6, -3, 6
JPKJGU, R, 2, -inf, -3, 6
5ARP8X, B, 3, inf, -3, 6
5V4RTP, B, 4, 0, -3, 6
5ARP8X, B, 3, 0, -3, 0
5V4RTP, R, 4, -3, -3, 0
5ARP8X, B, 3, -3, -3, 0
JPKJGU, R, 2, -3, -3, 6
5ARP8X, G, 3, inf, -3, 6
5V4RTP, B, 4, 9, -3, 6
5ARP8X, G, 3, 9, -3, 6
5V4RTP, R, 4, 6, -3, 6
5ARP8X, G, 3, 6, -3, 6
FN6FXI, B, 4, 9, -3, 6
5ARP8X, G, 3, 6, -3, 6
FN6FXI, R, 4, 6, -3, 6
5ARP8X, G, 3, 6, -3, 6
FVHX54, B, 4, 9, -3, 6
5ARP8X, G, 3, 6, -3, 6
FVHX54, G, 4, 15, -3, 6
5ARP8X, G, 3, 6, -3, 6
KV5GZ0, B, 4, 9, -3, 6
5ARP8X, G, 3, 6, -3, 6
KV5GZ0, R, 4, 6, -3, 6
5ARP8X, G, 3, 6, -3, 6
LWMYG1, B, 4, 9, -3, 6
5ARP8X, G, 3, 6, -3, 6
LWMYG1, G, 4, 15, -3, 6
5ARP8X, G, 3, 6, -3, 6
LY6L3K, B, 4, 9, -3, 6
5ARP8X, G, 3, 6, -3, 6
NNBHMP, B, 4, 9, -3, 6
5ARP8X, G, 3, 6, -3, 6
NNBHMP, G, 4, 15, -3, 6
5ARP8X, G, 3, 6, -3, 6
PAFB9P, B, 4, 9, -3, 6
5ARP8X, G, 3, 6, -3, 6
PAFB9P, G, 4, 15, -3, 6
5ARP8X, G, 3, 6, -3, 6
PEU7VW, B, 4, 9, -3, 6
5ARP8X, G, 3, 6, -3, 6
R2IKQH, B, 4, 9, -3, 6
5ARP8X, G, 3, 6, -3, 6
R2IKQH, R, 4, 6, -3, 6
5ARP8X, G, 3, 6, -3, 6
U7XFL2, B, 4, 9, -3, 6
5ARP8X, G, 3, 6, -3, 6
U7XFL2, R, 4, 6, -3, 6
5ARP8X, G, 3, 6, -3, 6
W2IIS3, B, 4, 9, -3, 6
5ARP8X, G, 3, 6, -3, 6
W2IIS3, G, 4, 15, -3, 6
5ARP8X, G, 3, 6, -3, 6
Y2UCHU, B, 4, 9, -3, 6
5ARP8X, G, 3, 6, -3, 6
Y2UCHU, G, 4, 15, -3, 6
5ARP8X, G, 3, 6, -3, 6
Y9PHLU, B, 4, 9, -3, 6
5ARP8X, G, 3, 6, -3, 6
JPKJGU, R, 2, 6, -3, 6
572PSY, G, 1, 6, -3, 6
KV5GZ0, B, 2, -inf, -3, 6
5ARP8X, B, 3, inf, -3, 6
5V4RTP, B, 4, 3, -3, 6
5ARP8X, B, 3, 3, -3, 3
5V4RTP, R, 4, 0, -3, 3
5ARP8X, B, 3, 0, -3, 0
FN6FXI, R, 4, 0, -3, 0
5ARP8X, B, 3, 0, -3, 0
FVHX54, B, 4, 3, -3, 0
5ARP8X, B, 3, 0, -3, 0
FVHX54, G, 4, 9, -3, 0
5ARP8X, B, 3, 0, -3, 0
JPKJGU, R, 4, 0, -3, 0
5ARP8X, B, 3, 0, -3, 0
PAFB9P, B, 4, 3, -3, 0
5ARP8X, B, 3, 0, -3, 0
PAFB9P, G, 4, 9, -3, 0
5ARP8X, B, 3, 0, -3, 0
PEU7VW, B, 4, 3, -3, 0
5ARP8X, B, 3, 0, -3, 0
R2IKQH, R, 4, 0, -3, 0
5ARP8X, B, 3, 0, -3, 0
T2YR3E, G, 4, 9, -3, 0
5ARP8X, B, 3, 0, -3, 0
T2YR3E, R, 4, 0, -3, 0
5ARP8X, B, 3, 0, -3, 0
U7XFL2, R, 4, 0, -3, 0
5ARP8X, B, 3, 0, -3, 0
V77EU4, G, 4, 9, -3, 0
5ARP8X, B, 3, 0, -3, 0
V77EU4, R, 4, 0, -3, 0
5ARP8X, B, 3, 0, -3, 0
W2IIS3, B, 4, 3, -3, 0
5ARP8X, B, 3, 0, -3, 0
W2IIS3, G, 4, 9, -3, 0
5ARP8X, B, 3, 0, -3, 0
Z7J3WM, G, 4, 9, -3, 0
5ARP8X, B, 3, 0, -3, 0
Z7J3WM, R, 4, 0, -3, 0
5ARP8X, B, 3, 0, -3, 0
KV5GZ0, B, 2, 0, 0, 6
5ARP8X, G, 3, inf, 0, 6
5V4RTP, B, 4, 12, 0, 6
5ARP8X, G, 3, 12, 0, 6
5V4RTP, R, 4, 9, 0, 6
5ARP8X, G, 3, 9, 0, 6
FN6FXI, R, 4, 9, 0, 6
5ARP8X, G, 3, 9, 0, 6
FVHX54, B, 4, 12, 0, 6
5ARP8X, G, 3, 9, 0, 6
FVHX54, G, 4, 18, 0, 6
5ARP8X, G, 3, 9, 0, 6
JPKJGU, B, 4, 12, 0, 6
5ARP8X, G, 3, 9, 0, 6
JPKJGU, R, 4, 9, 0, 6
5ARP8X, G, 3, 9, 0, 6
LY6L3K, B, 4, 12, 0, 6
5ARP8X, G, 3, 9, 0, 6
PAFB9P, B, 4, 12, 0, 6
5ARP8X, G, 3, 9, 0, 6
PAFB9P, G, 4, 18, 0, 6
5ARP8X, G, 3, 9, 0, 6
PEU7VW, B, 4, 12, 0, 6
5ARP8X, G, 3, 9, 0, 6
R2IKQH, R, 4, 9, 0, 6
5ARP8X, G, 3, 9, 0, 6
T2YR3E, G, 4, 18, 0, 6
5ARP8X, G, 3, 9, 0, 6
T2YR3E, R, 4, 9, 0, 6
5ARP8X, G, 3, 9, 0, 6
U7XFL2, B, 4, 12, 0, 6
5ARP8X, G, 3, 9, 0, 6
U7XFL2, R, 4, 9, 0, 6
5ARP8X, G, 3, 9, 0, 6
V77EU4, G, 4, 18, 0, 6
5ARP8X, G, 3, 9, 0, 6
V77EU4, R, 4, 9, 0, 6
5ARP8X, G, 3, 9, 0, 6
W2IIS3, B, 4, 12, 0, 6
5ARP8X, G, 3, 9, 0, 6
W2IIS3, G, 4, 18, 0, 6
5ARP8X, G, 3, 9, 0, 6
Y9PHLU, B, 4, 12, 0, 6
5ARP8X, G, 3, 9, 0, 6
Z7J3WM, G, 4, 18, 0, 6
5ARP8X, G, 3, 9, 0, 6
Z7J3WM, R, 4, 9, 0, 6
5ARP8X, G, 3, 9, 0, 6
KV5GZ0, B, 2, 9, 0, 6
572PSY, G, 1, 6, -3, 6
KV5GZ0, R, 2, -inf, -3, 6
5ARP8X, B, 3, inf, -3, 6
5V4RTP, B, 4, 0, -3, 6
5ARP8X, B, 3, 0, -3, 0
5V4RTP, R, 4, -3, -3, 0
5ARP8X, B, 3, -3, -3, 0
KV5GZ0, R, 2, -3, -3, 6
5ARP8X, G, 3, inf, -3, 6
5V4RTP, B, 4, 9, -3, 6
5ARP8X, G, 3, 9, -3, 6
5V4RTP, R, 4, 6, -3, 6
5ARP8X, G, 3, 6, -3, 6
FN6FXI, B, 4, 9, -3, 6
5ARP8X, G, 3, 6, -3, 6
FVHX54, B, 4, 9, -3, 6
5ARP8X, G, 3, 6, -3, 6
FVHX54, G, 4, 15, -3, 6
5ARP8X, G, 3, 6, -3, 6
JPKJGU, B, 4, 9, -3, 6
5ARP8X, G, 3, 6, -3, 6
JPKJGU, R, 4, 6, -3, 6
5ARP8X, G, 3, 6, -3, 6
LY6L3K, B, 4, 9, -3, 6
5ARP8X, G, 3, 6, -3, 6
PAFB9P, B, 4, 9, -3, 6
5ARP8X, G, 3, 6, -3, 6
PAFB9P, G, 4, 15, -3, 6
5ARP8X, G, 3, 6, -3, 6
PEU7VW, B, 4, 9, -3, 6
5ARP8X, G, 3, 6, -3, 6
R2IKQH, B, 4, 9, -3, 6
5ARP8X, G, 3, 6, -3, 6
T2YR3E, B, 4, 9, -3, 6
5ARP8X, G, 3, 6, -3, 6
T2YR3E, G, 4, 15, -3, 6
5ARP8X, G, 3, 6, -3, 6
U7XFL2, B, 4, 9, -3, 6
5ARP8X, G, 3, 6, -3, 6
U7XFL2, R, 4, 6, -3, 6
5ARP8X, G, 3, 6, -3, 6
V77EU4, B, 4, 9, -3, 6
5ARP8X, G, 3, 6, -3, 6
V77EU4, G, 4, 15, -3, 6
5ARP8X, G, 3, 6, -3, 6
W2IIS3, B, 4, 9, -3, 6
5ARP8X, G, 3, 6, -3, 6
W2IIS3, G, 4, 15, -3, 6
5ARP8X, G, 3, 6, -3, 6
Y9PHLU, B, 4, 9, -3, 6
5ARP8X, G, 3, 6, -3, 6
Z7J3WM, B, 4, 9, -3, 6
5ARP8X, G, 3, 6, -3, 6
Z7J3WM, G, 4, 15, -3, 6
5ARP8X, G, 3, 6, -3, 6
KV5GZ0, R, 2, 6, -3, 6
572PSY, G, 1, 6, -3, 6
LY6L3K, B, 2, -inf, -3, 6
05Z10J, G, 3, inf, -3, 6
5ARP8X, G, 4, 18, -3, 6
05Z10J, G, 3, 18, -3, 6
5V4RTP, B, 4, 12, -3, 6
05Z10J, G, 3, 12, -3, 6
5V4RTP, R, 4, 9, -3, 6
05Z10J, G, 3, 9, -3, 6
FN6FXI, B, 4, 12, -3, 6
05Z10J, G, 3, 9, -3, 6
FN6FXI, R, 4, 9, -3, 6
05Z10J, G, 3, 9, -3, 6
FVHX54, B, 4, 12, -3, 6
05Z10J, G, 3, 9, -3, 6
JPKJGU, R, 4, 9, -3, 6
05Z10J, G, 3, 9, -3, 6
KV5GZ0, B, 4, 12, -3, 6
05Z10J, G, 3, 9, -3, 6
KV5GZ0, R, 4, 9, -3, 6
05Z10J, G, 3, 9, -3, 6
PAFB9P, B, 4, 12, -3, 6
05Z10J, G, 3, 9, -3, 6
R2IKQH, B, 4, 12, -3, 6
05Z10J, G, 3, 9, -3, 6
R2IKQH, R, 4, 9, -3, 6
05Z10J, G, 3, 9, -3, 6
T2YR3E, B, 4, 12, -3, 6
05Z10J, G, 3, 9, -3, 6
T2YR3E, R, 4, 9, -3, 6
05Z10J, G, 3, 9, -3, 6
U7XFL2, B, 4, 12, -3, 6
05Z10J, G, 3, 9, -3, 6
U7XFL2, R, 4, 9, -3, 6
05Z10J, G, 3, 9, -3, 6
V77EU4, G, 4, 18, -3, 6
05Z10J, G, 3, 9, -3, 6
V77EU4, R, 4, 9, -3, 6
05Z10J, G, 3, 9, -3, 6
W2IIS3, B, 4, 12, -3, 6
05Z10J, G, 3, 9, -3, 6
W2IIS3, G, 4, 18, -3, 6
05Z10J, G, 3, 9, -3, 6
Y2UCHU, B, 4, 12, -3, 6
05Z10J, G, 3, 9, -3, 6
Y2UCHU, R, 4, 9, -3, 6
05Z10J, G, 3, 9, -3, 6
Y9PHLU, B, 4, 12, -3, 6
05Z10J, G, 3, 9, -3, 6
Z7J3WM, B, 4, 12, -3, 6
05Z10J, G, 3, 9, -3, 6
Z7J3WM, R, 4, 9, -3, 6
05Z10J, G, 3, 9, -3, 6
LY6L3K, B, 2, 9, -3, 6
572PSY, G, 1, 6, -3, 6
PAFB9P, B, 2, -inf, -3, 6
05Z10J, G, 3, inf, -3, 6
5ARP8X, B, 4, 12, -3, 6
05Z10J, G, 3, 12, -3, 6
5ARP8X, G, 4, 18, -3, 6
05Z10J, G, 3, 12, -3, 6
5V4RTP, B, 4, 12, -3, 6
05Z10J, G, 3, 12, -3, 6
5V4RTP, R, 4, 9, -3, 6
05Z10J, G, 3, 9, -3, 6
FN6FXI, R, 4, 9, -3, 6
05Z10J, G, 3, 9, -3, 6
FZ34WN, G, 4, 18, -3, 6
05Z10J, G, 3, 9, -3, 6
FZ34WN, R, 4, 9, -3, 6
05Z10J, G, 3, 9, -3, 6
JPKJGU, B, 4, 12, -3, 6
05Z10J, G, 3, 9, -3, 6
JPKJGU, R, 4, 9, -3, 6
05Z10J, G, 3, 9, -3, 6
KV5GZ0, B, 4, 12, -3, 6
05Z10J, G, 3, 9, -3, 6
KV5GZ0, R, 4, 9, -3, 6
05Z10J, G, 3, 9, -3, 6
LY6L3K, B, 4, 12, -3, 6
05Z10J, G, 3, 9, -3, 6
R2IKQH, B, 4, 12, -3, 6
05Z10J, G, 3, 9, -3, 6
R2IKQH, R, 4, 9, -3, 6
05Z10J, G, 3, 9, -3, 6
T2YR3E, B, 4, 12, -3, 6
05Z10J, G, 3, 9, -3, 6
T2YR3E, R, 4, 9, -3, 6
05Z10J, G, 3, 9, -3, 6
U7XFL2, B, 4, 12, -3, 6
05Z10J, G, 3, 9, -3, 6
U7XFL2, R, 4, 9, -3, 6
05Z10J, G, 3, 9, -3, 6
W2IIS3, B, 4, 12, -3, 6
05Z10J, G, 3, 9, -3, 6
W2IIS3, G, 4, 18, -3, 6
05Z10J, G, 3, 9, -3, 6
WPO8UN, G, 4, 18, -3, 6
05Z10J, G, 3, 9, -3, 6
WPO8UN, R, 4, 9, -3, 6
05Z10J, G, 3, 9, -3, 6
Y2UCHU, B, 4, 12, -3, 6
05Z10J, G, 3, 9, -3, 6
Y2UCHU, R, 4, 9, -3, 6
05Z10J, G, 3, 9, -3, 6
Y9PHLU, B, 4, 12, -3, 6
05Z10J, G, 3, 9, -3, 6
Z7J3WM, B, 4, 12, -3, 6
05Z10J, G, 3, 9, -3, 6
Z7J3WM, R, 4, 9, -3, 6
05Z10J, G, 3, 9, -3, 6
PAFB9P, B, 2, 9, -3, 6
572PSY, G, 1, 6, -3, 6
PAFB9P, G, 2, -inf, -3, 6
05Z10J, B, 3, inf, -3, 6
5ARP8X, B, 4, 9, -3, 6
05Z10J, B, 3, 9, -3, 6
5ARP8X, G, 4, 15, -3, 6
05Z10J, B, 3, 9, -3, 6
5V4RTP, B, 4, 9, -3, 6
05Z10J, B, 3, 9, -3, 6
5V4RTP, R, 4, 6, -3, 6
05Z10J, B, 3, 6, -3, 6
FN6FXI, B, 4, 9, -3, 6
05Z10J, B, 3, 6, -3, 6
FN6FXI, R, 4, 6, -3, 6
05Z10J, B, 3, 6, -3, 6
FZ34WN, B, 4, 9, -3, 6
05Z10J, B, 3, 6, -3, 6
FZ34WN, R, 4, 6, -3, 6
05Z10J, B, 3, 6, -3, 6
JPKJGU, B, 4, 9, -3, 6
05Z10J, B, 3, 6, -3, 6
JPKJGU, R, 4, 6, -3, 6
05Z10J, B, 3, 6, -3, 6
KV5GZ0, B, 4, 9, -3, 6
05Z10J, B, 3, 6, -3, 6
KV5GZ0, R, 4, 6, -3, 6
05Z10J, B, 3, 6, -3, 6
PEU7VW, B, 4, 9, -3, 6
05Z10J, B, 3, 6, -3, 6
R2IKQH, R, 4, 6, -3, 6
05Z10J, B, 3, 6, -3, 6
T2YR3E, G, 4, 15, -3, 6
05Z10J, B, 3, 6, -3, 6
T2YR3E, R, 4, 6, -3, 6
05Z10J, B, 3, 6, -3, 6
U7XFL2, B, 4, 9, -3, 6
05Z10J, B, 3, 6, -3, 6
U7XFL2, R, 4, 6, -3, 6
05Z10J, B, 3, 6, -3, 6
W2IIS3, B, 4, 9, -3, 6
05Z10J, B, 3, 6, -3, 6
W2IIS3, G, 4, 15, -3, 6
05Z10J, B, 3, 6, -3, 6
WPO8UN, B, 4, 9, -3, 6
05Z10J, B, 3, 6, -3, 6
WPO8UN, R, 4, 6, -3, 6
05Z10J, B, 3, 6, -3, 6
Y2UCHU, G, 4, 15, -3, 6
05Z10J, B, 3, 6, -3, 6
Y2UCHU, R, 4, 6, -3, 6
05Z10J, B, 3, 6, -3, 6
Y9PHLU, B, 4, 9, -3, 6
05Z10J, B, 3, 6, -3, 6
Z7J3WM, G, 4, 15, -3, 6
05Z10J, B, 3, 6, -3, 6
Z7J3WM, R, 4, 6, -3, 6
05Z10J, B, 3, 6, -3, 6
PAFB9P, G, 2, 6, -3, 6
572PSY, G, 1, 6, -3, 6
PEU7VW, B, 2, -inf, -3, 6
5ARP8X, B, 3, inf, -3, 6
5V4RTP, B, 4, 3, -3, 6
5ARP8X, B, 3, 3, -3, 3
5V4RTP, R, 4, 0, -3, 3
5ARP8X, B, 3, 0, -3, 0
DEM4NQ, G, 4, 9, -3, 0
5ARP8X, B, 3, 0, -3, 0
DEM4NQ, R, 4, 0, -3, 0
5ARP8X, B, 3, 0, -3, 0
FN6FXI, R, 4, 0, -3, 0
5ARP8X, B, 3, 0, -3, 0
FVHX54, B, 4, 3, -3, 0
5ARP8X, B, 3, 0, -3, 0
FVHX54, G, 4, 9, -3, 0
5ARP8X, B, 3, 0, -3, 0
FZ34WN, G, 4, 9, -3, 0
5ARP8X, B, 3, 0, -3, 0
FZ34WN, R, 4, 0, -3, 0
5ARP8X, B, 3, 0, -3, 0
JPKJGU, R, 4, 0, -3, 0
5ARP8X, B, 3, 0, -3, 0
KV5GZ0, B, 4, 3, -3, 0
5ARP8X, B, 3, 0, -3, 0
KV5GZ0, R, 4, 0, -3, 0
5ARP8X, B, 3, 0, -3, 0
LWMYG1, G, 4, 9, -3, 0
5ARP8X, B, 3, 0, -3, 0
LWMYG1, R, 4, 0, -3, 0
5ARP8X, B, 3, 0, -3, 0
NNBHMP, G, 4, 9, -3, 0
5ARP8X, B, 3, 0, -3, 0
NNBHMP, R, 4, 0, -3, 0
5ARP8X, B, 3, 0, -3, 0
PAFB9P, G, 4, 9, -3, 0
5ARP8X, B, 3, 0, -3, 0
R2IKQH, R, 4, 0, -3, 0
5ARP8X, B, 3, 0, -3, 0
U7XFL2, R, 4, 0, -3, 0
5ARP8X, B, 3, 0, -3, 0
W2IIS3, B, 4, 3, -3, 0
5ARP8X, B, 3, 0, -3, 0
W2IIS3, G, 4, 9, -3, 0
5ARP8X, B, 3, 0, -3, 0
Z7J3WM, G, 4, 9, -3, 0
5ARP8X, B, 3, 0, -3, 0
Z7J3WM, R, 4, 0, -3, 0
5ARP8X, B, 3, 0, -3, 0
PEU7VW, B, 2, 0, 0, 6
5ARP8X, G, 3, inf, 0, 6
5V4RTP, B, 4, 12, 0, 6
5ARP8X, G, 3, 12, 0, 6
5V4RTP, R, 4, 9, 0, 6
5ARP8X, G, 3, 9, 0, 6
DEM4NQ, G, 4, 18, 0, 6
5ARP8X, G, 3, 9, 0, 6
DEM4NQ, R, 4, 9, 0, 6
5ARP8X, G, 3, 9, 0, 6
FN6FXI, R, 4, 9, 0, 6
5ARP8X, G, 3, 9, 0, 6
FVHX54, B, 4, 12, 0, 6
5ARP8X, G, 3, 9, 0, 6
FVHX54, G, 4, 18, 0, 6
5ARP8X, G, 3, 9, 0, 6
