LTLSGP, G, 0, -inf, -inf, inf
8QCUXZ, R, 3, 22, 19, 20
4DCIPK, R, 2, 22, 19, 20
EY09SW, R, 1, 20, 19, 20
4DCIPK, Y, 2, -inf, 19, 20
8QCUXZ, B, 3, inf, 19, 20
817L9G, G, 4, 9, 19, 20
8QCUXZ, B, 3, 9, 19, 20
4DCIPK, Y, 2, 9, 19, 20
8QCUXZ, P, 3, inf, 19, 20
817L9G, B, 4, 7, 19, 20
8QCUXZ, P, 3, 7, 19, 20
4DCIPK, Y, 2, 9, 19, 20
8QCUXZ, R, 3, inf, 19, 20
817L9G, B, 4, 20, 19, 20
8QCUXZ, R, 3, 20, 19, 20
817L9G, G, 4, 20, 19, 20
8QCUXZ, R, 3, 20, 19, 20
817L9G, P, 4, 26, 19, 20
8QCUXZ, R, 3, 20, 19, 20
817L9G, Y, 4, 19, 19, 20
8QCUXZ, R, 3, 19, 19, 20
4DCIPK, Y, 2, 19, 19, 20
8QCUXZ, Y, 3, inf, 19, 20
817L9G, B, 4, 15, 19, 20
8QCUXZ, Y, 3, 15, 19, 20
4DCIPK, Y, 2, 19, 19, 20
9YUTXH, B, 3, inf, 19, 20
8QCUXZ, B, 4, 9, 19, 20
9YUTXH, B, 3, 9, 19, 20
4DCIPK, Y, 2, 19, 19, 20
9YUTXH, G, 3, inf, 19, 20
8QCUXZ, B, 4, 17, 19, 20
9YUTXH, G, 3, 17, 19, 20
4DCIPK, Y, 2, 19, 19, 20
9YUTXH, P, 3, inf, 19, 20
8QCUXZ, B, 4, 7, 19, 20
9YUTXH, P, 3, 7, 19, 20
4DCIPK, Y, 2, 19, 19, 20
CF1Z5O, B, 3, inf, 19, 20
659CBO, G, 4, 9, 19, 20
CF1Z5O, B, 3, 9, 19, 20
4DCIPK, Y, 2, 19, 19, 20
CF1Z5O, G, 3, inf, 19, 20
659CBO, B, 4, 17, 19, 20
CF1Z5O, G, 3, 17, 19, 20
4DCIPK, Y, 2, 19, 19, 20
CF1Z5O, P, 3, inf, 19, 20
659CBO, B, 4, 7, 19, 20
CF1Z5O, P, 3, 7, 19, 20
4DCIPK, Y, 2, 19, 19, 20
CF1Z5O, R, 3, inf, 19, 20
659CBO, B, 4, 20, 19, 20
CF1Z5O, R, 3, 20, 19, 20
659CBO, G, 4, 20, 19, 20
CF1Z5O, R, 3, 20, 19, 20
659CBO, P, 4, 26, 19, 20
CF1Z5O, R, 3, 20, 19, 20
659CBO, Y, 4, 19, 19, 20
CF1Z5O, R, 3, 19, 19, 20
4DCIPK, Y, 2, 19, 19, 20
FOO33M, B, 3, inf, 19, 20
659CBO, G, 4, 9, 19, 20
FOO33M, B, 3, 9, 19, 20
4DCIPK, Y, 2, 19, 19, 20
FOO33M, G, 3, inf, 19, 20
659CBO, B, 4, 17, 19, 20
FOO33M, G, 3, 17, 19, 20
4DCIPK, Y, 2, 19, 19, 20
FOO33M, P, 3, inf, 19, 20
659CBO, B, 4, 7, 19, 20
FOO33M, P, 3, 7, 19, 20
4DCIPK, Y, 2, 19, 19, 20
FOO33M, R, 3, inf, 19, 20
659CBO, B, 4, 20, 19, 20
FOO33M, R, 3, 20, 19, 20
659CBO, G, 4, 20, 19, 20
FOO33M, R, 3, 20, 19, 20
659CBO, P, 4, 26, 19, 20
FOO33M, R, 3, 20, 19, 20
659CBO, Y, 4, 19, 19, 20
FOO33M, R, 3, 19, 19, 20
4DCIPK, Y, 2, 19, 19, 20
L4HM6F, B, 3, inf, 19, 20
8QCUXZ, B, 4, 9, 19, 20
L4HM6F, B, 3, 9, 19, 20
4DCIPK, Y, 2, 19, 19, 20
L4HM6F, G, 3, inf, 19, 20
8QCUXZ, B, 4, 17, 19, 20
L4HM6F, G, 3, 17, 19, 20
4DCIPK, Y, 2, 19, 19, 20
L4HM6F, P, 3, inf, 19, 20
8QCUXZ, B, 4, 7, 19, 20
L4HM6F, P, 3, 7, 19, 20
4DCIPK, Y, 2, 19, 19, 20
NKKV2U, B, 3, inf, 19, 20
659CBO, G, 4, 9, 19, 20
NKKV2U, B, 3, 9, 19, 20
4DCIPK, Y, 2, 19, 19, 20
NKKV2U, P, 3, inf, 19, 20
659CBO, B, 4, 7, 19, 20
NKKV2U, P, 3, 7, 19, 20
4DCIPK, Y, 2, 19, 19, 20
NKKV2U, R, 3, inf, 19, 20
659CBO, B, 4, 20, 19, 20
NKKV2U, R, 3, 20, 19, 20
659CBO, G, 4, 20, 19, 20
NKKV2U, R, 3, 20, 19, 20
659CBO, P, 4, 26, 19, 20
NKKV2U, R, 3, 20, 19, 20
659CBO, Y, 4, 19, 19, 20
NKKV2U, R, 3, 19, 19, 20
4DCIPK, Y, 2, 19, 19, 20
NTI6GR, B, 3, inf, 19, 20
8QCUXZ, B, 4, 9, 19, 20
NTI6GR, B, 3, 9, 19, 20
4DCIPK, Y, 2, 19, 19, 20
NTI6GR, G, 3, inf, 19, 20
8QCUXZ, B, 4, 17, 19, 20
NTI6GR, G, 3, 17, 19, 20
4DCIPK, Y, 2, 19, 19, 20
NTI6GR, P, 3, inf, 19, 20
8QCUXZ, B, 4, 7, 19, 20
NTI6GR, P, 3, 7, 19, 20
4DCIPK, Y, 2, 19, 19, 20
NTI6GR, Y, 3, inf, 19, 20
8QCUXZ, B, 4, 15, 19, 20
NTI6GR, Y, 3, 15, 19, 20
4DCIPK, Y, 2, 19, 19, 20
SH4X3W, B, 3, inf, 19, 20
659CBO, G, 4, 9, 19, 20
SH4X3W, B, 3, 9, 19, 20
4DCIPK, Y, 2, 19, 19, 20
SH4X3W, P, 3, inf, 19, 20
659CBO, B, 4, 7, 19, 20
SH4X3W, P, 3, 7, 19, 20
4DCIPK, Y, 2, 19, 19, 20
SH4X3W, R, 3, inf, 19, 20
659CBO, B, 4, 20, 19, 20
SH4X3W, R, 3, 20, 19, 20
659CBO, G, 4, 20, 19, 20
SH4X3W, R, 3, 20, 19, 20
659CBO, P, 4, 26, 19, 20
SH4X3W, R, 3, 20, 19, 20
659CBO, Y, 4, 19, 19, 20
SH4X3W, R, 3, 19, 19, 20
4DCIPK, Y, 2, 19, 19, 20
SH4X3W, Y, 3, inf, 19, 20
659CBO, B, 4, 15, 19, 20
SH4X3W, Y, 3, 15, 19, 20
4DCIPK, Y, 2, 19, 19, 20
UQ5Z9S, B, 3, inf, 19, 20
817L9G, G, 4, 9, 19, 20
UQ5Z9S, B, 3, 9, 19, 20
4DCIPK, Y, 2, 19, 19, 20
UQ5Z9S, G, 3, inf, 19, 20
817L9G, B, 4, 17, 19, 20
UQ5Z9S, G, 3, 17, 19, 20
4DCIPK, Y, 2, 19, 19, 20
UQ5Z9S, P, 3, inf, 19, 20
817L9G, B, 4, 7, 19, 20
UQ5Z9S, P, 3, 7, 19, 20
4DCIPK, Y, 2, 19, 19, 20
UQ5Z9S, Y, 3, inf, 19, 20
817L9G, B, 4, 15, 19, 20
UQ5Z9S, Y, 3, 15, 19, 20
4DCIPK, Y, 2, 19, 19, 20
USBR8V, B, 3, inf, 19, 20
817L9G, G, 4, 9, 19, 20
USBR8V, B, 3, 9, 19, 20
4DCIPK, Y, 2, 19, 19, 20
USBR8V, G, 3, inf, 19, 20
817L9G, B, 4, 17, 19, 20
USBR8V, G, 3, 17, 19, 20
4DCIPK, Y, 2, 19, 19, 20
USBR8V, P, 3, inf, 19, 20
817L9G, B, 4, 7, 19, 20
USBR8V, P, 3, 7, 19, 20
4DCIPK, Y, 2, 19, 19, 20
USBR8V, R, 3, inf, 19, 20
817L9G, B, 4, 20, 19, 20
USBR8V, R, 3, 20, 19, 20
817L9G, G, 4, 20, 19, 20
USBR8V, R, 3, 20, 19, 20
817L9G, P, 4, 26, 19, 20
USBR8V, R, 3, 20, 19, 20
817L9G, Y, 4, 19, 19, 20
USBR8V, R, 3, 19, 19, 20
4DCIPK, Y, 2, 19, 19, 20
W9PWCT, B, 3, inf, 19, 20
8QCUXZ, B, 4, 9, 19, 20
W9PWCT, B, 3, 9, 19, 20
4DCIPK, Y, 2, 19, 19, 20
W9PWCT, G, 3, inf, 19, 20
8QCUXZ, B, 4, 17, 19, 20
W9PWCT, G, 3, 17, 19, 20
4DCIPK, Y, 2, 19, 19, 20
W9PWCT, P, 3, inf, 19, 20
8QCUXZ, B, 4, 7, 19, 20
W9PWCT, P, 3, 7, 19, 20
4DCIPK, Y, 2, 19, 19, 20
W9PWCT, Y, 3, inf, 19, 20
8QCUXZ, B, 4, 15, 19, 20
W9PWCT, Y, 3, 15, 19, 20
4DCIPK, Y, 2, 19, 19, 20
EY09SW, R, 1, 19, 19, 20
LTLSGP, G, 0, 19, 19, inf
EY09SW, Y, 1, inf, 19, inf
4DCIPK, B, 2, -inf, 19, inf
8QCUXZ, B, 3, inf, 19, inf
817L9G, G, 4, 5, 19, inf
8QCUXZ, B, 3, 5, 19, inf
4DCIPK, B, 2, 5, 19, inf
8QCUXZ, P, 3, inf, 19, inf
817L9G, B, 4, 3, 19, inf
8QCUXZ, P, 3, 3, 19, inf
4DCIPK, B, 2, 5, 19, inf
8QCUXZ, R, 3, inf, 19, inf
817L9G, B, 4, 16, 19, inf
8QCUXZ, R, 3, 16, 19, inf
4DCIPK, B, 2, 16, 19, inf
8QCUXZ, Y, 3, inf, 19, inf
817L9G, B, 4, 11, 19, inf
8QCUXZ, Y, 3, 11, 19, inf
4DCIPK, B, 2, 16, 19, inf
9YUTXH, G, 3, inf, 19, inf
8QCUXZ, B, 4, 13, 19, inf
9YUTXH, G, 3, 13, 19, inf
4DCIPK, B, 2, 16, 19, inf
9YUTXH, P, 3, inf, 19, inf
8QCUXZ, B, 4, 3, 19, inf
9YUTXH, P, 3, 3, 19, inf
4DCIPK, B, 2, 16, 19, inf
9YUTXH, Y, 3, inf, 19, inf
8QCUXZ, B, 4, 11, 19, inf
9YUTXH, Y, 3, 11, 19, inf
4DCIPK, B, 2, 16, 19, inf
CF1Z5O, G, 3, inf, 19, inf
659CBO, B, 4, 13, 19, inf
CF1Z5O, G, 3, 13, 19, inf
4DCIPK, B, 2, 16, 19, inf
CF1Z5O, P, 3, inf, 19, inf
659CBO, B, 4, 3, 19, inf
CF1Z5O, P, 3, 3, 19, inf
4DCIPK, B, 2, 16, 19, inf
CF1Z5O, R, 3, inf, 19, inf
659CBO, B, 4, 16, 19, inf
CF1Z5O, R, 3, 16, 19, inf
4DCIPK, B, 2, 16, 19, inf
CF1Z5O, Y, 3, inf, 19, inf
659CBO, B, 4, 11, 19, inf
CF1Z5O, Y, 3, 11, 19, inf
4DCIPK, B, 2, 16, 19, inf
FOO33M, G, 3, inf, 19, inf
659CBO, B, 4, 13, 19, inf
FOO33M, G, 3, 13, 19, inf
4DCIPK, B, 2, 16, 19, inf
FOO33M, P, 3, inf, 19, inf
659CBO, B, 4, 3, 19, inf
FOO33M, P, 3, 3, 19, inf
4DCIPK, B, 2, 16, 19, inf
FOO33M, R, 3, inf, 19, inf
659CBO, B, 4, 16, 19, inf
FOO33M, R, 3, 16, 19, inf
4DCIPK, B, 2, 16, 19, inf
FOO33M, Y, 3, inf, 19, inf
659CBO, B, 4, 11, 19, inf
FOO33M, Y, 3, 11, 19, inf
4DCIPK, B, 2, 16, 19, inf
L4HM6F, G, 3, inf, 19, inf
8QCUXZ, B, 4, 13, 19, inf
L4HM6F, G, 3, 13, 19, inf
4DCIPK, B, 2, 16, 19, inf
L4HM6F, P, 3, inf, 19, inf
8QCUXZ, B, 4, 3, 19, inf
L4HM6F, P, 3, 3, 19, inf
4DCIPK, B, 2, 16, 19, inf
L4HM6F, R, 3, inf, 19, inf
8QCUXZ, B, 4, 16, 19, inf
L4HM6F, R, 3, 16, 19, inf
4DCIPK, B, 2, 16, 19, inf
NKKV2U, P, 3, inf, 19, inf
659CBO, B, 4, 3, 19, inf
NKKV2U, P, 3, 3, 19, inf
4DCIPK, B, 2, 16, 19, inf
NKKV2U, R, 3, inf, 19, inf
659CBO, B, 4, 16, 19, inf
NKKV2U, R, 3, 16, 19, inf
4DCIPK, B, 2, 16, 19, inf
NKKV2U, Y, 3, inf, 19, inf
659CBO, B, 4, 11, 19, inf
NKKV2U, Y, 3, 11, 19, inf
4DCIPK, B, 2, 16, 19, inf
NTI6GR, B, 3, inf, 19, inf
8QCUXZ, B, 4, 5, 19, inf
NTI6GR, B, 3, 5, 19, inf
4DCIPK, B, 2, 16, 19, inf
NTI6GR, G, 3, inf, 19, inf
8QCUXZ, B, 4, 13, 19, inf
NTI6GR, G, 3, 13, 19, inf
4DCIPK, B, 2, 16, 19, inf
NTI6GR, P, 3, inf, 19, inf
8QCUXZ, B, 4, 3, 19, inf
NTI6GR, P, 3, 3, 19, inf
4DCIPK, B, 2, 16, 19, inf
NTI6GR, Y, 3, inf, 19, inf
8QCUXZ, B, 4, 11, 19, inf
NTI6GR, Y, 3, 11, 19, inf
4DCIPK, B, 2, 16, 19, inf
SH4X3W, B, 3, inf, 19, inf
659CBO, G, 4, 5, 19, inf
SH4X3W, B, 3, 5, 19, inf
4DCIPK, B, 2, 16, 19, inf
SH4X3W, P, 3, inf, 19, inf
659CBO, B, 4, 3, 19, inf
SH4X3W, P, 3, 3, 19, inf
4DCIPK, B, 2, 16, 19, inf
SH4X3W, R, 3, inf, 19, inf
659CBO, B, 4, 16, 19, inf
SH4X3W, R, 3, 16, 19, inf
4DCIPK, B, 2, 16, 19, inf
SH4X3W, Y, 3, inf, 19, inf
659CBO, B, 4, 11, 19, inf
SH4X3W, Y, 3, 11, 19, inf
4DCIPK, B, 2, 16, 19, inf
UQ5Z9S, B, 3, inf, 19, inf
817L9G, G, 4, 5, 19, inf
UQ5Z9S, B, 3, 5, 19, inf
4DCIPK, B, 2, 16, 19, inf
UQ5Z9S, G, 3, inf, 19, inf
817L9G, B, 4, 13, 19, inf
UQ5Z9S, G, 3, 13, 19, inf
4DCIPK, B, 2, 16, 19, inf
UQ5Z9S, P, 3, inf, 19, inf
817L9G, B, 4, 3, 19, inf
UQ5Z9S, P, 3, 3, 19, inf
4DCIPK, B, 2, 16, 19, inf
UQ5Z9S, R, 3, inf, 19, inf
817L9G, B, 4, 16, 19, inf
UQ5Z9S, R, 3, 16, 19, inf
4DCIPK, B, 2, 16, 19, inf
USBR8V, G, 3, inf, 19, inf
817L9G, B, 4, 13, 19, inf
USBR8V, G, 3, 13, 19, inf
4DCIPK, B, 2, 16, 19, inf
USBR8V, P, 3, inf, 19, inf
817L9G, B, 4, 3, 19, inf
USBR8V, P, 3, 3, 19, inf
4DCIPK, B, 2, 16, 19, inf
USBR8V, R, 3, inf, 19, inf
817L9G, B, 4, 16, 19, inf
USBR8V, R, 3, 16, 19, inf
4DCIPK, B, 2, 16, 19, inf
USBR8V, Y, 3, inf, 19, inf
817L9G, B, 4, 11, 19, inf
USBR8V, Y, 3, 11, 19, inf
4DCIPK, B, 2, 16, 19, inf
W9PWCT, B, 3, inf, 19, inf
8QCUXZ, B, 4, 5, 19, inf
W9PWCT, B, 3, 5, 19, inf
4DCIPK, B, 2, 16, 19, inf
W9PWCT, G, 3, inf, 19, inf
8QCUXZ, B, 4, 13, 19, inf
W9PWCT, G, 3, 13, 19, inf
4DCIPK, B, 2, 16, 19, inf
W9PWCT, P, 3, inf, 19, inf
8QCUXZ, B, 4, 3, 19, inf
W9PWCT, P, 3, 3, 19, inf
4DCIPK, B, 2, 16, 19, inf
W9PWCT, R, 3, inf, 19, inf
8QCUXZ, B, 4, 16, 19, inf
W9PWCT, R, 3, 16, 19, inf
4DCIPK, B, 2, 16, 19, inf
EY09SW, Y, 1, 16, 19, inf
LTLSGP, G, 0, 19, 19, inf
NKKV2U, B, 1, inf, 19, inf
4DCIPK, P, 2, -inf, 19, inf
659CBO, G, 3, inf, 19, inf
8QCUXZ, B, 4, 13, 19, inf
659CBO, G, 3, 13, 19, inf
4DCIPK, P, 2, 13, 19, inf
659CBO, P, 3, inf, 19, inf
8QCUXZ, B, 4, 3, 19, inf
659CBO, P, 3, 3, 19, inf
4DCIPK, P, 2, 13, 19, inf
659CBO, R, 3, inf, 19, inf
8QCUXZ, B, 4, 16, 19, inf
659CBO, R, 3, 16, 19, inf
4DCIPK, P, 2, 16, 19, inf
659CBO, Y, 3, inf, 19, inf
8QCUXZ, B, 4, 11, 19, inf
659CBO, Y, 3, 11, 19, inf
4DCIPK, P, 2, 16, 19, inf
8QCUXZ, B, 3, inf, 19, inf
659CBO, G, 4, 5, 19, inf
8QCUXZ, B, 3, 5, 19, inf
4DCIPK, P, 2, 16, 19, inf
8QCUXZ, P, 3, inf, 19, inf
659CBO, G, 4, 3, 19, inf
8QCUXZ, P, 3, 3, 19, inf
4DCIPK, P, 2, 16, 19, inf
8QCUXZ, R, 3, inf, 19, inf
659CBO, G, 4, 16, 19, inf
8QCUXZ, R, 3, 16, 19, inf
4DCIPK, P, 2, 16, 19, inf
8QCUXZ, Y, 3, inf, 19, inf
659CBO, G, 4, 11, 19, inf
8QCUXZ, Y, 3, 11, 19, inf
4DCIPK, P, 2, 16, 19, inf
9YUTXH, G, 3, inf, 19, inf
659CBO, G, 4, 13, 19, inf
9YUTXH, G, 3, 13, 19, inf
4DCIPK, P, 2, 16, 19, inf
9YUTXH, Y, 3, inf, 19, inf
659CBO, G, 4, 11, 19, inf
9YUTXH, Y, 3, 11, 19, inf
4DCIPK, P, 2, 16, 19, inf
CF1Z5O, G, 3, inf, 19, inf
659CBO, P, 4, 19, 19, inf
CF1Z5O, G, 3, 19, 19, inf
4DCIPK, P, 2, 19, 19, inf
CF1Z5O, R, 3, inf, 19, inf
659CBO, G, 4, 16, 19, inf
CF1Z5O, R, 3, 16, 19, inf
4DCIPK, P, 2, 19, 19, inf
CF1Z5O, Y, 3, inf, 19, inf
659CBO, G, 4, 11, 19, inf
CF1Z5O, Y, 3, 11, 19, inf
4DCIPK, P, 2, 19, 19, inf
CO40SE, G, 3, inf, 19, inf
659CBO, P, 4, 19, 19, inf
CO40SE, G, 3, 19, 19, inf
4DCIPK, P, 2, 19, 19, inf
CO40SE, P, 3, inf, 19, inf
659CBO, G, 4, 3, 19, inf
CO40SE, P, 3, 3, 19, inf
4DCIPK, P, 2, 19, 19, inf
CO40SE, R, 3, inf, 19, inf
659CBO, G, 4, 16, 19, inf
CO40SE, R, 3, 16, 19, inf
4DCIPK, P, 2, 19, 19, inf
CO40SE, Y, 3, inf, 19, inf
659CBO, G, 4, 11, 19, inf
CO40SE, Y, 3, 11, 19, inf
4DCIPK, P, 2, 19, 19, inf
EY09SW, B, 3, inf, 19, inf
659CBO, G, 4, 5, 19, inf
EY09SW, B, 3, 5, 19, inf
4DCIPK, P, 2, 19, 19, inf
EY09SW, P, 3, inf, 19, inf
659CBO, G, 4, 3, 19, inf
EY09SW, P, 3, 3, 19, inf
4DCIPK, P, 2, 19, 19, inf
EY09SW, R, 3, inf, 19, inf
659CBO, G, 4, 16, 19, inf
EY09SW, R, 3, 16, 19, inf
4DCIPK, P, 2, 19, 19, inf
EY09SW, Y, 3, inf, 19, inf
659CBO, G, 4, 11, 19, inf
EY09SW, Y, 3, 11, 19, inf
4DCIPK, P, 2, 19, 19, inf
FOO33M, B, 3, inf, 19, inf
659CBO, G, 4, 5, 19, inf
FOO33M, B, 3, 5, 19, inf
4DCIPK, P, 2, 19, 19, inf
FOO33M, G, 3, inf, 19, inf
659CBO, P, 4, 19, 19, inf
FOO33M, G, 3, 19, 19, inf
4DCIPK, P, 2, 19, 19, inf
FOO33M, R, 3, inf, 19, inf
659CBO, G, 4, 16, 19, inf
FOO33M, R, 3, 16, 19, inf
4DCIPK, P, 2, 19, 19, inf
FOO33M, Y, 3, inf, 19, inf
659CBO, G, 4, 11, 19, inf
FOO33M, Y, 3, 11, 19, inf
4DCIPK, P, 2, 19, 19, inf
L4HM6F, B, 3, inf, 19, inf
659CBO, G, 4, 5, 19, inf
L4HM6F, B, 3, 5, 19, inf
4DCIPK, P, 2, 19, 19, inf
L4HM6F, G, 3, inf, 19, inf
659CBO, G, 4, 13, 19, inf
L4HM6F, G, 3, 13, 19, inf
4DCIPK, P, 2, 19, 19, inf
L4HM6F, R, 3, inf, 19, inf
659CBO, G, 4, 16, 19, inf
L4HM6F, R, 3, 16, 19, inf
4DCIPK, P, 2, 19, 19, inf
L4HM6F, Y, 3, inf, 19, inf
659CBO, G, 4, 11, 19, inf
L4HM6F, Y, 3, 11, 19, inf
4DCIPK, P, 2, 19, 19, inf
NTI6GR, B, 3, inf, 19, inf
659CBO, G, 4, 5, 19, inf
NTI6GR, B, 3, 5, 19, inf
4DCIPK, P, 2, 19, 19, inf
NTI6GR, G, 3, inf, 19, inf
659CBO, G, 4, 13, 19, inf
NTI6GR, G, 3, 13, 19, inf
4DCIPK, P, 2, 19, 19, inf
NTI6GR, P, 3, inf, 19, inf
659CBO, G, 4, 3, 19, inf
NTI6GR, P, 3, 3, 19, inf
4DCIPK, P, 2, 19, 19, inf
NTI6GR, Y, 3, inf, 19, inf
659CBO, G, 4, 11, 19, inf
NTI6GR, Y, 3, 11, 19, inf
4DCIPK, P, 2, 19, 19, inf
SH4X3W, B, 3, inf, 19, inf
659CBO, G, 4, 5, 19, inf
SH4X3W, B, 3, 5, 19, inf
4DCIPK, P, 2, 19, 19, inf
SH4X3W, P, 3, inf, 19, inf
659CBO, G, 4, 3, 19, inf
SH4X3W, P, 3, 3, 19, inf
4DCIPK, P, 2, 19, 19, inf
SH4X3W, R, 3, inf, 19, inf
659CBO, G, 4, 16, 19, inf
SH4X3W, R, 3, 16, 19, inf
4DCIPK, P, 2, 19, 19, inf
SH4X3W, Y, 3, inf, 19, inf
659CBO, G, 4, 11, 19, inf
SH4X3W, Y, 3, 11, 19, inf
4DCIPK, P, 2, 19, 19, inf
UPTIW1, G, 3, inf, 19, inf
659CBO, G, 4, 13, 19, inf
UPTIW1, G, 3, 13, 19, inf
4DCIPK, P, 2, 19, 19, inf
UPTIW1, P, 3, inf, 19, inf
659CBO, G, 4, 3, 19, inf
UPTIW1, P, 3, 3, 19, inf
4DCIPK, P, 2, 19, 19, inf
UPTIW1, R, 3, inf, 19, inf
659CBO, G, 4, 16, 19, inf
UPTIW1, R, 3, 16, 19, inf
4DCIPK, P, 2, 19, 19, inf
UPTIW1, Y, 3, inf, 19, inf
659CBO, G, 4, 11, 19, inf
UPTIW1, Y, 3, 11, 19, inf
4DCIPK, P, 2, 19, 19, inf
USBR8V, B, 3, inf, 19, inf
659CBO, G, 4, 5, 19, inf
USBR8V, B, 3, 5, 19, inf
4DCIPK, P, 2, 19, 19, inf
USBR8V, G, 3, inf, 19, inf
659CBO, G, 4, 13, 19, inf
USBR8V, G, 3, 13, 19, inf
4DCIPK, P, 2, 19, 19, inf
USBR8V, R, 3, inf, 19, inf
659CBO, G, 4, 16, 19, inf
USBR8V, R, 3, 16, 19, inf
4DCIPK, P, 2, 19, 19, inf
USBR8V, Y, 3, inf, 19, inf
659CBO, G, 4, 11, 19, inf
USBR8V, Y, 3, 11, 19, inf
4DCIPK, P, 2, 19, 19, inf
NKKV2U, B, 1, 19, 19, inf
LTLSGP, G, 0, 19, 19, inf
NKKV2U, P, 1, inf, 19, inf
4DCIPK, B, 2, -inf, 19, inf
659CBO, B, 3, inf, 19, inf
8QCUXZ, B, 4, -3, 19, inf
659CBO, B, 3, -3, 19, inf
4DCIPK, B, 2, -3, 19, inf
659CBO, G, 3, inf, 19, inf
8QCUXZ, B, 4, 5, 19, inf
659CBO, G, 3, 5, 19, inf
4DCIPK, B, 2, 5, 19, inf
659CBO, R, 3, inf, 19, inf
8QCUXZ, B, 4, 8, 19, inf
659CBO, R, 3, 8, 19, inf
4DCIPK, B, 2, 8, 19, inf
659CBO, Y, 3, inf, 19, inf
8QCUXZ, B, 4, 3, 19, inf
659CBO, Y, 3, 3, 19, inf
4DCIPK, B, 2, 8, 19, inf
8QCUXZ, B, 3, inf, 19, inf
659CBO, B, 4, -3, 19, inf
8QCUXZ, B, 3, -3, 19, inf
4DCIPK, B, 2, 8, 19, inf
8QCUXZ, P, 3, inf, 19, inf
659CBO, B, 4, -5, 19, inf
8QCUXZ, P, 3, -5, 19, inf
4DCIPK, B, 2, 8, 19, inf
8QCUXZ, R, 3, inf, 19, inf
659CBO, B, 4, 8, 19, inf
8QCUXZ, R, 3, 8, 19, inf
4DCIPK, B, 2, 8, 19, inf
8QCUXZ, Y, 3, inf, 19, inf
659CBO, B, 4, 3, 19, inf
8QCUXZ, Y, 3, 3, 19, inf
4DCIPK, B, 2, 8, 19, inf
9YUTXH, G, 3, inf, 19, inf
659CBO, B, 4, 5, 19, inf
9YUTXH, G, 3, 5, 19, inf
4DCIPK, B, 2, 8, 19, inf
9YUTXH, Y, 3, inf, 19, inf
659CBO, B, 4, 3, 19, inf
9YUTXH, Y, 3, 3, 19, inf
4DCIPK, B, 2, 8, 19, inf
CF1Z5O, G, 3, inf, 19, inf
659CBO, B, 4, 5, 19, inf
CF1Z5O, G, 3, 5, 19, inf
4DCIPK, B, 2, 8, 19, inf
CF1Z5O, R, 3, inf, 19, inf
659CBO, B, 4, 8, 19, inf
CF1Z5O, R, 3, 8, 19, inf
4DCIPK, B, 2, 8, 19, inf
CF1Z5O, Y, 3, inf, 19, inf
659CBO, B, 4, 3, 19, inf
CF1Z5O, Y, 3, 3, 19, inf
4DCIPK, B, 2, 8, 19, inf
CO40SE, B, 3, inf, 19, inf
659CBO, G, 4, -3, 19, inf
CO40SE, B, 3, -3, 19, inf
4DCIPK, B, 2, 8, 19, inf
CO40SE, G, 3, inf, 19, inf
659CBO, B, 4, 5, 19, inf
CO40SE, G, 3, 5, 19, inf
4DCIPK, B, 2, 8, 19, inf
CO40SE, R, 3, inf, 19, inf
659CBO, B, 4, 8, 19, inf
CO40SE, R, 3, 8, 19, inf
4DCIPK, B, 2, 8, 19, inf
CO40SE, Y, 3, inf, 19, inf
659CBO, B, 4, 3, 19, inf
CO40SE, Y, 3, 3, 19, inf
4DCIPK, B, 2, 8, 19, inf
EY09SW, B, 3, inf, 19, inf
659CBO, B, 4, -3, 19, inf
EY09SW, B, 3, -3, 19, inf
4DCIPK, B, 2, 8, 19, inf
EY09SW, P, 3, inf, 19, inf
659CBO, B, 4, -5, 19, inf
EY09SW, P, 3, -5, 19, inf
4DCIPK, B, 2, 8, 19, inf
EY09SW, R, 3, inf, 19, inf
659CBO, B, 4, 8, 19, inf
EY09SW, R, 3, 8, 19, inf
4DCIPK, B, 2, 8, 19, inf
EY09SW, Y, 3, inf, 19, inf
659CBO, B, 4, 3, 19, inf
EY09SW, Y, 3, 3, 19, inf
4DCIPK, B, 2, 8, 19, inf
FOO33M, G, 3, inf, 19, inf
659CBO, B, 4, 5, 19, inf
FOO33M, G, 3, 5, 19, inf
4DCIPK, B, 2, 8, 19, inf
FOO33M, P, 3, inf, 19, inf
659CBO, B, 4, -5, 19, inf
FOO33M, P, 3, -5, 19, inf
4DCIPK, B, 2, 8, 19, inf
FOO33M, R, 3, inf, 19, inf
659CBO, B, 4, 8, 19, inf
FOO33M, R, 3, 8, 19, inf
4DCIPK, B, 2, 8, 19, inf
FOO33M, Y, 3, inf, 19, inf
659CBO, B, 4, 3, 19, inf
FOO33M, Y, 3, 3, 19, inf
4DCIPK, B, 2, 8, 19, inf
L4HM6F, G, 3, inf, 19, inf
659CBO, B, 4, 5, 19, inf
L4HM6F, G, 3, 5, 19, inf
4DCIPK, B, 2, 8, 19, inf
L4HM6F, P, 3, inf, 19, inf
659CBO, B, 4, -5, 19, inf
L4HM6F, P, 3, -5, 19, inf
4DCIPK, B, 2, 8, 19, inf
L4HM6F, R, 3, inf, 19, inf
659CBO, B, 4, 8, 19, inf
L4HM6F, R, 3, 8, 19, inf
4DCIPK, B, 2, 8, 19, inf
