I8FN8E, G, 0, -inf, -inf, inf
2YETXH, B, 2, 15, 17, inf
BF3WFX, P, 1, 15, 17, inf
I8FN8E, G, 0, 17, 17, inf
BF3WFX, Y, 1, inf, 17, inf
2YETXH, B, 2, -inf, 17, inf
4Z17JZ, G, 3, 11, 17, inf
2YETXH, B, 2, 11, 17, inf
4Z17JZ, O, 3, 21, 17, inf
2YETXH, B, 2, 21, 21, inf
4Z17JZ, P, 3, 15, 21, inf
2YETXH, B, 2, 21, 21, inf
4Z17JZ, R, 3, 7, 21, inf
2YETXH, B, 2, 21, 21, inf
4Z17JZ, Y, 3, 21, 21, inf
2YETXH, B, 2, 21, 21, inf
5CYYAN, G, 3, 11, 21, inf
2YETXH, B, 2, 21, 21, inf
5CYYAN, O, 3, 21, 21, inf
2YETXH, B, 2, 21, 21, inf
5CYYAN, P, 3, 15, 21, inf
2YETXH, B, 2, 21, 21, inf
5CYYAN, R, 3, 7, 21, inf
2YETXH, B, 2, 21, 21, inf
5CYYAN, Y, 3, 21, 21, inf
2YETXH, B, 2, 21, 21, inf
9V2BM8, B, 3, 13, 21, inf
2YETXH, B, 2, 21, 21, inf
9V2BM8, G, 3, 11, 21, inf
2YETXH, B, 2, 21, 21, inf
9V2BM8, O, 3, 21, 21, inf
2YETXH, B, 2, 21, 21, inf
9V2BM8, P, 3, 15, 21, inf
2YETXH, B, 2, 21, 21, inf
9V2BM8, Y, 3, 21, 21, inf
2YETXH, B, 2, 21, 21, inf
BOT7AR, B, 3, 13, 21, inf
2YETXH, B, 2, 21, 21, inf
BOT7AR, G, 3, 11, 21, inf
2YETXH, B, 2, 21, 21, inf
BOT7AR, O, 3, 21, 21, inf
2YETXH, B, 2, 21, 21, inf
BOT7AR, P, 3, 15, 21, inf
2YETXH, B, 2, 21, 21, inf
LCMHSZ, G, 3, 11, 21, inf
2YETXH, B, 2, 21, 21, inf
LCMHSZ, O, 3, 21, 21, inf
2YETXH, B, 2, 21, 21, inf
LCMHSZ, P, 3, 15, 21, inf
2YETXH, B, 2, 21, 21, inf
LCMHSZ, R, 3, 7, 21, inf
2YETXH, B, 2, 21, 21, inf
LCMHSZ, Y, 3, 21, 21, inf
2YETXH, B, 2, 21, 21, inf
V7KIEU, B, 3, 13, 21, inf
2YETXH, B, 2, 21, 21, inf
V7KIEU, O, 3, 21, 21, inf
2YETXH, B, 2, 21, 21, inf
V7KIEU, P, 3, 15, 21, inf
2YETXH, B, 2, 21, 21, inf
V7KIEU, R, 3, 7, 21, inf
2YETXH, B, 2, 21, 21, inf
V7KIEU, Y, 3, 21, 21, inf
2YETXH, B, 2, 21, 21, inf
W400I9, G, 3, 11, 21, inf
2YETXH, B, 2, 21, 21, inf
W400I9, O, 3, 21, 21, inf
2YETXH, B, 2, 21, 21, inf
W400I9, P, 3, 15, 21, inf
2YETXH, B, 2, 21, 21, inf
W400I9, R, 3, 7, 21, inf
2YETXH, B, 2, 21, 21, inf
W400I9, Y, 3, 21, 21, inf
2YETXH, B, 2, 21, 21, inf
WBG1MC, B, 3, 13, 21, inf
2YETXH, B, 2, 21, 21, inf
WBG1MC, G, 3, 11, 21, inf
2YETXH, B, 2, 21, 21, inf
WBG1MC, O, 3, 21, 21, inf
2YETXH, B, 2, 21, 21, inf
WBG1MC, P, 3, 15, 21, inf
2YETXH, B, 2, 21, 21, inf
WBG1MC, R, 3, 7, 21, inf
2YETXH, B, 2, 21, 21, inf
BF3WFX, Y, 1, 21, 17, 21
2YETXH, G, 2, -inf, 17, 21
4Z17JZ, B, 3, 14, 17, 21
2YETXH, G, 2, 14, 17, 21
4Z17JZ, O, 3, 22, 17, 21
2YETXH, G, 2, 22, 17, 21
BF3WFX, Y, 1, 21, 17, 21
2YETXH, O, 2, -inf, 17, 21
4Z17JZ, B, 3, 15, 17, 21
2YETXH, O, 2, 15, 17, 21
4Z17JZ, G, 3, 13, 17, 21
2YETXH, O, 2, 15, 17, 21
4Z17JZ, P, 3, 17, 17, 21
2YETXH, O, 2, 17, 17, 21
4Z17JZ, R, 3, 9, 17, 21
2YETXH, O, 2, 17, 17, 21
4Z17JZ, Y, 3, 23, 17, 21
2YETXH, O, 2, 23, 17, 21
BF3WFX, Y, 1, 21, 17, 21
2YETXH, P, 2, -inf, 17, 21
4Z17JZ, B, 3, 9, 17, 21
2YETXH, P, 2, 9, 17, 21
4Z17JZ, G, 3, 7, 17, 21
2YETXH, P, 2, 9, 17, 21
4Z17JZ, O, 3, 17, 17, 21
2YETXH, P, 2, 17, 17, 21
4Z17JZ, R, 3, 3, 17, 21
2YETXH, P, 2, 17, 17, 21
4Z17JZ, Y, 3, 17, 17, 21
2YETXH, P, 2, 17, 17, 21
5CYYAN, B, 3, 9, 17, 21
2YETXH, P, 2, 17, 17, 21
5CYYAN, G, 3, 7, 17, 21
2YETXH, P, 2, 17, 17, 21
5CYYAN, O, 3, 17, 17, 21
2YETXH, P, 2, 17, 17, 21
5CYYAN, R, 3, 3, 17, 21
2YETXH, P, 2, 17, 17, 21
5CYYAN, Y, 3, 17, 17, 21
2YETXH, P, 2, 17, 17, 21
9V2BM8, B, 3, 9, 17, 21
2YETXH, P, 2, 17, 17, 21
9V2BM8, G, 3, 7, 17, 21
2YETXH, P, 2, 17, 17, 21
9V2BM8, O, 3, 17, 17, 21
2YETXH, P, 2, 17, 17, 21
9V2BM8, P, 3, 11, 17, 21
2YETXH, P, 2, 17, 17, 21
9V2BM8, Y, 3, 17, 17, 21
2YETXH, P, 2, 17, 17, 21
BOT7AR, B, 3, 9, 17, 21
2YETXH, P, 2, 17, 17, 21
BOT7AR, G, 3, 7, 17, 21
2YETXH, P, 2, 17, 17, 21
BOT7AR, O, 3, 17, 17, 21
2YETXH, P, 2, 17, 17, 21
BOT7AR, P, 3, 11, 17, 21
2YETXH, P, 2, 17, 17, 21
LCMHSZ, B, 3, 9, 17, 21
2YETXH, P, 2, 17, 17, 21
LCMHSZ, G, 3, 7, 17, 21
2YETXH, P, 2, 17, 17, 21
LCMHSZ, O, 3, 17, 17, 21
2YETXH, P, 2, 17, 17, 21
LCMHSZ, R, 3, 3, 17, 21
2YETXH, P, 2, 17, 17, 21
LCMHSZ, Y, 3, 17, 17, 21
2YETXH, P, 2, 17, 17, 21
V7KIEU, B, 3, 9, 17, 21
2YETXH, P, 2, 17, 17, 21
V7KIEU, O, 3, 17, 17, 21
2YETXH, P, 2, 17, 17, 21
V7KIEU, P, 3, 11, 17, 21
2YETXH, P, 2, 17, 17, 21
V7KIEU, R, 3, 3, 17, 21
2YETXH, P, 2, 17, 17, 21
V7KIEU, Y, 3, 17, 17, 21
2YETXH, P, 2, 17, 17, 21
W400I9, B, 3, 9, 17, 21
2YETXH, P, 2, 17, 17, 21
W400I9, G, 3, 7, 17, 21
2YETXH, P, 2, 17, 17, 21
W400I9, O, 3, 17, 17, 21
2YETXH, P, 2, 17, 17, 21
W400I9, R, 3, 3, 17, 21
2YETXH, P, 2, 17, 17, 21
W400I9, Y, 3, 17, 17, 21
2YETXH, P, 2, 17, 17, 21
WBG1MC, B, 3, 9, 17, 21
2YETXH, P, 2, 17, 17, 21
WBG1MC, G, 3, 7, 17, 21
2YETXH, P, 2, 17, 17, 21
WBG1MC, O, 3, 17, 17, 21
2YETXH, P, 2, 17, 17, 21
WBG1MC, P, 3, 11, 17, 21
2YETXH, P, 2, 17, 17, 21
WBG1MC, R, 3, 3, 17, 21
2YETXH, P, 2, 17, 17, 21
BF3WFX, Y, 1, 17, 17, 21
I8FN8E, G, 0, 17, 17, inf
BOT7AR, B, 1, inf, 17, inf
07IEUN, G, 2, -inf, 17, inf
2H6MB0, B, 3, 6, 17, inf
07IEUN, G, 2, 6, 17, inf
2H6MB0, O, 3, 14, 17, inf
07IEUN, G, 2, 14, 17, inf
2H6MB0, P, 3, 8, 17, inf
07IEUN, G, 2, 14, 17, inf
2H6MB0, R, 3, 0, 17, inf
07IEUN, G, 2, 14, 17, inf
2H6MB0, Y, 3, 14, 17, inf
07IEUN, G, 2, 14, 17, inf
4Z17JZ, B, 3, 6, 17, inf
07IEUN, G, 2, 14, 17, inf
4Z17JZ, O, 3, 14, 17, inf
07IEUN, G, 2, 14, 17, inf
4Z17JZ, P, 3, 8, 17, inf
07IEUN, G, 2, 14, 17, inf
4Z17JZ, R, 3, 0, 17, inf
07IEUN, G, 2, 14, 17, inf
4Z17JZ, Y, 3, 14, 17, inf
07IEUN, G, 2, 14, 17, inf
5CYYAN, B, 3, 6, 17, inf
07IEUN, G, 2, 14, 17, inf
5CYYAN, O, 3, 14, 17, inf
07IEUN, G, 2, 14, 17, inf
5CYYAN, P, 3, 8, 17, inf
07IEUN, G, 2, 14, 17, inf
5CYYAN, R, 3, 0, 17, inf
07IEUN, G, 2, 14, 17, inf
5CYYAN, Y, 3, 14, 17, inf
07IEUN, G, 2, 14, 17, inf
7MBE9K, B, 3, 6, 17, inf
07IEUN, G, 2, 14, 17, inf
7MBE9K, O, 3, 14, 17, inf
07IEUN, G, 2, 14, 17, inf
7MBE9K, P, 3, 8, 17, inf
07IEUN, G, 2, 14, 17, inf
7MBE9K, R, 3, 0, 17, inf
07IEUN, G, 2, 14, 17, inf
7MBE9K, Y, 3, 14, 17, inf
07IEUN, G, 2, 14, 17, inf
9V2BM8, G, 3, 4, 17, inf
07IEUN, G, 2, 14, 17, inf
9V2BM8, O, 3, 14, 17, inf
07IEUN, G, 2, 14, 17, inf
9V2BM8, P, 3, 8, 17, inf
07IEUN, G, 2, 14, 17, inf
9V2BM8, Y, 3, 14, 17, inf
07IEUN, G, 2, 14, 17, inf
BF3WFX, G, 3, 4, 17, inf
07IEUN, G, 2, 14, 17, inf
BF3WFX, O, 3, 14, 17, inf
07IEUN, G, 2, 14, 17, inf
BF3WFX, P, 3, 8, 17, inf
07IEUN, G, 2, 14, 17, inf
BF3WFX, Y, 3, 14, 17, inf
07IEUN, G, 2, 14, 17, inf
V7KIEU, B, 3, 6, 17, inf
07IEUN, G, 2, 14, 17, inf
V7KIEU, O, 3, 14, 17, inf
07IEUN, G, 2, 14, 17, inf
V7KIEU, P, 3, 8, 17, inf
07IEUN, G, 2, 14, 17, inf
V7KIEU, R, 3, 0, 17, inf
07IEUN, G, 2, 14, 17, inf
V7KIEU, Y, 3, 14, 17, inf
07IEUN, G, 2, 14, 17, inf
ZJDF5T, G, 3, 4, 17, inf
07IEUN, G, 2, 14, 17, inf
ZJDF5T, O, 3, 14, 17, inf
07IEUN, G, 2, 14, 17, inf
ZJDF5T, P, 3, 8, 17, inf
07IEUN, G, 2, 14, 17, inf
ZJDF5T, R, 3, 0, 17, inf
07IEUN, G, 2, 14, 17, inf
ZJDF5T, Y, 3, 14, 17, inf
07IEUN, G, 2, 14, 17, inf
BOT7AR, B, 1, 14, 17, inf
I8FN8E, G, 0, 17, 17, inf
BOT7AR, G, 1, inf, 17, inf
07IEUN, B, 2, -inf, 17, inf
2H6MB0, G, 3, 1, 17, inf
07IEUN, B, 2, 1, 17, inf
2H6MB0, O, 3, 11, 17, inf
07IEUN, B, 2, 11, 17, inf
2H6MB0, P, 3, 5, 17, inf
07IEUN, B, 2, 11, 17, inf
2H6MB0, R, 3, -3, 17, inf
07IEUN, B, 2, 11, 17, inf
2H6MB0, Y, 3, 11, 17, inf
07IEUN, B, 2, 11, 17, inf
4Z17JZ, G, 3, 1, 17, inf
07IEUN, B, 2, 11, 17, inf
4Z17JZ, O, 3, 11, 17, inf
07IEUN, B, 2, 11, 17, inf
4Z17JZ, P, 3, 5, 17, inf
07IEUN, B, 2, 11, 17, inf
4Z17JZ, R, 3, -3, 17, inf
07IEUN, B, 2, 11, 17, inf
4Z17JZ, Y, 3, 11, 17, inf
07IEUN, B, 2, 11, 17, inf
5CYYAN, G, 3, 1, 17, inf
07IEUN, B, 2, 11, 17, inf
5CYYAN, O, 3, 11, 17, inf
07IEUN, B, 2, 11, 17, inf
5CYYAN, P, 3, 5, 17, inf
07IEUN, B, 2, 11, 17, inf
5CYYAN, R, 3, -3, 17, inf
07IEUN, B, 2, 11, 17, inf
5CYYAN, Y, 3, 11, 17, inf
07IEUN, B, 2, 11, 17, inf
7MBE9K, G, 3, 1, 17, inf
07IEUN, B, 2, 11, 17, inf
7MBE9K, O, 3, 11, 17, inf
07IEUN, B, 2, 11, 17, inf
7MBE9K, P, 3, 5, 17, inf
07IEUN, B, 2, 11, 17, inf
7MBE9K, R, 3, -3, 17, inf
07IEUN, B, 2, 11, 17, inf
7MBE9K, Y, 3, 11, 17, inf
07IEUN, B, 2, 11, 17, inf
9V2BM8, B, 3, 3, 17, inf
07IEUN, B, 2, 11, 17, inf
9V2BM8, O, 3, 11, 17, inf
07IEUN, B, 2, 11, 17, inf
9V2BM8, P, 3, 5, 17, inf
07IEUN, B, 2, 11, 17, inf
9V2BM8, Y, 3, 11, 17, inf
07IEUN, B, 2, 11, 17, inf
BF3WFX, B, 3, 3, 17, inf
07IEUN, B, 2, 11, 17, inf
BF3WFX, O, 3, 11, 17, inf
07IEUN, B, 2, 11, 17, inf
BF3WFX, P, 3, 5, 17, inf
07IEUN, B, 2, 11, 17, inf
BF3WFX, Y, 3, 11, 17, inf
07IEUN, B, 2, 11, 17, inf
V7KIEU, B, 3, 3, 17, inf
07IEUN, B, 2, 11, 17, inf
V7KIEU, O, 3, 11, 17, inf
07IEUN, B, 2, 11, 17, inf
V7KIEU, P, 3, 5, 17, inf
07IEUN, B, 2, 11, 17, inf
V7KIEU, R, 3, -3, 17, inf
07IEUN, B, 2, 11, 17, inf
V7KIEU, Y, 3, 11, 17, inf
07IEUN, B, 2, 11, 17, inf
ZJDF5T, B, 3, 3, 17, inf
07IEUN, B, 2, 11, 17, inf
ZJDF5T, O, 3, 11, 17, inf
07IEUN, B, 2, 11, 17, inf
ZJDF5T, P, 3, 5, 17, inf
07IEUN, B, 2, 11, 17, inf
ZJDF5T, R, 3, -3, 17, inf
07IEUN, B, 2, 11, 17, inf
ZJDF5T, Y, 3, 11, 17, inf
07IEUN, B, 2, 11, 17, inf
BOT7AR, G, 1, 11, 17, inf
I8FN8E, G, 0, 17, 17, inf
BOT7AR, O, 1, inf, 17, inf
07IEUN, B, 2, -inf, 17, inf
2H6MB0, G, 3, 11, 17, inf
07IEUN, B, 2, 11, 17, inf
2H6MB0, O, 3, 21, 17, inf
07IEUN, B, 2, 21, 21, inf
2H6MB0, P, 3, 15, 21, inf
07IEUN, B, 2, 21, 21, inf
2H6MB0, R, 3, 7, 21, inf
07IEUN, B, 2, 21, 21, inf
2H6MB0, Y, 3, 21, 21, inf
07IEUN, B, 2, 21, 21, inf
4Z17JZ, G, 3, 11, 21, inf
07IEUN, B, 2, 21, 21, inf
4Z17JZ, O, 3, 21, 21, inf
07IEUN, B, 2, 21, 21, inf
4Z17JZ, P, 3, 15, 21, inf
07IEUN, B, 2, 21, 21, inf
4Z17JZ, R, 3, 7, 21, inf
07IEUN, B, 2, 21, 21, inf
4Z17JZ, Y, 3, 21, 21, inf
07IEUN, B, 2, 21, 21, inf
5CYYAN, G, 3, 11, 21, inf
07IEUN, B, 2, 21, 21, inf
5CYYAN, O, 3, 21, 21, inf
07IEUN, B, 2, 21, 21, inf
5CYYAN, P, 3, 15, 21, inf
07IEUN, B, 2, 21, 21, inf
5CYYAN, R, 3, 7, 21, inf
07IEUN, B, 2, 21, 21, inf
5CYYAN, Y, 3, 21, 21, inf
07IEUN, B, 2, 21, 21, inf
7MBE9K, G, 3, 11, 21, inf
07IEUN, B, 2, 21, 21, inf
7MBE9K, O, 3, 21, 21, inf
07IEUN, B, 2, 21, 21, inf
7MBE9K, P, 3, 15, 21, inf
07IEUN, B, 2, 21, 21, inf
7MBE9K, R, 3, 7, 21, inf
07IEUN, B, 2, 21, 21, inf
7MBE9K, Y, 3, 21, 21, inf
07IEUN, B, 2, 21, 21, inf
9V2BM8, B, 3, 13, 21, inf
07IEUN, B, 2, 21, 21, inf
9V2BM8, G, 3, 11, 21, inf
07IEUN, B, 2, 21, 21, inf
9V2BM8, P, 3, 15, 21, inf
07IEUN, B, 2, 21, 21, inf
9V2BM8, Y, 3, 21, 21, inf
07IEUN, B, 2, 21, 21, inf
BF3WFX, B, 3, 13, 21, inf
07IEUN, B, 2, 21, 21, inf
BF3WFX, G, 3, 11, 21, inf
07IEUN, B, 2, 21, 21, inf
BF3WFX, P, 3, 15, 21, inf
07IEUN, B, 2, 21, 21, inf
BF3WFX, Y, 3, 21, 21, inf
07IEUN, B, 2, 21, 21, inf
V7KIEU, B, 3, 13, 21, inf
07IEUN, B, 2, 21, 21, inf
V7KIEU, O, 3, 21, 21, inf
07IEUN, B, 2, 21, 21, inf
V7KIEU, P, 3, 15, 21, inf
07IEUN, B, 2, 21, 21, inf
V7KIEU, R, 3, 7, 21, inf
07IEUN, B, 2, 21, 21, inf
V7KIEU, Y, 3, 21, 21, inf
07IEUN, B, 2, 21, 21, inf
ZJDF5T, B, 3, 13, 21, inf
07IEUN, B, 2, 21, 21, inf
ZJDF5T, G, 3, 11, 21, inf
07IEUN, B, 2, 21, 21, inf
ZJDF5T, P, 3, 15, 21, inf
07IEUN, B, 2, 21, 21, inf
ZJDF5T, R, 3, 7, 21, inf
07IEUN, B, 2, 21, 21, inf
ZJDF5T, Y, 3, 21, 21, inf
07IEUN, B, 2, 21, 21, inf
BOT7AR, O, 1, 21, 17, 21
07IEUN, G, 2, -inf, 17, 21
2H6MB0, B, 3, 14, 17, 21
07IEUN, G, 2, 14, 17, 21
2H6MB0, O, 3, 22, 17, 21
07IEUN, G, 2, 22, 17, 21
BOT7AR, O, 1, 21, 17, 21
07IEUN, P, 2, -inf, 17, 21
2H6MB0, B, 3, 9, 17, 21
07IEUN, P, 2, 9, 17, 21
2H6MB0, G, 3, 7, 17, 21
07IEUN, P, 2, 9, 17, 21
2H6MB0, O, 3, 17, 17, 21
07IEUN, P, 2, 17, 17, 21
2H6MB0, R, 3, 3, 17, 21
07IEUN, P, 2, 17, 17, 21
2H6MB0, Y, 3, 17, 17, 21
07IEUN, P, 2, 17, 17, 21
4Z17JZ, B, 3, 9, 17, 21
07IEUN, P, 2, 17, 17, 21
4Z17JZ, G, 3, 7, 17, 21
07IEUN, P, 2, 17, 17, 21
4Z17JZ, O, 3, 17, 17, 21
07IEUN, P, 2, 17, 17, 21
4Z17JZ, R, 3, 3, 17, 21
07IEUN, P, 2, 17, 17, 21
4Z17JZ, Y, 3, 17, 17, 21
07IEUN, P, 2, 17, 17, 21
5CYYAN, B, 3, 9, 17, 21
07IEUN, P, 2, 17, 17, 21
5CYYAN, G, 3, 7, 17, 21
07IEUN, P, 2, 17, 17, 21
5CYYAN, O, 3, 17, 17, 21
07IEUN, P, 2, 17, 17, 21
5CYYAN, R, 3, 3, 17, 21
07IEUN, P, 2, 17, 17, 21
5CYYAN, Y, 3, 17, 17, 21
07IEUN, P, 2, 17, 17, 21
7MBE9K, B, 3, 9, 17, 21
07IEUN, P, 2, 17, 17, 21
7MBE9K, G, 3, 7, 17, 21
07IEUN, P, 2, 17, 17, 21
7MBE9K, O, 3, 17, 17, 21
07IEUN, P, 2, 17, 17, 21
7MBE9K, R, 3, 3, 17, 21
07IEUN, P, 2, 17, 17, 21
7MBE9K, Y, 3, 17, 17, 21
07IEUN, P, 2, 17, 17, 21
9V2BM8, B, 3, 9, 17, 21
07IEUN, P, 2, 17, 17, 21
9V2BM8, G, 3, 7, 17, 21
07IEUN, P, 2, 17, 17, 21
9V2BM8, P, 3, 11, 17, 21
07IEUN, P, 2, 17, 17, 21
9V2BM8, Y, 3, 17, 17, 21
07IEUN, P, 2, 17, 17, 21
BF3WFX, B, 3, 9, 17, 21
07IEUN, P, 2, 17, 17, 21
BF3WFX, G, 3, 7, 17, 21
07IEUN, P, 2, 17, 17, 21
BF3WFX, P, 3, 11, 17, 21
07IEUN, P, 2, 17, 17, 21
BF3WFX, Y, 3, 17, 17, 21
07IEUN, P, 2, 17, 17, 21
V7KIEU, B, 3, 9, 17, 21
07IEUN, P, 2, 17, 17, 21
V7KIEU, O, 3, 17, 17, 21
07IEUN, P, 2, 17, 17, 21
V7KIEU, P, 3, 11, 17, 21
07IEUN, P, 2, 17, 17, 21
V7KIEU, R, 3, 3, 17, 21
07IEUN, P, 2, 17, 17, 21
V7KIEU, Y, 3, 17, 17, 21
07IEUN, P, 2, 17, 17, 21
ZJDF5T, B, 3, 9, 17, 21
07IEUN, P, 2, 17, 17, 21
ZJDF5T, G, 3, 7, 17, 21
07IEUN, P, 2, 17, 17, 21
ZJDF5T, P, 3, 11, 17, 21
07IEUN, P, 2, 17, 17, 21
ZJDF5T, R, 3, 3, 17, 21
07IEUN, P, 2, 17, 17, 21
ZJDF5T, Y, 3, 17, 17, 21
07IEUN, P, 2, 17, 17, 21
BOT7AR, O, 1, 17, 17, 21
I8FN8E, G, 0, 17, 17, inf
BOT7AR, P, 1, inf, 17, inf
07IEUN, B, 2, -inf, 17, inf
2H6MB0, G, 3, 5, 17, inf
07IEUN, B, 2, 5, 17, inf
2H6MB0, O, 3, 15, 17, inf
07IEUN, B, 2, 15, 17, inf
2H6MB0, P, 3, 9, 17, inf
07IEUN, B, 2, 15, 17, inf
2H6MB0, R, 3, 1, 17, inf
07IEUN, B, 2, 15, 17, inf
2H6MB0, Y, 3, 15, 17, inf
07IEUN, B, 2, 15, 17, inf
4Z17JZ, G, 3, 5, 17, inf
07IEUN, B, 2, 15, 17, inf
4Z17JZ, O, 3, 15, 17, inf
07IEUN, B, 2, 15, 17, inf
4Z17JZ, P, 3, 9, 17, inf
07IEUN, B, 2, 15, 17, inf
4Z17JZ, R, 3, 1, 17, inf
07IEUN, B, 2, 15, 17, inf
4Z17JZ, Y, 3, 15, 17, inf
07IEUN, B, 2, 15, 17, inf
5CYYAN, G, 3, 5, 17, inf
07IEUN, B, 2, 15, 17, inf
5CYYAN, O, 3, 15, 17, inf
07IEUN, B, 2, 15, 17, inf
5CYYAN, P, 3, 9, 17, inf
07IEUN, B, 2, 15, 17, inf
5CYYAN, R, 3, 1, 17, inf
07IEUN, B, 2, 15, 17, inf
5CYYAN, Y, 3, 15, 17, inf
07IEUN, B, 2, 15, 17, inf
7MBE9K, G, 3, 5, 17, inf
07IEUN, B, 2, 15, 17, inf
7MBE9K, O, 3, 15, 17, inf
07IEUN, B, 2, 15, 17, inf
7MBE9K, P, 3, 9, 17, inf
07IEUN, B, 2, 15, 17, inf
7MBE9K, R, 3, 1, 17, inf
07IEUN, B, 2, 15, 17, inf
7MBE9K, Y, 3, 15, 17, inf
07IEUN, B, 2, 15, 17, inf
9V2BM8, B, 3, 7, 17, inf
07IEUN, B, 2, 15, 17, inf
9V2BM8, G, 3, 5, 17, inf
07IEUN, B, 2, 15, 17, inf
9V2BM8, O, 3, 15, 17, inf
07IEUN, B, 2, 15, 17, inf
9V2BM8, Y, 3, 15, 17, inf
07IEUN, B, 2, 15, 17, inf
BF3WFX, B, 3, 7, 17, inf
07IEUN, B, 2, 15, 17, inf
BF3WFX, G, 3, 5, 17, inf
07IEUN, B, 2, 15, 17, inf
BF3WFX, O, 3, 15, 17, inf
07IEUN, B, 2, 15, 17, inf
BF3WFX, Y, 3, 15, 17, inf
07IEUN, B, 2, 15, 17, inf
V7KIEU, B, 3, 7, 17, inf
07IEUN, B, 2, 15, 17, inf
V7KIEU, O, 3, 15, 17, inf
07IEUN, B, 2, 15, 17, inf
V7KIEU, P, 3, 9, 17, inf
07IEUN, B, 2, 15, 17, inf
V7KIEU, R, 3, 1, 17, inf
07IEUN, B, 2, 15, 17, inf
V7KIEU, Y, 3, 15, 17, inf
07IEUN, B, 2, 15, 17, inf
ZJDF5T, B, 3, 7, 17, inf
07IEUN, B, 2, 15, 17, inf
ZJDF5T, G, 3, 5, 17, inf
07IEUN, B, 2, 15, 17, inf
ZJDF5T, O, 3, 15, 17, inf
07IEUN, B, 2, 15, 17, inf
ZJDF5T, R, 3, 1, 17, inf
07IEUN, B, 2, 15, 17, inf
ZJDF5T, Y, 3, 15, 17, inf
07IEUN, B, 2, 15, 17, inf
BOT7AR, P, 1, 15, 17, inf
I8FN8E, G, 0, 17, 17, inf
BOT7AR, Y, 1, inf, 17, inf
07IEUN, B, 2, -inf, 17, inf
2H6MB0, G, 3, 11, 17, inf
07IEUN, B, 2, 11, 17, inf
2H6MB0, O, 3, 21, 17, inf
07IEUN, B, 2, 21, 21, inf
2H6MB0, P, 3, 15, 21, inf
07IEUN, B, 2, 21, 21, inf
2H6MB0, R, 3, 7, 21, inf
07IEUN, B, 2, 21, 21, inf
2H6MB0, Y, 3, 21, 21, inf
07IEUN, B, 2, 21, 21, inf
4Z17JZ, G, 3, 11, 21, inf
07IEUN, B, 2, 21, 21, inf
4Z17JZ, O, 3, 21, 21, inf
07IEUN, B, 2, 21, 21, inf
4Z17JZ, P, 3, 15, 21, inf
07IEUN, B, 2, 21, 21, inf
4Z17JZ, R, 3, 7, 21, inf
07IEUN, B, 2, 21, 21, inf
4Z17JZ, Y, 3, 21, 21, inf
07IEUN, B, 2, 21, 21, inf
5CYYAN, G, 3, 11, 21, inf
07IEUN, B, 2, 21, 21, inf
5CYYAN, O, 3, 21, 21, inf
07IEUN, B, 2, 21, 21, inf
5CYYAN, P, 3, 15, 21, inf
07IEUN, B, 2, 21, 21, inf
5CYYAN, R, 3, 7, 21, inf
07IEUN, B, 2, 21, 21, inf
5CYYAN, Y, 3, 21, 21, inf
07IEUN, B, 2, 21, 21, inf
7MBE9K, G, 3, 11, 21, inf
07IEUN, B, 2, 21, 21, inf
7MBE9K, O, 3, 21, 21, inf
07IEUN, B, 2, 21, 21, inf
7MBE9K, P, 3, 15, 21, inf
07IEUN, B, 2, 21, 21, inf
7MBE9K, R, 3, 7, 21, inf
07IEUN, B, 2, 21, 21, inf
7MBE9K, Y, 3, 21, 21, inf
07IEUN, B, 2, 21, 21, inf
9V2BM8, B, 3, 13, 21, inf
07IEUN, B, 2, 21, 21, inf
9V2BM8, G, 3, 11, 21, inf
07IEUN, B, 2, 21, 21, inf
9V2BM8, O, 3, 21, 21, inf
07IEUN, B, 2, 21, 21, inf
9V2BM8, P, 3, 15, 21, inf
07IEUN, B, 2, 21, 21, inf
BF3WFX, B, 3, 13, 21, inf
07IEUN, B, 2, 21, 21, inf
BF3WFX, G, 3, 11, 21, inf
07IEUN, B, 2, 21, 21, inf
BF3WFX, O, 3, 21, 21, inf
07IEUN, B, 2, 21, 21, inf
BF3WFX, P, 3, 15, 21, inf
07IEUN, B, 2, 21, 21, inf
V7KIEU, B, 3, 13, 21, inf
07IEUN, B, 2, 21, 21, inf
V7KIEU, O, 3, 21, 21, inf
07IEUN, B, 2, 21, 21, inf
V7KIEU, P, 3, 15, 21, inf
07IEUN, B, 2, 21, 21, inf
V7KIEU, R, 3, 7, 21, inf
07IEUN, B, 2, 21, 21, inf
V7KIEU, Y, 3, 21, 21, inf
07IEUN, B, 2, 21, 21, inf
ZJDF5T, B, 3, 13, 21, inf
07IEUN, B, 2, 21, 21, inf
ZJDF5T, G, 3, 11, 21, inf
07IEUN, B, 2, 21, 21, inf
ZJDF5T, O, 3, 21, 21, inf
07IEUN, B, 2, 21, 21, inf
ZJDF5T, P, 3, 15, 21, inf
07IEUN, B, 2, 21, 21, inf
ZJDF5T, R, 3, 7, 21, inf
07IEUN, B, 2, 21, 21, inf
BOT7AR, Y, 1, 21, 17, 21
07IEUN, G, 2, -inf, 17, 21
2H6MB0, B, 3, 14, 17, 21
07IEUN, G, 2, 14, 17, 21
2H6MB0, O, 3, 22, 17, 21
07IEUN, G, 2, 22, 17, 21
BOT7AR, Y, 1, 21, 17, 21
07IEUN, O, 2, -inf, 17, 21
2H6MB0, B, 3, 15, 17, 21
