BO0OV0, G, 0, -inf, -inf, inf
DPTQ4B, P, 3, 4, 8, inf
0ICMMK, B, 2, 8, 8, inf
DPTQ4B, R, 3, 7, 8, inf
0ICMMK, B, 2, 8, 8, inf
E3NTTL, B, 3, 6, 8, inf
0ICMMK, B, 2, 8, 8, inf
E3NTTL, G, 3, -1, 8, inf
0ICMMK, B, 2, 8, 8, inf
E3NTTL, O, 3, -3, 8, inf
0ICMMK, B, 2, 8, 8, inf
E3NTTL, P, 3, 4, 8, inf
0ICMMK, B, 2, 8, 8, inf
E3NTTL, R, 3, 7, 8, inf
0ICMMK, B, 2, 8, 8, inf
H9WYCE, O, 3, -3, 8, inf
0ICMMK, B, 2, 8, 8, inf
H9WYCE, P, 3, 4, 8, inf
0ICMMK, B, 2, 8, 8, inf
H9WYCE, R, 3, 7, 8, inf
0ICMMK, B, 2, 8, 8, inf
H9WYCE, Y, 3, 8, 8, inf
0ICMMK, B, 2, 8, 8, inf
HMIZVH, B, 3, 6, 8, inf
0ICMMK, B, 2, 8, 8, inf
HMIZVH, G, 3, -1, 8, inf
0ICMMK, B, 2, 8, 8, inf
HMIZVH, O, 3, -3, 8, inf
0ICMMK, B, 2, 8, 8, inf
HMIZVH, P, 3, 4, 8, inf
0ICMMK, B, 2, 8, 8, inf
HMIZVH, Y, 3, 8, 8, inf
0ICMMK, B, 2, 8, 8, inf
KS360P, B, 3, 6, 8, inf
0ICMMK, B, 2, 8, 8, inf
KS360P, O, 3, -3, 8, inf
0ICMMK, B, 2, 8, 8, inf
KS360P, P, 3, 4, 8, inf
0ICMMK, B, 2, 8, 8, inf
KS360P, R, 3, 7, 8, inf
0ICMMK, B, 2, 8, 8, inf
KS360P, Y, 3, 8, 8, inf
0ICMMK, B, 2, 8, 8, inf
MJKHEN, B, 3, 6, 8, inf
0ICMMK, B, 2, 8, 8, inf
MJKHEN, G, 3, -1, 8, inf
0ICMMK, B, 2, 8, 8, inf
MJKHEN, O, 3, -3, 8, inf
0ICMMK, B, 2, 8, 8, inf
MJKHEN, P, 3, 4, 8, inf
0ICMMK, B, 2, 8, 8, inf
MJKHEN, Y, 3, 8, 8, inf
0ICMMK, B, 2, 8, 8, inf
OKZKAX, B, 3, 6, 8, inf
0ICMMK, B, 2, 8, 8, inf
OKZKAX, G, 3, -1, 8, inf
0ICMMK, B, 2, 8, 8, inf
OKZKAX, O, 3, -3, 8, inf
0ICMMK, B, 2, 8, 8, inf
OKZKAX, P, 3, 4, 8, inf
0ICMMK, B, 2, 8, 8, inf
OKZKAX, R, 3, 7, 8, inf
0ICMMK, B, 2, 8, 8, inf
RYP5LU, B, 3, 6, 8, inf
0ICMMK, B, 2, 8, 8, inf
RYP5LU, G, 3, -1, 8, inf
0ICMMK, B, 2, 8, 8, inf
RYP5LU, O, 3, -3, 8, inf
0ICMMK, B, 2, 8, 8, inf
RYP5LU, P, 3, 4, 8, inf
0ICMMK, B, 2, 8, 8, inf
RYP5LU, Y, 3, 8, 8, inf
0ICMMK, B, 2, 8, 8, inf
S165KV, B, 3, 6, 8, inf
0ICMMK, B, 2, 8, 8, inf
S165KV, O, 3, -3, 8, inf
0ICMMK, B, 2, 8, 8, inf
S165KV, P, 3, 4, 8, inf
0ICMMK, B, 2, 8, 8, inf
S165KV, R, 3, 7, 8, inf
0ICMMK, B, 2, 8, 8, inf
S165KV, Y, 3, 8, 8, inf
0ICMMK, B, 2, 8, 8, inf
XCTWGU, B, 3, 6, 8, inf
0ICMMK, B, 2, 8, 8, inf
XCTWGU, G, 3, -1, 8, inf
0ICMMK, B, 2, 8, 8, inf
XCTWGU, O, 3, -3, 8, inf
0ICMMK, B, 2, 8, 8, inf
XCTWGU, P, 3, 4, 8, inf
0ICMMK, B, 2, 8, 8, inf
XCTWGU, Y, 3, 8, 8, inf
0ICMMK, B, 2, 8, 8, inf
YWE2XU, G, 3, -1, 8, inf
0ICMMK, B, 2, 8, 8, inf
YWE2XU, O, 3, -3, 8, inf
0ICMMK, B, 2, 8, 8, inf
YWE2XU, P, 3, 4, 8, inf
0ICMMK, B, 2, 8, 8, inf
YWE2XU, R, 3, 7, 8, inf
0ICMMK, B, 2, 8, 8, inf
YWE2XU, Y, 3, 8, 8, inf
0ICMMK, B, 2, 8, 8, inf
MN8GQC, Y, 1, 8, 4, 8
0ICMMK, O, 2, -inf, 4, 8
3EI3PD, B, 3, 8, 4, 8
0ICMMK, O, 2, 8, 4, 8
MN8GQC, Y, 1, 8, 4, 8
0ICMMK, P, 2, -inf, 4, 8
3EI3PD, B, 3, 13, 4, 8
0ICMMK, P, 2, 13, 4, 8
MN8GQC, Y, 1, 8, 4, 8
0ICMMK, R, 2, -inf, 4, 8
3EI3PD, B, 3, 7, 4, 8
0ICMMK, R, 2, 7, 7, 8
3EI3PD, O, 3, -2, 7, 8
0ICMMK, R, 2, 7, 7, 8
3EI3PD, P, 3, 5, 7, 8
0ICMMK, R, 2, 7, 7, 8
3EI3PD, Y, 3, 9, 7, 8
0ICMMK, R, 2, 9, 7, 8
MN8GQC, Y, 1, 8, 4, 8
0ICMMK, Y, 2, -inf, 4, 8
3EI3PD, B, 3, 4, 4, 8
0ICMMK, Y, 2, 4, 4, 8
3EI3PD, O, 3, -5, 4, 8
0ICMMK, Y, 2, 4, 4, 8
3EI3PD, P, 3, 2, 4, 8
0ICMMK, Y, 2, 4, 4, 8
3EI3PD, Y, 3, 6, 4, 8
0ICMMK, Y, 2, 6, 6, 8
3OBOG6, B, 3, 4, 6, 8
0ICMMK, Y, 2, 6, 6, 8
3OBOG6, G, 3, -3, 6, 8
0ICMMK, Y, 2, 6, 6, 8
3OBOG6, O, 3, -5, 6, 8
0ICMMK, Y, 2, 6, 6, 8
3OBOG6, P, 3, 2, 6, 8
0ICMMK, Y, 2, 6, 6, 8
3OBOG6, R, 3, 5, 6, 8
0ICMMK, Y, 2, 6, 6, 8
A5AZRE, B, 3, 4, 6, 8
0ICMMK, Y, 2, 6, 6, 8
A5AZRE, O, 3, -5, 6, 8
0ICMMK, Y, 2, 6, 6, 8
A5AZRE, P, 3, 2, 6, 8
0ICMMK, Y, 2, 6, 6, 8
B0JPZW, B, 3, 4, 6, 8
0ICMMK, Y, 2, 6, 6, 8
B0JPZW, G, 3, -3, 6, 8
0ICMMK, Y, 2, 6, 6, 8
B0JPZW, O, 3, -5, 6, 8
0ICMMK, Y, 2, 6, 6, 8
B0JPZW, P, 3, 2, 6, 8
0ICMMK, Y, 2, 6, 6, 8
B0JPZW, R, 3, 5, 6, 8
0ICMMK, Y, 2, 6, 6, 8
C8SJLP, B, 3, 4, 6, 8
0ICMMK, Y, 2, 6, 6, 8
C8SJLP, G, 3, -3, 6, 8
0ICMMK, Y, 2, 6, 6, 8
C8SJLP, O, 3, -5, 6, 8
0ICMMK, Y, 2, 6, 6, 8
C8SJLP, P, 3, 2, 6, 8
0ICMMK, Y, 2, 6, 6, 8
C8SJLP, R, 3, 5, 6, 8
0ICMMK, Y, 2, 6, 6, 8
DH4M4H, B, 3, 4, 6, 8
0ICMMK, Y, 2, 6, 6, 8
DH4M4H, G, 3, -3, 6, 8
0ICMMK, Y, 2, 6, 6, 8
DH4M4H, O, 3, -5, 6, 8
0ICMMK, Y, 2, 6, 6, 8
DH4M4H, P, 3, 2, 6, 8
0ICMMK, Y, 2, 6, 6, 8
DH4M4H, R, 3, 5, 6, 8
0ICMMK, Y, 2, 6, 6, 8
DPTQ4B, B, 3, 4, 6, 8
0ICMMK, Y, 2, 6, 6, 8
DPTQ4B, O, 3, -5, 6, 8
0ICMMK, Y, 2, 6, 6, 8
DPTQ4B, P, 3, 2, 6, 8
0ICMMK, Y, 2, 6, 6, 8
DPTQ4B, R, 3, 5, 6, 8
0ICMMK, Y, 2, 6, 6, 8
E3NTTL, B, 3, 4, 6, 8
0ICMMK, Y, 2, 6, 6, 8
E3NTTL, G, 3, -3, 6, 8
0ICMMK, Y, 2, 6, 6, 8
E3NTTL, O, 3, -5, 6, 8
0ICMMK, Y, 2, 6, 6, 8
E3NTTL, P, 3, 2, 6, 8
0ICMMK, Y, 2, 6, 6, 8
E3NTTL, R, 3, 5, 6, 8
0ICMMK, Y, 2, 6, 6, 8
H9WYCE, B, 3, 4, 6, 8
0ICMMK, Y, 2, 6, 6, 8
H9WYCE, O, 3, -5, 6, 8
0ICMMK, Y, 2, 6, 6, 8
H9WYCE, P, 3, 2, 6, 8
0ICMMK, Y, 2, 6, 6, 8
H9WYCE, R, 3, 5, 6, 8
0ICMMK, Y, 2, 6, 6, 8
HMIZVH, B, 3, 4, 6, 8
0ICMMK, Y, 2, 6, 6, 8
HMIZVH, G, 3, -3, 6, 8
0ICMMK, Y, 2, 6, 6, 8
HMIZVH, O, 3, -5, 6, 8
0ICMMK, Y, 2, 6, 6, 8
HMIZVH, P, 3, 2, 6, 8
0ICMMK, Y, 2, 6, 6, 8
HMIZVH, Y, 3, 6, 6, 8
0ICMMK, Y, 2, 6, 6, 8
KS360P, B, 3, 4, 6, 8
0ICMMK, Y, 2, 6, 6, 8
KS360P, O, 3, -5, 6, 8
0ICMMK, Y, 2, 6, 6, 8
KS360P, P, 3, 2, 6, 8
0ICMMK, Y, 2, 6, 6, 8
KS360P, R, 3, 5, 6, 8
0ICMMK, Y, 2, 6, 6, 8
KS360P, Y, 3, 6, 6, 8
0ICMMK, Y, 2, 6, 6, 8
MJKHEN, B, 3, 4, 6, 8
0ICMMK, Y, 2, 6, 6, 8
MJKHEN, G, 3, -3, 6, 8
0ICMMK, Y, 2, 6, 6, 8
MJKHEN, O, 3, -5, 6, 8
0ICMMK, Y, 2, 6, 6, 8
MJKHEN, P, 3, 2, 6, 8
0ICMMK, Y, 2, 6, 6, 8
MJKHEN, Y, 3, 6, 6, 8
0ICMMK, Y, 2, 6, 6, 8
OKZKAX, B, 3, 4, 6, 8
0ICMMK, Y, 2, 6, 6, 8
OKZKAX, G, 3, -3, 6, 8
0ICMMK, Y, 2, 6, 6, 8
OKZKAX, O, 3, -5, 6, 8
0ICMMK, Y, 2, 6, 6, 8
OKZKAX, P, 3, 2, 6, 8
0ICMMK, Y, 2, 6, 6, 8
OKZKAX, R, 3, 5, 6, 8
0ICMMK, Y, 2, 6, 6, 8
RYP5LU, B, 3, 4, 6, 8
0ICMMK, Y, 2, 6, 6, 8
RYP5LU, G, 3, -3, 6, 8
0ICMMK, Y, 2, 6, 6, 8
RYP5LU, O, 3, -5, 6, 8
0ICMMK, Y, 2, 6, 6, 8
RYP5LU, P, 3, 2, 6, 8
0ICMMK, Y, 2, 6, 6, 8
RYP5LU, Y, 3, 6, 6, 8
0ICMMK, Y, 2, 6, 6, 8
S165KV, B, 3, 4, 6, 8
0ICMMK, Y, 2, 6, 6, 8
S165KV, O, 3, -5, 6, 8
0ICMMK, Y, 2, 6, 6, 8
S165KV, P, 3, 2, 6, 8
0ICMMK, Y, 2, 6, 6, 8
S165KV, R, 3, 5, 6, 8
0ICMMK, Y, 2, 6, 6, 8
S165KV, Y, 3, 6, 6, 8
0ICMMK, Y, 2, 6, 6, 8
XCTWGU, B, 3, 4, 6, 8
0ICMMK, Y, 2, 6, 6, 8
XCTWGU, G, 3, -3, 6, 8
0ICMMK, Y, 2, 6, 6, 8
XCTWGU, O, 3, -5, 6, 8
0ICMMK, Y, 2, 6, 6, 8
XCTWGU, P, 3, 2, 6, 8
0ICMMK, Y, 2, 6, 6, 8
XCTWGU, Y, 3, 6, 6, 8
0ICMMK, Y, 2, 6, 6, 8
YWE2XU, B, 3, 4, 6, 8
0ICMMK, Y, 2, 6, 6, 8
YWE2XU, G, 3, -3, 6, 8
0ICMMK, Y, 2, 6, 6, 8
YWE2XU, O, 3, -5, 6, 8
0ICMMK, Y, 2, 6, 6, 8
YWE2XU, P, 3, 2, 6, 8
0ICMMK, Y, 2, 6, 6, 8
YWE2XU, R, 3, 5, 6, 8
0ICMMK, Y, 2, 6, 6, 8
MN8GQC, Y, 1, 6, 4, 6
3EI3PD, B, 2, -inf, 4, 6
0ICMMK, B, 3, 6, 4, 6
3EI3PD, B, 2, 6, 4, 6
MN8GQC, Y, 1, 6, 4, 6
3EI3PD, O, 2, -inf, 4, 6
0ICMMK, B, 3, 8, 4, 6
3EI3PD, O, 2, 8, 4, 6
MN8GQC, Y, 1, 6, 4, 6
3EI3PD, P, 2, -inf, 4, 6
0ICMMK, B, 3, 13, 4, 6
3EI3PD, P, 2, 13, 4, 6
MN8GQC, Y, 1, 6, 4, 6
3EI3PD, Y, 2, -inf, 4, 6
0ICMMK, B, 3, 4, 4, 6
3EI3PD, Y, 2, 4, 4, 6
0ICMMK, O, 3, -5, 4, 6
3EI3PD, Y, 2, 4, 4, 6
0ICMMK, P, 3, 2, 4, 6
3EI3PD, Y, 2, 4, 4, 6
0ICMMK, R, 3, 5, 4, 6
3EI3PD, Y, 2, 5, 5, 6
0ICMMK, Y, 3, 6, 5, 6
3EI3PD, Y, 2, 6, 5, 6
MN8GQC, Y, 1, 6, 4, 6
A5AZRE, B, 2, -inf, 4, 6
0ICMMK, B, 3, 6, 4, 6
A5AZRE, B, 2, 6, 4, 6
MN8GQC, Y, 1, 6, 4, 6
A5AZRE, O, 2, -inf, 4, 6
0ICMMK, B, 3, 8, 4, 6
A5AZRE, O, 2, 8, 4, 6
MN8GQC, Y, 1, 6, 4, 6
A5AZRE, P, 2, -inf, 4, 6
0ICMMK, B, 3, 13, 4, 6
A5AZRE, P, 2, 13, 4, 6
MN8GQC, Y, 1, 6, 4, 6
C8SJLP, B, 2, -inf, 4, 6
0ICMMK, B, 3, 6, 4, 6
C8SJLP, B, 2, 6, 4, 6
MN8GQC, Y, 1, 6, 4, 6
C8SJLP, G, 2, -inf, 4, 6
0ICMMK, B, 3, 2, 4, 6
C8SJLP, G, 2, 2, 4, 6
0ICMMK, O, 3, -7, 4, 6
C8SJLP, G, 2, 2, 4, 6
0ICMMK, P, 3, 0, 4, 6
C8SJLP, G, 2, 2, 4, 6
0ICMMK, R, 3, 3, 4, 6
C8SJLP, G, 2, 3, 4, 6
0ICMMK, Y, 3, 4, 4, 6
C8SJLP, G, 2, 4, 4, 6
3EI3PD, B, 3, 2, 4, 6
C8SJLP, G, 2, 4, 4, 6
3EI3PD, O, 3, -7, 4, 6
C8SJLP, G, 2, 4, 4, 6
3EI3PD, P, 3, 0, 4, 6
C8SJLP, G, 2, 4, 4, 6
3EI3PD, Y, 3, 4, 4, 6
C8SJLP, G, 2, 4, 4, 6
8Y4GSN, B, 3, 2, 4, 6
C8SJLP, G, 2, 4, 4, 6
8Y4GSN, O, 3, -7, 4, 6
C8SJLP, G, 2, 4, 4, 6
8Y4GSN, P, 3, 0, 4, 6
C8SJLP, G, 2, 4, 4, 6
8Y4GSN, R, 3, 3, 4, 6
C8SJLP, G, 2, 4, 4, 6
8Y4GSN, Y, 3, 4, 4, 6
C8SJLP, G, 2, 4, 4, 6
A5AZRE, B, 3, 2, 4, 6
C8SJLP, G, 2, 4, 4, 6
A5AZRE, O, 3, -7, 4, 6
C8SJLP, G, 2, 4, 4, 6
A5AZRE, P, 3, 0, 4, 6
C8SJLP, G, 2, 4, 4, 6
DH4M4H, B, 3, 2, 4, 6
C8SJLP, G, 2, 4, 4, 6
DH4M4H, G, 3, -5, 4, 6
C8SJLP, G, 2, 4, 4, 6
DH4M4H, O, 3, -7, 4, 6
C8SJLP, G, 2, 4, 4, 6
DH4M4H, P, 3, 0, 4, 6
C8SJLP, G, 2, 4, 4, 6
DH4M4H, R, 3, 3, 4, 6
C8SJLP, G, 2, 4, 4, 6
DPTQ4B, B, 3, 2, 4, 6
C8SJLP, G, 2, 4, 4, 6
DPTQ4B, O, 3, -7, 4, 6
C8SJLP, G, 2, 4, 4, 6
DPTQ4B, P, 3, 0, 4, 6
C8SJLP, G, 2, 4, 4, 6
DPTQ4B, R, 3, 3, 4, 6
C8SJLP, G, 2, 4, 4, 6
E3NTTL, B, 3, 2, 4, 6
C8SJLP, G, 2, 4, 4, 6
E3NTTL, G, 3, -5, 4, 6
C8SJLP, G, 2, 4, 4, 6
E3NTTL, O, 3, -7, 4, 6
C8SJLP, G, 2, 4, 4, 6
E3NTTL, P, 3, 0, 4, 6
C8SJLP, G, 2, 4, 4, 6
E3NTTL, R, 3, 3, 4, 6
C8SJLP, G, 2, 4, 4, 6
H9WYCE, B, 3, 2, 4, 6
C8SJLP, G, 2, 4, 4, 6
H9WYCE, O, 3, -7, 4, 6
C8SJLP, G, 2, 4, 4, 6
H9WYCE, P, 3, 0, 4, 6
C8SJLP, G, 2, 4, 4, 6
H9WYCE, R, 3, 3, 4, 6
C8SJLP, G, 2, 4, 4, 6
H9WYCE, Y, 3, 4, 4, 6
C8SJLP, G, 2, 4, 4, 6
HMIZVH, B, 3, 2, 4, 6
C8SJLP, G, 2, 4, 4, 6
HMIZVH, G, 3, -5, 4, 6
C8SJLP, G, 2, 4, 4, 6
HMIZVH, O, 3, -7, 4, 6
C8SJLP, G, 2, 4, 4, 6
HMIZVH, P, 3, 0, 4, 6
C8SJLP, G, 2, 4, 4, 6
HMIZVH, Y, 3, 4, 4, 6
C8SJLP, G, 2, 4, 4, 6
KS360P, B, 3, 2, 4, 6
C8SJLP, G, 2, 4, 4, 6
KS360P, O, 3, -7, 4, 6
C8SJLP, G, 2, 4, 4, 6
KS360P, P, 3, 0, 4, 6
C8SJLP, G, 2, 4, 4, 6
KS360P, R, 3, 3, 4, 6
C8SJLP, G, 2, 4, 4, 6
KS360P, Y, 3, 4, 4, 6
C8SJLP, G, 2, 4, 4, 6
MJKHEN, B, 3, 2, 4, 6
C8SJLP, G, 2, 4, 4, 6
MJKHEN, G, 3, -5, 4, 6
C8SJLP, G, 2, 4, 4, 6
MJKHEN, O, 3, -7, 4, 6
C8SJLP, G, 2, 4, 4, 6
MJKHEN, P, 3, 0, 4, 6
C8SJLP, G, 2, 4, 4, 6
MJKHEN, Y, 3, 4, 4, 6
C8SJLP, G, 2, 4, 4, 6
OKZKAX, B, 3, 2, 4, 6
C8SJLP, G, 2, 4, 4, 6
OKZKAX, G, 3, -5, 4, 6
C8SJLP, G, 2, 4, 4, 6
OKZKAX, O, 3, -7, 4, 6
C8SJLP, G, 2, 4, 4, 6
OKZKAX, P, 3, 0, 4, 6
C8SJLP, G, 2, 4, 4, 6
OKZKAX, R, 3, 3, 4, 6
C8SJLP, G, 2, 4, 4, 6
RYP5LU, B, 3, 2, 4, 6
C8SJLP, G, 2, 4, 4, 6
RYP5LU, G, 3, -5, 4, 6
C8SJLP, G, 2, 4, 4, 6
RYP5LU, O, 3, -7, 4, 6
C8SJLP, G, 2, 4, 4, 6
RYP5LU, P, 3, 0, 4, 6
C8SJLP, G, 2, 4, 4, 6
RYP5LU, Y, 3, 4, 4, 6
C8SJLP, G, 2, 4, 4, 6
S165KV, B, 3, 2, 4, 6
C8SJLP, G, 2, 4, 4, 6
S165KV, O, 3, -7, 4, 6
C8SJLP, G, 2, 4, 4, 6
S165KV, P, 3, 0, 4, 6
C8SJLP, G, 2, 4, 4, 6
S165KV, R, 3, 3, 4, 6
C8SJLP, G, 2, 4, 4, 6
S165KV, Y, 3, 4, 4, 6
C8SJLP, G, 2, 4, 4, 6
XCTWGU, B, 3, 2, 4, 6
C8SJLP, G, 2, 4, 4, 6
XCTWGU, O, 3, -7, 4, 6
C8SJLP, G, 2, 4, 4, 6
XCTWGU, P, 3, 0, 4, 6
C8SJLP, G, 2, 4, 4, 6
XCTWGU, Y, 3, 4, 4, 6
C8SJLP, G, 2, 4, 4, 6
MN8GQC, Y, 1, 4, 4, 6
BO0OV0, G, 0, 4, 4, inf
RYP5LU, B, 1, inf, 4, inf
0ICMMK, B, 2, -inf, 4, inf
3EI3PD, B, 3, 4, 4, inf
0ICMMK, B, 2, 4, 4, inf
3EI3PD, O, 3, -5, 4, inf
0ICMMK, B, 2, 4, 4, inf
3EI3PD, P, 3, 2, 4, inf
0ICMMK, B, 2, 4, 4, inf
3EI3PD, Y, 3, 6, 4, inf
0ICMMK, B, 2, 6, 6, inf
3OBOG6, G, 3, -3, 6, inf
0ICMMK, B, 2, 6, 6, inf
3OBOG6, O, 3, -5, 6, inf
0ICMMK, B, 2, 6, 6, inf
3OBOG6, P, 3, 2, 6, inf
0ICMMK, B, 2, 6, 6, inf
3OBOG6, R, 3, 5, 6, inf
0ICMMK, B, 2, 6, 6, inf
3OBOG6, Y, 3, 6, 6, inf
0ICMMK, B, 2, 6, 6, inf
A5AZRE, B, 3, 4, 6, inf
0ICMMK, B, 2, 6, 6, inf
A5AZRE, O, 3, -5, 6, inf
0ICMMK, B, 2, 6, 6, inf
A5AZRE, P, 3, 2, 6, inf
0ICMMK, B, 2, 6, 6, inf
A5AZRE, Y, 3, 6, 6, inf
0ICMMK, B, 2, 6, 6, inf
B0JPZW, G, 3, -3, 6, inf
0ICMMK, B, 2, 6, 6, inf
B0JPZW, O, 3, -5, 6, inf
0ICMMK, B, 2, 6, 6, inf
B0JPZW, P, 3, 2, 6, inf
0ICMMK, B, 2, 6, 6, inf
B0JPZW, R, 3, 5, 6, inf
0ICMMK, B, 2, 6, 6, inf
B0JPZW, Y, 3, 6, 6, inf
0ICMMK, B, 2, 6, 6, inf
DH4M4H, G, 3, -3, 6, inf
0ICMMK, B, 2, 6, 6, inf
DH4M4H, O, 3, -5, 6, inf
0ICMMK, B, 2, 6, 6, inf
DH4M4H, P, 3, 2, 6, inf
0ICMMK, B, 2, 6, 6, inf
DH4M4H, R, 3, 5, 6, inf
0ICMMK, B, 2, 6, 6, inf
DH4M4H, Y, 3, 6, 6, inf
0ICMMK, B, 2, 6, 6, inf
DPTQ4B, B, 3, 4, 6, inf
0ICMMK, B, 2, 6, 6, inf
DPTQ4B, O, 3, -5, 6, inf
0ICMMK, B, 2, 6, 6, inf
DPTQ4B, P, 3, 2, 6, inf
0ICMMK, B, 2, 6, 6, inf
DPTQ4B, R, 3, 5, 6, inf
0ICMMK, B, 2, 6, 6, inf
DPTQ4B, Y, 3, 6, 6, inf
0ICMMK, B, 2, 6, 6, inf
F19HEQ, G, 3, -3, 6, inf
0ICMMK, B, 2, 6, 6, inf
F19HEQ, O, 3, -5, 6, inf
0ICMMK, B, 2, 6, 6, inf
F19HEQ, P, 3, 2, 6, inf
0ICMMK, B, 2, 6, 6, inf
F19HEQ, R, 3, 5, 6, inf
0ICMMK, B, 2, 6, 6, inf
F19HEQ, Y, 3, 6, 6, inf
0ICMMK, B, 2, 6, 6, inf
H9WYCE, O, 3, -5, 6, inf
0ICMMK, B, 2, 6, 6, inf
H9WYCE, P, 3, 2, 6, inf
0ICMMK, B, 2, 6, 6, inf
H9WYCE, R, 3, 5, 6, inf
0ICMMK, B, 2, 6, 6, inf
H9WYCE, Y, 3, 6, 6, inf
0ICMMK, B, 2, 6, 6, inf
HMIZVH, B, 3, 4, 6, inf
0ICMMK, B, 2, 6, 6, inf
HMIZVH, G, 3, -3, 6, inf
0ICMMK, B, 2, 6, 6, inf
HMIZVH, O, 3, -5, 6, inf
0ICMMK, B, 2, 6, 6, inf
HMIZVH, P, 3, 2, 6, inf
0ICMMK, B, 2, 6, 6, inf
HMIZVH, Y, 3, 6, 6, inf
0ICMMK, B, 2, 6, 6, inf
KS360P, B, 3, 4, 6, inf
0ICMMK, B, 2, 6, 6, inf
KS360P, O, 3, -5, 6, inf
0ICMMK, B, 2, 6, 6, inf
KS360P, P, 3, 2, 6, inf
0ICMMK, B, 2, 6, 6, inf
KS360P, R, 3, 5, 6, inf
0ICMMK, B, 2, 6, 6, inf
KS360P, Y, 3, 6, 6, inf
0ICMMK, B, 2, 6, 6, inf
MJKHEN, B, 3, 4, 6, inf
0ICMMK, B, 2, 6, 6, inf
MJKHEN, G, 3, -3, 6, inf
0ICMMK, B, 2, 6, 6, inf
MJKHEN, O, 3, -5, 6, inf
0ICMMK, B, 2, 6, 6, inf
MJKHEN, P, 3, 2, 6, inf
0ICMMK, B, 2, 6, 6, inf
MJKHEN, Y, 3, 6, 6, inf
0ICMMK, B, 2, 6, 6, inf
MN8GQC, B, 3, 4, 6, inf
0ICMMK, B, 2, 6, 6, inf
MN8GQC, O, 3, -5, 6, inf
0ICMMK, B, 2, 6, 6, inf
MN8GQC, P, 3, 2, 6, inf
0ICMMK, B, 2, 6, 6, inf
MN8GQC, R, 3, 5, 6, inf
0ICMMK, B, 2, 6, 6, inf
MN8GQC, Y, 3, 6, 6, inf
0ICMMK, B, 2, 6, 6, inf
S165KV, B, 3, 4, 6, inf
0ICMMK, B, 2, 6, 6, inf
S165KV, O, 3, -5, 6, inf
0ICMMK, B, 2, 6, 6, inf
S165KV, P, 3, 2, 6, inf
0ICMMK, B, 2, 6, 6, inf
S165KV, R, 3, 5, 6, inf
0ICMMK, B, 2, 6, 6, inf
S165KV, Y, 3, 6, 6, inf
0ICMMK, B, 2, 6, 6, inf
VX28B9, G, 3, -3, 6, inf
0ICMMK, B, 2, 6, 6, inf
VX28B9, O, 3, -5, 6, inf
0ICMMK, B, 2, 6, 6, inf
VX28B9, P, 3, 2, 6, inf
0ICMMK, B, 2, 6, 6, inf
VX28B9, R, 3, 5, 6, inf
0ICMMK, B, 2, 6, 6, inf
VX28B9, Y, 3, 6, 6, inf
0ICMMK, B, 2, 6, 6, inf
XCTWGU, G, 3, -3, 6, inf
0ICMMK, B, 2, 6, 6, inf
XCTWGU, O, 3, -5, 6, inf
0ICMMK, B, 2, 6, 6, inf
XCTWGU, P, 3, 2, 6, inf
0ICMMK, B, 2, 6, 6, inf
XCTWGU, Y, 3, 6, 6, inf
0ICMMK, B, 2, 6, 6, inf
YI73SX, G, 3, -3, 6, inf
0ICMMK, B, 2, 6, 6, inf
YI73SX, O, 3, -5, 6, inf
0ICMMK, B, 2, 6, 6, inf
YI73SX, P, 3, 2, 6, inf
0ICMMK, B, 2, 6, 6, inf
YI73SX, R, 3, 5, 6, inf
0ICMMK, B, 2, 6, 6, inf
YI73SX, Y, 3, 6, 6, inf
0ICMMK, B, 2, 6, 6, inf
YWE2XU, G, 3, -3, 6, inf
0ICMMK, B, 2, 6, 6, inf
YWE2XU, O, 3, -5, 6, inf
0ICMMK, B, 2, 6, 6, inf
YWE2XU, P, 3, 2, 6, inf
0ICMMK, B, 2, 6, 6, inf
YWE2XU, R, 3, 5, 6, inf
0ICMMK, B, 2, 6, 6, inf
YWE2XU, Y, 3, 6, 6, inf
0ICMMK, B, 2, 6, 6, inf
RYP5LU, B, 1, 6, 4, 6
0ICMMK, O, 2, -inf, 4, 6
3EI3PD, B, 3, 6, 4, 6
0ICMMK, O, 2, 6, 4, 6
RYP5LU, B, 1, 6, 4, 6
0ICMMK, P, 2, -inf, 4, 6
3EI3PD, B, 3, 11, 4, 6
0ICMMK, P, 2, 11, 4, 6
RYP5LU, B, 1, 6, 4, 6
0ICMMK, R, 2, -inf, 4, 6
3EI3PD, B, 3, 5, 4, 6
0ICMMK, R, 2, 5, 5, 6
3EI3PD, O, 3, -4, 5, 6
0ICMMK, R, 2, 5, 5, 6
3EI3PD, P, 3, 3, 5, 6
0ICMMK, R, 2, 5, 5, 6
3EI3PD, Y, 3, 7, 5, 6
0ICMMK, R, 2, 7, 5, 6
RYP5LU, B, 1, 6, 4, 6
0ICMMK, Y, 2, -inf, 4, 6
3EI3PD, B, 3, 2, 4, 6
0ICMMK, Y, 2, 2, 4, 6
3EI3PD, O, 3, -7, 4, 6
0ICMMK, Y, 2, 2, 4, 6
3EI3PD, P, 3, 0, 4, 6
0ICMMK, Y, 2, 2, 4, 6
3EI3PD, Y, 3, 4, 4, 6
0ICMMK, Y, 2, 4, 4, 6
3OBOG6, B, 3, 2, 4, 6
0ICMMK, Y, 2, 4, 4, 6
