MXFI3W, G, 0, -inf, -inf, inf
15RP8U, B, 2, -4, -4, inf
OQP6DR, B, 3, inf, -4, inf
9YZSQ5, R, 4, 6, -4, inf
OQP6DR, B, 3, 6, -4, 6
CU7BOC, R, 4, 6, -4, 6
OQP6DR, B, 3, 6, -4, 6
FOQ0EN, R, 4, 6, -4, 6
OQP6DR, B, 3, 6, -4, 6
I7NJQU, G, 4, -5, -4, 6
OQP6DR, B, 3, -5, -4, 6
15RP8U, B, 2, -4, -4, inf
PLUABQ, B, 3, inf, -4, inf
9YZSQ5, B, 4, 7, -4, inf
PLUABQ, B, 3, 7, -4, 7
9YZSQ5, R, 4, 6, -4, 7
PLUABQ, B, 3, 6, -4, 6
CU7BOC, R, 4, 6, -4, 6
PLUABQ, B, 3, 6, -4, 6
DDQ3KD, B, 4, 7, -4, 6
PLUABQ, B, 3, 6, -4, 6
FOQ0EN, B, 4, 7, -4, 6
PLUABQ, B, 3, 6, -4, 6
FOQ0EN, R, 4, 6, -4, 6
PLUABQ, B, 3, 6, -4, 6
I7NJQU, G, 4, -5, -4, 6
PLUABQ, B, 3, -5, -4, 6
15RP8U, B, 2, -4, -4, inf
QZ8R48, R, 3, inf, -4, inf
9YZSQ5, B, 4, 8, -4, inf
QZ8R48, R, 3, 8, -4, 8
9YZSQ5, R, 4, 7, -4, 8
QZ8R48, R, 3, 7, -4, 7
CU7BOC, R, 4, 7, -4, 7
QZ8R48, R, 3, 7, -4, 7
DDQ3KD, B, 4, 8, -4, 7
QZ8R48, R, 3, 7, -4, 7
FOQ0EN, B, 4, 8, -4, 7
QZ8R48, R, 3, 7, -4, 7
I7NJQU, G, 4, -4, -4, 7
QZ8R48, R, 3, -4, -4, 7
15RP8U, B, 2, -4, -4, inf
RRCAVS, B, 3, inf, -4, inf
328VUA, G, 4, -5, -4, inf
RRCAVS, B, 3, -5, -4, inf
15RP8U, B, 2, -4, -4, inf
RRCAVS, R, 3, inf, -4, inf
328VUA, B, 4, 8, -4, inf
RRCAVS, R, 3, 8, -4, 8
328VUA, G, 4, -4, -4, 8
RRCAVS, R, 3, -4, -4, 8
15RP8U, B, 2, -4, -4, inf
XIMKGA, B, 3, inf, -4, inf
9YZSQ5, B, 4, 7, -4, inf
XIMKGA, B, 3, 7, -4, 7
9YZSQ5, R, 4, 6, -4, 7
XIMKGA, B, 3, 6, -4, 6
C6RXPH, G, 4, -5, -4, 6
XIMKGA, B, 3, -5, -4, 6
15RP8U, B, 2, -4, -4, inf
XIMKGA, R, 3, inf, -4, inf
9YZSQ5, B, 4, 8, -4, inf
XIMKGA, R, 3, 8, -4, 8
9YZSQ5, R, 4, 7, -4, 8
XIMKGA, R, 3, 7, -4, 7
C6RXPH, B, 4, 8, -4, 7
XIMKGA, R, 3, 7, -4, 7
C6RXPH, G, 4, -4, -4, 7
XIMKGA, R, 3, -4, -4, 7
15RP8U, B, 2, -4, -4, inf
ZJDOS9, G, 3, inf, -4, inf
9YZSQ5, B, 4, 1, -4, inf
ZJDOS9, G, 3, 1, -4, 1
9YZSQ5, R, 4, 0, -4, 1
ZJDOS9, G, 3, 0, -4, 0
C6RXPH, B, 4, 1, -4, 0
ZJDOS9, G, 3, 0, -4, 0
C6RXPH, R, 4, 0, -4, 0
ZJDOS9, G, 3, 0, -4, 0
CU7BOC, R, 4, 0, -4, 0
ZJDOS9, G, 3, 0, -4, 0
DDQ3KD, B, 4, 1, -4, 0
ZJDOS9, G, 3, 0, -4, 0
FOQ0EN, B, 4, 1, -4, 0
ZJDOS9, G, 3, 0, -4, 0
FOQ0EN, R, 4, 0, -4, 0
ZJDOS9, G, 3, 0, -4, 0
I7NJQU, G, 4, -11, -4, 0
ZJDOS9, G, 3, -11, -4, 0
15RP8U, B, 2, -4, -4, inf
ZJDOS9, R, 3, inf, -4, inf
9YZSQ5, B, 4, 8, -4, inf
ZJDOS9, R, 3, 8, -4, 8
9YZSQ5, R, 4, 7, -4, 8
ZJDOS9, R, 3, 7, -4, 7
C6RXPH, B, 4, 8, -4, 7
ZJDOS9, R, 3, 7, -4, 7
C6RXPH, G, 4, -4, -4, 7
ZJDOS9, R, 3, -4, -4, 7
15RP8U, B, 2, -4, -4, inf
QDXVF0, G, 1, -4, -5, -4
15RP8U, R, 2, -inf, -5, -4
9YZSQ5, B, 3, inf, -5, -4
DDQ3KD, B, 4, 6, -5, -4
9YZSQ5, B, 3, 6, -5, -4
FOQ0EN, B, 4, 6, -5, -4
9YZSQ5, B, 3, 6, -5, -4
FOQ0EN, R, 4, 5, -5, -4
9YZSQ5, B, 3, 5, -5, -4
HOKRCB, G, 4, -6, -5, -4
9YZSQ5, B, 3, -6, -5, -4
15RP8U, R, 2, -6, -5, -4
9YZSQ5, R, 3, inf, -5, -4
CU7BOC, B, 4, 7, -5, -4
9YZSQ5, R, 3, 7, -5, -4
DDQ3KD, B, 4, 7, -5, -4
9YZSQ5, R, 3, 7, -5, -4
FOQ0EN, B, 4, 7, -5, -4
9YZSQ5, R, 3, 7, -5, -4
FOQ0EN, R, 4, 6, -5, -4
9YZSQ5, R, 3, 6, -5, -4
HOKRCB, B, 4, 7, -5, -4
9YZSQ5, R, 3, 6, -5, -4
HOKRCB, G, 4, -5, -5, -4
9YZSQ5, R, 3, -5, -5, -4
15RP8U, R, 2, -5, -5, -4
CU7BOC, B, 3, inf, -5, -4
9YZSQ5, R, 4, 5, -5, -4
CU7BOC, B, 3, 5, -5, -4
C6RXPH, G, 4, -6, -5, -4
CU7BOC, B, 3, -6, -5, -4
15RP8U, R, 2, -5, -5, -4
DDQ3KD, B, 3, inf, -5, -4
6ZHWP4, G, 4, -6, -5, -4
DDQ3KD, B, 3, -6, -5, -4
15RP8U, R, 2, -5, -5, -4
FOQ0EN, B, 3, inf, -5, -4
3BGDX9, G, 4, -6, -5, -4
FOQ0EN, B, 3, -6, -5, -4
15RP8U, R, 2, -5, -5, -4
FOQ0EN, R, 3, inf, -5, -4
3BGDX9, B, 4, 7, -5, -4
FOQ0EN, R, 3, 7, -5, -4
3BGDX9, G, 4, -5, -5, -4
FOQ0EN, R, 3, -5, -5, -4
15RP8U, R, 2, -5, -5, -4
I7NJQU, B, 3, inf, -5, -4
328VUA, G, 4, -6, -5, -4
I7NJQU, B, 3, -6, -5, -4
15RP8U, R, 2, -5, -5, -4
I7NJQU, G, 3, inf, -5, -4
328VUA, B, 4, 0, -5, -4
I7NJQU, G, 3, 0, -5, -4
328VUA, R, 4, -1, -5, -4
I7NJQU, G, 3, -1, -5, -4
9YZSQ5, B, 4, 0, -5, -4
I7NJQU, G, 3, -1, -5, -4
9YZSQ5, R, 4, -1, -5, -4
I7NJQU, G, 3, -1, -5, -4
CU7BOC, B, 4, 0, -5, -4
I7NJQU, G, 3, -1, -5, -4
DDQ3KD, B, 4, 0, -5, -4
I7NJQU, G, 3, -1, -5, -4
FOQ0EN, B, 4, 0, -5, -4
I7NJQU, G, 3, -1, -5, -4
FOQ0EN, R, 4, -1, -5, -4
I7NJQU, G, 3, -1, -5, -4
LHSFBP, B, 4, 0, -5, -4
I7NJQU, G, 3, -1, -5, -4
LHSFBP, G, 4, -12, -5, -4
I7NJQU, G, 3, -12, -5, -4
15RP8U, R, 2, -5, -5, -4
LHSFBP, B, 3, inf, -5, -4
3BGDX9, G, 4, -6, -5, -4
LHSFBP, B, 3, -6, -5, -4
15RP8U, R, 2, -5, -5, -4
LHSFBP, G, 3, inf, -5, -4
3BGDX9, B, 4, 0, -5, -4
LHSFBP, G, 3, 0, -5, -4
3BGDX9, R, 4, -1, -5, -4
LHSFBP, G, 3, -1, -5, -4
6ZHWP4, B, 4, 0, -5, -4
LHSFBP, G, 3, -1, -5, -4
6ZHWP4, R, 4, -1, -5, -4
LHSFBP, G, 3, -1, -5, -4
9YZSQ5, B, 4, 0, -5, -4
LHSFBP, G, 3, -1, -5, -4
9YZSQ5, R, 4, -1, -5, -4
LHSFBP, G, 3, -1, -5, -4
C6RXPH, B, 4, 0, -5, -4
LHSFBP, G, 3, -1, -5, -4
C6RXPH, R, 4, -1, -5, -4
LHSFBP, G, 3, -1, -5, -4
CU7BOC, B, 4, 0, -5, -4
LHSFBP, G, 3, -1, -5, -4
DDQ3KD, B, 4, 0, -5, -4
LHSFBP, G, 3, -1, -5, -4
FOQ0EN, B, 4, 0, -5, -4
LHSFBP, G, 3, -1, -5, -4
FOQ0EN, R, 4, -1, -5, -4
LHSFBP, G, 3, -1, -5, -4
I7NJQU, B, 4, 0, -5, -4
LHSFBP, G, 3, -1, -5, -4
I7NJQU, G, 4, -12, -5, -4
LHSFBP, G, 3, -12, -5, -4
15RP8U, R, 2, -5, -5, -4
OQP6DR, B, 3, inf, -5, -4
9YZSQ5, R, 4, 5, -5, -4
OQP6DR, B, 3, 5, -5, -4
CU7BOC, B, 4, 6, -5, -4
OQP6DR, B, 3, 5, -5, -4
FOQ0EN, R, 4, 5, -5, -4
OQP6DR, B, 3, 5, -5, -4
I7NJQU, G, 4, -6, -5, -4
OQP6DR, B, 3, -6, -5, -4
15RP8U, R, 2, -5, -5, -4
PLUABQ, B, 3, inf, -5, -4
9YZSQ5, B, 4, 6, -5, -4
PLUABQ, B, 3, 6, -5, -4
9YZSQ5, R, 4, 5, -5, -4
PLUABQ, B, 3, 5, -5, -4
CU7BOC, B, 4, 6, -5, -4
PLUABQ, B, 3, 5, -5, -4
DDQ3KD, B, 4, 6, -5, -4
PLUABQ, B, 3, 5, -5, -4
FOQ0EN, B, 4, 6, -5, -4
PLUABQ, B, 3, 5, -5, -4
FOQ0EN, R, 4, 5, -5, -4
PLUABQ, B, 3, 5, -5, -4
I7NJQU, B, 4, 6, -5, -4
PLUABQ, B, 3, 5, -5, -4
I7NJQU, G, 4, -6, -5, -4
PLUABQ, B, 3, -6, -5, -4
15RP8U, R, 2, -5, -5, -4
QZ8R48, B, 3, inf, -5, -4
9YZSQ5, B, 4, 6, -5, -4
QZ8R48, B, 3, 6, -5, -4
9YZSQ5, R, 4, 5, -5, -4
QZ8R48, B, 3, 5, -5, -4
CU7BOC, B, 4, 6, -5, -4
QZ8R48, B, 3, 5, -5, -4
DDQ3KD, B, 4, 6, -5, -4
QZ8R48, B, 3, 5, -5, -4
FOQ0EN, R, 4, 5, -5, -4
QZ8R48, B, 3, 5, -5, -4
I7NJQU, B, 4, 6, -5, -4
QZ8R48, B, 3, 5, -5, -4
I7NJQU, G, 4, -6, -5, -4
QZ8R48, B, 3, -6, -5, -4
15RP8U, R, 2, -5, -5, -4
RRCAVS, B, 3, inf, -5, -4
328VUA, G, 4, -6, -5, -4
RRCAVS, B, 3, -6, -5, -4
15RP8U, R, 2, -5, -5, -4
RRCAVS, R, 3, inf, -5, -4
328VUA, B, 4, 7, -5, -4
RRCAVS, R, 3, 7, -5, -4
328VUA, G, 4, -5, -5, -4
RRCAVS, R, 3, -5, -5, -4
15RP8U, R, 2, -5, -5, -4
XIMKGA, B, 3, inf, -5, -4
9YZSQ5, B, 4, 6, -5, -4
XIMKGA, B, 3, 6, -5, -4
9YZSQ5, R, 4, 5, -5, -4
XIMKGA, B, 3, 5, -5, -4
C6RXPH, G, 4, -6, -5, -4
XIMKGA, B, 3, -6, -5, -4
15RP8U, R, 2, -5, -5, -4
XIMKGA, R, 3, inf, -5, -4
9YZSQ5, B, 4, 7, -5, -4
XIMKGA, R, 3, 7, -5, -4
9YZSQ5, R, 4, 6, -5, -4
XIMKGA, R, 3, 6, -5, -4
C6RXPH, B, 4, 7, -5, -4
XIMKGA, R, 3, 6, -5, -4
C6RXPH, G, 4, -5, -5, -4
XIMKGA, R, 3, -5, -5, -4
15RP8U, R, 2, -5, -5, -4
ZJDOS9, B, 3, inf, -5, -4
9YZSQ5, B, 4, 6, -5, -4
ZJDOS9, B, 3, 6, -5, -4
9YZSQ5, R, 4, 5, -5, -4
ZJDOS9, B, 3, 5, -5, -4
C6RXPH, G, 4, -6, -5, -4
ZJDOS9, B, 3, -6, -5, -4
15RP8U, R, 2, -5, -5, -4
ZJDOS9, G, 3, inf, -5, -4
9YZSQ5, B, 4, 0, -5, -4
ZJDOS9, G, 3, 0, -5, -4
9YZSQ5, R, 4, -1, -5, -4
ZJDOS9, G, 3, -1, -5, -4
C6RXPH, B, 4, 0, -5, -4
ZJDOS9, G, 3, -1, -5, -4
C6RXPH, R, 4, -1, -5, -4
ZJDOS9, G, 3, -1, -5, -4
CU7BOC, B, 4, 0, -5, -4
ZJDOS9, G, 3, -1, -5, -4
DDQ3KD, B, 4, 0, -5, -4
ZJDOS9, G, 3, -1, -5, -4
FOQ0EN, B, 4, 0, -5, -4
ZJDOS9, G, 3, -1, -5, -4
FOQ0EN, R, 4, -1, -5, -4
ZJDOS9, G, 3, -1, -5, -4
I7NJQU, B, 4, 0, -5, -4
ZJDOS9, G, 3, -1, -5, -4
I7NJQU, G, 4, -12, -5, -4
ZJDOS9, G, 3, -12, -5, -4
15RP8U, R, 2, -5, -5, -4
QDXVF0, G, 1, -5, -5, -4
MXFI3W, G, 0, -5, -5, inf
RRCAVS, B, 1, inf, -5, inf
15RP8U, B, 2, -inf, -5, inf
328VUA, G, 3, inf, -5, inf
3BGDX9, R, 4, 6, -5, inf
328VUA, G, 3, 6, -5, 6
3DEXI7, B, 4, 7, -5, 6
328VUA, G, 3, 6, -5, 6
3DEXI7, R, 4, 6, -5, 6
328VUA, G, 3, 6, -5, 6
CU7BOC, G, 4, -5, -5, 6
328VUA, G, 3, -5, -5, 6
15RP8U, B, 2, -5, -5, inf
328VUA, R, 3, inf, -5, inf
3BGDX9, G, 4, 2, -5, inf
328VUA, R, 3, 2, -5, 2
3DEXI7, B, 4, 14, -5, 2
328VUA, R, 3, 2, -5, 2
3DEXI7, G, 4, 2, -5, 2
328VUA, R, 3, 2, -5, 2
CU7BOC, G, 4, 2, -5, 2
328VUA, R, 3, 2, -5, 2
CU7BOC, R, 4, 13, -5, 2
328VUA, R, 3, 2, -5, 2
DDQ3KD, B, 4, 14, -5, 2
328VUA, R, 3, 2, -5, 2
FOQ0EN, B, 4, 14, -5, 2
328VUA, R, 3, 2, -5, 2
FOQ0EN, R, 4, 13, -5, 2
328VUA, R, 3, 2, -5, 2
I7NJQU, G, 4, 2, -5, 2
328VUA, R, 3, 2, -5, 2
LHSFBP, G, 4, 2, -5, 2
328VUA, R, 3, 2, -5, 2
LHSFBP, R, 4, 13, -5, 2
328VUA, R, 3, 2, -5, 2
PLUABQ, B, 4, 14, -5, 2
328VUA, R, 3, 2, -5, 2
PLUABQ, G, 4, 2, -5, 2
328VUA, R, 3, 2, -5, 2
QDXVF0, B, 4, 14, -5, 2
328VUA, R, 3, 2, -5, 2
QDXVF0, G, 4, 2, -5, 2
328VUA, R, 3, 2, -5, 2
QZ8R48, G, 4, 2, -5, 2
328VUA, R, 3, 2, -5, 2
QZ8R48, R, 4, 13, -5, 2
328VUA, R, 3, 2, -5, 2
XIMKGA, B, 4, 14, -5, 2
328VUA, R, 3, 2, -5, 2
XIMKGA, R, 4, 13, -5, 2
328VUA, R, 3, 2, -5, 2
ZJDOS9, G, 4, 2, -5, 2
328VUA, R, 3, 2, -5, 2
ZJDOS9, R, 4, 13, -5, 2
328VUA, R, 3, 2, -5, 2
15RP8U, B, 2, 2, 2, inf
3BGDX9, G, 3, inf, 2, inf
328VUA, R, 4, 6, 2, inf
3BGDX9, G, 3, 6, 2, 6
CU7BOC, G, 4, -5, 2, 6
3BGDX9, G, 3, -5, 2, 6
15RP8U, B, 2, 2, 2, inf
3BGDX9, R, 3, inf, 2, inf
328VUA, G, 4, 2, 2, inf
3BGDX9, R, 3, 2, 2, inf
15RP8U, B, 2, 2, 2, inf
CU7BOC, G, 3, inf, 2, inf
328VUA, G, 4, -5, 2, inf
CU7BOC, G, 3, -5, 2, inf
15RP8U, B, 2, 2, 2, inf
CU7BOC, R, 3, inf, 2, inf
328VUA, G, 4, 2, 2, inf
CU7BOC, R, 3, 2, 2, inf
15RP8U, B, 2, 2, 2, inf
DDQ3KD, B, 3, inf, 2, inf
328VUA, G, 4, 1, 2, inf
DDQ3KD, B, 3, 1, 2, inf
15RP8U, B, 2, 2, 2, inf
FOQ0EN, B, 3, inf, 2, inf
328VUA, G, 4, 1, 2, inf
FOQ0EN, B, 3, 1, 2, inf
15RP8U, B, 2, 2, 2, inf
FOQ0EN, R, 3, inf, 2, inf
328VUA, G, 4, 2, 2, inf
FOQ0EN, R, 3, 2, 2, inf
15RP8U, B, 2, 2, 2, inf
I7NJQU, G, 3, inf, 2, inf
328VUA, R, 4, 6, 2, inf
I7NJQU, G, 3, 6, 2, 6
3BGDX9, G, 4, -5, 2, 6
I7NJQU, G, 3, -5, 2, 6
15RP8U, B, 2, 2, 2, inf
I7NJQU, R, 3, inf, 2, inf
328VUA, G, 4, 2, 2, inf
I7NJQU, R, 3, 2, 2, inf
15RP8U, B, 2, 2, 2, inf
LHSFBP, G, 3, inf, 2, inf
328VUA, G, 4, -5, 2, inf
LHSFBP, G, 3, -5, 2, inf
15RP8U, B, 2, 2, 2, inf
LHSFBP, R, 3, inf, 2, inf
328VUA, G, 4, 2, 2, inf
LHSFBP, R, 3, 2, 2, inf
15RP8U, B, 2, 2, 2, inf
PLUABQ, B, 3, inf, 2, inf
328VUA, G, 4, 1, 2, inf
PLUABQ, B, 3, 1, 2, inf
15RP8U, B, 2, 2, 2, inf
PLUABQ, G, 3, inf, 2, inf
328VUA, G, 4, -5, 2, inf
PLUABQ, G, 3, -5, 2, inf
15RP8U, B, 2, 2, 2, inf
QDXVF0, B, 3, inf, 2, inf
328VUA, G, 4, 1, 2, inf
QDXVF0, B, 3, 1, 2, inf
15RP8U, B, 2, 2, 2, inf
QDXVF0, G, 3, inf, 2, inf
328VUA, G, 4, -5, 2, inf
QDXVF0, G, 3, -5, 2, inf
15RP8U, B, 2, 2, 2, inf
QZ8R48, G, 3, inf, 2, inf
328VUA, G, 4, -5, 2, inf
QZ8R48, G, 3, -5, 2, inf
15RP8U, B, 2, 2, 2, inf
QZ8R48, R, 3, inf, 2, inf
328VUA, G, 4, 2, 2, inf
QZ8R48, R, 3, 2, 2, inf
15RP8U, B, 2, 2, 2, inf
XIMKGA, B, 3, inf, 2, inf
328VUA, G, 4, 1, 2, inf
XIMKGA, B, 3, 1, 2, inf
15RP8U, B, 2, 2, 2, inf
XIMKGA, R, 3, inf, 2, inf
328VUA, G, 4, 2, 2, inf
XIMKGA, R, 3, 2, 2, inf
15RP8U, B, 2, 2, 2, inf
ZJDOS9, G, 3, inf, 2, inf
328VUA, G, 4, -5, 2, inf
ZJDOS9, G, 3, -5, 2, inf
15RP8U, B, 2, 2, 2, inf
ZJDOS9, R, 3, inf, 2, inf
328VUA, G, 4, 2, 2, inf
ZJDOS9, R, 3, 2, 2, inf
15RP8U, B, 2, 2, 2, inf
RRCAVS, B, 1, 2, -5, 2
15RP8U, R, 2, -inf, -5, 2
328VUA, G, 3, inf, -5, 2
3BGDX9, R, 4, 5, -5, 2
328VUA, G, 3, 5, -5, 2
3DEXI7, B, 4, 6, -5, 2
328VUA, G, 3, 5, -5, 2
3DEXI7, R, 4, 5, -5, 2
328VUA, G, 3, 5, -5, 2
CU7BOC, B, 4, 6, -5, 2
328VUA, G, 3, 5, -5, 2
CU7BOC, G, 4, -6, -5, 2
328VUA, G, 3, -6, -5, 2
15RP8U, R, 2, -6, -5, 2
328VUA, R, 3, inf, -5, 2
3BGDX9, G, 4, 1, -5, 2
328VUA, R, 3, 1, -5, 1
3DEXI7, B, 4, 13, -5, 1
328VUA, R, 3, 1, -5, 1
3DEXI7, G, 4, 1, -5, 1
328VUA, R, 3, 1, -5, 1
CU7BOC, B, 4, 13, -5, 1
328VUA, R, 3, 1, -5, 1
CU7BOC, G, 4, 1, -5, 1
328VUA, R, 3, 1, -5, 1
DDQ3KD, B, 4, 13, -5, 1
328VUA, R, 3, 1, -5, 1
FOQ0EN, B, 4, 13, -5, 1
328VUA, R, 3, 1, -5, 1
FOQ0EN, R, 4, 12, -5, 1
328VUA, R, 3, 1, -5, 1
I7NJQU, B, 4, 13, -5, 1
328VUA, R, 3, 1, -5, 1
I7NJQU, G, 4, 1, -5, 1
328VUA, R, 3, 1, -5, 1
LHSFBP, B, 4, 13, -5, 1
328VUA, R, 3, 1, -5, 1
LHSFBP, G, 4, 1, -5, 1
328VUA, R, 3, 1, -5, 1
PLUABQ, B, 4, 13, -5, 1
328VUA, R, 3, 1, -5, 1
PLUABQ, G, 4, 1, -5, 1
328VUA, R, 3, 1, -5, 1
QDXVF0, B, 4, 13, -5, 1
328VUA, R, 3, 1, -5, 1
QDXVF0, G, 4, 1, -5, 1
328VUA, R, 3, 1, -5, 1
QZ8R48, B, 4, 13, -5, 1
328VUA, R, 3, 1, -5, 1
QZ8R48, G, 4, 1, -5, 1
328VUA, R, 3, 1, -5, 1
XIMKGA, B, 4, 13, -5, 1
328VUA, R, 3, 1, -5, 1
XIMKGA, R, 4, 12, -5, 1
328VUA, R, 3, 1, -5, 1
ZJDOS9, B, 4, 13, -5, 1
328VUA, R, 3, 1, -5, 1
ZJDOS9, G, 4, 1, -5, 1
328VUA, R, 3, 1, -5, 1
15RP8U, R, 2, 1, 1, 2
3BGDX9, G, 3, inf, 1, 2
328VUA, R, 4, 5, 1, 2
3BGDX9, G, 3, 5, 1, 2
CU7BOC, B, 4, 6, 1, 2
3BGDX9, G, 3, 5, 1, 2
CU7BOC, G, 4, -6, 1, 2
3BGDX9, G, 3, -6, 1, 2
15RP8U, R, 2, 1, 1, 2
3BGDX9, R, 3, inf, 1, 2
328VUA, G, 4, 1, 1, 2
3BGDX9, R, 3, 1, 1, 2
15RP8U, R, 2, 1, 1, 2
CU7BOC, B, 3, inf, 1, 2
328VUA, G, 4, 0, 1, 2
CU7BOC, B, 3, 0, 1, 2
15RP8U, R, 2, 1, 1, 2
CU7BOC, G, 3, inf, 1, 2
328VUA, G, 4, -6, 1, 2
CU7BOC, G, 3, -6, 1, 2
15RP8U, R, 2, 1, 1, 2
DDQ3KD, B, 3, inf, 1, 2
328VUA, G, 4, 0, 1, 2
DDQ3KD, B, 3, 0, 1, 2
15RP8U, R, 2, 1, 1, 2
FOQ0EN, B, 3, inf, 1, 2
328VUA, G, 4, 0, 1, 2
FOQ0EN, B, 3, 0, 1, 2
15RP8U, R, 2, 1, 1, 2
FOQ0EN, R, 3, inf, 1, 2
328VUA, G, 4, 1, 1, 2
FOQ0EN, R, 3, 1, 1, 2
15RP8U, R, 2, 1, 1, 2
I7NJQU, B, 3, inf, 1, 2
328VUA, G, 4, 0, 1, 2
I7NJQU, B, 3, 0, 1, 2
15RP8U, R, 2, 1, 1, 2
I7NJQU, G, 3, inf, 1, 2
328VUA, R, 4, 5, 1, 2
I7NJQU, G, 3, 5, 1, 2
3BGDX9, G, 4, -6, 1, 2
I7NJQU, G, 3, -6, 1, 2
15RP8U, R, 2, 1, 1, 2
LHSFBP, B, 3, inf, 1, 2
328VUA, G, 4, 0, 1, 2
LHSFBP, B, 3, 0, 1, 2
15RP8U, R, 2, 1, 1, 2
LHSFBP, G, 3, inf, 1, 2
328VUA, G, 4, -6, 1, 2
LHSFBP, G, 3, -6, 1, 2
15RP8U, R, 2, 1, 1, 2
PLUABQ, B, 3, inf, 1, 2
328VUA, G, 4, 0, 1, 2
PLUABQ, B, 3, 0, 1, 2
15RP8U, R, 2, 1, 1, 2
PLUABQ, G, 3, inf, 1, 2
328VUA, G, 4, -6, 1, 2
PLUABQ, G, 3, -6, 1, 2
15RP8U, R, 2, 1, 1, 2
QDXVF0, B, 3, inf, 1, 2
328VUA, G, 4, 0, 1, 2
QDXVF0, B, 3, 0, 1, 2
15RP8U, R, 2, 1, 1, 2
QDXVF0, G, 3, inf, 1, 2
328VUA, G, 4, -6, 1, 2
QDXVF0, G, 3, -6, 1, 2
15RP8U, R, 2, 1, 1, 2
QZ8R48, B, 3, inf, 1, 2
328VUA, G, 4, 0, 1, 2
QZ8R48, B, 3, 0, 1, 2
15RP8U, R, 2, 1, 1, 2
QZ8R48, G, 3, inf, 1, 2
328VUA, G, 4, -6, 1, 2
QZ8R48, G, 3, -6, 1, 2
15RP8U, R, 2, 1, 1, 2
XIMKGA, B, 3, inf, 1, 2
328VUA, G, 4, 0, 1, 2
XIMKGA, B, 3, 0, 1, 2
15RP8U, R, 2, 1, 1, 2
XIMKGA, R, 3, inf, 1, 2
328VUA, G, 4, 1, 1, 2
XIMKGA, R, 3, 1, 1, 2
15RP8U, R, 2, 1, 1, 2
ZJDOS9, B, 3, inf, 1, 2
328VUA, G, 4, 0, 1, 2
ZJDOS9, B, 3, 0, 1, 2
15RP8U, R, 2, 1, 1, 2
ZJDOS9, G, 3, inf, 1, 2
328VUA, G, 4, -6, 1, 2
ZJDOS9, G, 3, -6, 1, 2
15RP8U, R, 2, 1, 1, 2
RRCAVS, B, 1, 1, -5, 1
328VUA, G, 2, -inf, -5, 1
15RP8U, B, 3, inf, -5, 1
3BGDX9, R, 4, 0, -5, 1
15RP8U, B, 3, 0, -5, 0
3DEXI7, B, 4, 1, -5, 0
15RP8U, B, 3, 0, -5, 0
3DEXI7, R, 4, 0, -5, 0
15RP8U, B, 3, 0, -5, 0
CU7BOC, G, 4, -11, -5, 0
15RP8U, B, 3, -11, -5, 0
328VUA, G, 2, -11, -5, 1
15RP8U, R, 3, inf, -5, 1
3BGDX9, R, 4, 1, -5, 1
15RP8U, R, 3, 1, -5, 1
3DEXI7, B, 4, 2, -5, 1
15RP8U, R, 3, 1, -5, 1
3DEXI7, R, 4, 1, -5, 1
15RP8U, R, 3, 1, -5, 1
CU7BOC, B, 4, 2, -5, 1
15RP8U, R, 3, 1, -5, 1
CU7BOC, G, 4, -10, -5, 1
15RP8U, R, 3, -10, -5, 1
328VUA, G, 2, -10, -5, 1
3BGDX9, R, 3, inf, -5, 1
15RP8U, B, 4, 2, -5, 1
3BGDX9, R, 3, 2, -5, 1
15RP8U, R, 4, 1, -5, 1
3BGDX9, R, 3, 1, -5, 1
3DEXI7, B, 4, 2, -5, 1
3BGDX9, R, 3, 1, -5, 1
3DEXI7, R, 4, 1, -5, 1
3BGDX9, R, 3, 1, -5, 1
DDQ3KD, B, 4, 2, -5, 1
3BGDX9, R, 3, 1, -5, 1
FOQ0EN, B, 4, 2, -5, 1
3BGDX9, R, 3, 1, -5, 1
I7NJQU, B, 4, 2, -5, 1
3BGDX9, R, 3, 1, -5, 1
I7NJQU, R, 4, 1, -5, 1
3BGDX9, R, 3, 1, -5, 1
LHSFBP, B, 4, 2, -5, 1
3BGDX9, R, 3, 1, -5, 1
LHSFBP, G, 4, -10, -5, 1
3BGDX9, R, 3, -10, -5, 1
328VUA, G, 2, -10, -5, 1
3DEXI7, B, 3, inf, -5, 1
15RP8U, B, 4, 1, -5, 1
3DEXI7, B, 3, 1, -5, 1
15RP8U, R, 4, 0, -5, 1
3DEXI7, B, 3, 0, -5, 0
3BGDX9, R, 4, 0, -5, 0
3DEXI7, B, 3, 0, -5, 0
DDQ3KD, B, 4, 1, -5, 0
3DEXI7, B, 3, 0, -5, 0
FOQ0EN, B, 4, 1, -5, 0
3DEXI7, B, 3, 0, -5, 0
FOQ0EN, R, 4, 0, -5, 0
3DEXI7, B, 3, 0, -5, 0
I7NJQU, B, 4, 1, -5, 0
3DEXI7, B, 3, 0, -5, 0
I7NJQU, R, 4, 0, -5, 0
3DEXI7, B, 3, 0, -5, 0
PLUABQ, B, 4, 1, -5, 0
3DEXI7, B, 3, 0, -5, 0
PLUABQ, G, 4, -11, -5, 0
3DEXI7, B, 3, -11, -5, 0
328VUA, G, 2, -10, -5, 1
3DEXI7, R, 3, inf, -5, 1
15RP8U, B, 4, 2, -5, 1
