5FE1OE, G, 0, -inf, -inf, inf
FMJ4U7, B, 4, 8, -4, -1
4X7F6M, B, 3, -1, -4, -1
FMJ4U7, G, 4, 7, -4, -1
4X7F6M, B, 3, -1, -4, -1
FMJ4U7, R, 4, 5, -4, -1
4X7F6M, B, 3, -1, -4, -1
FMJ4U7, Y, 4, -1, -4, -1
4X7F6M, B, 3, -1, -4, -1
M5TTVM, G, 4, 7, -4, -1
4X7F6M, B, 3, -1, -4, -1
M5TTVM, P, 4, 3, -4, -1
4X7F6M, B, 3, -1, -4, -1
M5TTVM, R, 4, 5, -4, -1
4X7F6M, B, 3, -1, -4, -1
M5TTVM, Y, 4, -1, -4, -1
4X7F6M, B, 3, -1, -4, -1
M7EGKH, B, 4, 8, -4, -1
4X7F6M, B, 3, -1, -4, -1
M7EGKH, G, 4, 7, -4, -1
4X7F6M, B, 3, -1, -4, -1
M7EGKH, P, 4, 3, -4, -1
4X7F6M, B, 3, -1, -4, -1
M7EGKH, Y, 4, -1, -4, -1
4X7F6M, B, 3, -1, -4, -1
SSLKLM, B, 4, 8, -4, -1
4X7F6M, B, 3, -1, -4, -1
SSLKLM, G, 4, 7, -4, -1
4X7F6M, B, 3, -1, -4, -1
SSLKLM, P, 4, 3, -4, -1
4X7F6M, B, 3, -1, -4, -1
SSLKLM, Y, 4, -1, -4, -1
4X7F6M, B, 3, -1, -4, -1
YNARY8, B, 4, 8, -4, -1
4X7F6M, B, 3, -1, -4, -1
YNARY8, G, 4, 7, -4, -1
4X7F6M, B, 3, -1, -4, -1
YNARY8, P, 4, 3, -4, -1
4X7F6M, B, 3, -1, -4, -1
YNARY8, Y, 4, -1, -4, -1
4X7F6M, B, 3, -1, -4, -1
ZQLVDY, B, 4, 8, -4, -1
4X7F6M, B, 3, -1, -4, -1
ZQLVDY, G, 4, 7, -4, -1
4X7F6M, B, 3, -1, -4, -1
ZQLVDY, P, 4, 3, -4, -1
4X7F6M, B, 3, -1, -4, -1
ZQLVDY, Y, 4, -1, -4, -1
4X7F6M, B, 3, -1, -4, -1
79JY8A, R, 2, -1, -1, 1
4X7F6M, G, 3, inf, -1, 1
APNFUQ, B, 4, -2, -1, 1
4X7F6M, G, 3, -2, -1, 1
79JY8A, R, 2, -1, -1, 1
4X7F6M, P, 3, inf, -1, 1
APNFUQ, B, 4, 5, -1, 1
4X7F6M, P, 3, 5, -1, 1
APNFUQ, G, 4, 4, -1, 1
4X7F6M, P, 3, 4, -1, 1
APNFUQ, P, 4, 0, -1, 1
4X7F6M, P, 3, 0, -1, 0
APNFUQ, Y, 4, -4, -1, 0
4X7F6M, P, 3, -4, -1, 0
79JY8A, R, 2, -1, -1, 1
4X7F6M, Y, 3, inf, -1, 1
APNFUQ, B, 4, -1, -1, 1
4X7F6M, Y, 3, -1, -1, 1
79JY8A, R, 2, -1, -1, 1
APNFUQ, B, 3, inf, -1, 1
4X7F6M, B, 4, 8, -1, 1
APNFUQ, B, 3, 8, -1, 1
4X7F6M, G, 4, 7, -1, 1
APNFUQ, B, 3, 7, -1, 1
4X7F6M, P, 4, 3, -1, 1
APNFUQ, B, 3, 3, -1, 1
4X7F6M, Y, 4, -1, -1, 1
APNFUQ, B, 3, -1, -1, 1
79JY8A, R, 2, -1, -1, 1
APNFUQ, G, 3, inf, -1, 1
4X7F6M, B, 4, -2, -1, 1
APNFUQ, G, 3, -2, -1, 1
79JY8A, R, 2, -1, -1, 1
APNFUQ, P, 3, inf, -1, 1
4X7F6M, B, 4, 5, -1, 1
APNFUQ, P, 3, 5, -1, 1
4X7F6M, G, 4, 4, -1, 1
APNFUQ, P, 3, 4, -1, 1
4X7F6M, P, 4, 0, -1, 1
APNFUQ, P, 3, 0, -1, 0
4X7F6M, Y, 4, -4, -1, 0
APNFUQ, P, 3, -4, -1, 0
79JY8A, R, 2, -1, -1, 1
APNFUQ, Y, 3, inf, -1, 1
4X7F6M, B, 4, -1, -1, 1
APNFUQ, Y, 3, -1, -1, 1
79JY8A, R, 2, -1, -1, 1
FMJ4U7, B, 3, inf, -1, 1
4X7F6M, B, 4, 8, -1, 1
FMJ4U7, B, 3, 8, -1, 1
4X7F6M, G, 4, 7, -1, 1
FMJ4U7, B, 3, 7, -1, 1
4X7F6M, P, 4, 3, -1, 1
FMJ4U7, B, 3, 3, -1, 1
4X7F6M, Y, 4, -1, -1, 1
FMJ4U7, B, 3, -1, -1, 1
79JY8A, R, 2, -1, -1, 1
FMJ4U7, G, 3, inf, -1, 1
4X7F6M, B, 4, -2, -1, 1
FMJ4U7, G, 3, -2, -1, 1
79JY8A, R, 2, -1, -1, 1
FMJ4U7, R, 3, inf, -1, 1
4X7F6M, B, 4, -7, -1, 1
FMJ4U7, R, 3, -7, -1, 1
79JY8A, R, 2, -1, -1, 1
FMJ4U7, Y, 3, inf, -1, 1
4X7F6M, B, 4, -1, -1, 1
FMJ4U7, Y, 3, -1, -1, 1
79JY8A, R, 2, -1, -1, 1
M7EGKH, B, 3, inf, -1, 1
4X7F6M, B, 4, 8, -1, 1
M7EGKH, B, 3, 8, -1, 1
4X7F6M, G, 4, 7, -1, 1
M7EGKH, B, 3, 7, -1, 1
4X7F6M, P, 4, 3, -1, 1
M7EGKH, B, 3, 3, -1, 1
4X7F6M, Y, 4, -1, -1, 1
M7EGKH, B, 3, -1, -1, 1
79JY8A, R, 2, -1, -1, 1
M7EGKH, G, 3, inf, -1, 1
4X7F6M, B, 4, -2, -1, 1
M7EGKH, G, 3, -2, -1, 1
79JY8A, R, 2, -1, -1, 1
M7EGKH, P, 3, inf, -1, 1
4X7F6M, B, 4, 5, -1, 1
M7EGKH, P, 3, 5, -1, 1
4X7F6M, G, 4, 4, -1, 1
M7EGKH, P, 3, 4, -1, 1
4X7F6M, P, 4, 0, -1, 1
M7EGKH, P, 3, 0, -1, 0
4X7F6M, Y, 4, -4, -1, 0
M7EGKH, P, 3, -4, -1, 0
79JY8A, R, 2, -1, -1, 1
M7EGKH, Y, 3, inf, -1, 1
4X7F6M, B, 4, -1, -1, 1
M7EGKH, Y, 3, -1, -1, 1
79JY8A, R, 2, -1, -1, 1
SSLKLM, B, 3, inf, -1, 1
1OZ1WH, G, 4, 7, -1, 1
SSLKLM, B, 3, 7, -1, 1
1OZ1WH, P, 4, 3, -1, 1
SSLKLM, B, 3, 3, -1, 1
1OZ1WH, R, 4, 5, -1, 1
SSLKLM, B, 3, 3, -1, 1
1OZ1WH, Y, 4, -1, -1, 1
SSLKLM, B, 3, -1, -1, 1
79JY8A, R, 2, -1, -1, 1
SSLKLM, G, 3, inf, -1, 1
1OZ1WH, B, 4, -2, -1, 1
SSLKLM, G, 3, -2, -1, 1
79JY8A, R, 2, -1, -1, 1
SSLKLM, P, 3, inf, -1, 1
1OZ1WH, B, 4, 5, -1, 1
SSLKLM, P, 3, 5, -1, 1
1OZ1WH, G, 4, 4, -1, 1
SSLKLM, P, 3, 4, -1, 1
1OZ1WH, R, 4, 2, -1, 1
SSLKLM, P, 3, 2, -1, 1
1OZ1WH, Y, 4, -4, -1, 1
SSLKLM, P, 3, -4, -1, 1
79JY8A, R, 2, -1, -1, 1
SSLKLM, Y, 3, inf, -1, 1
1OZ1WH, B, 4, -1, -1, 1
SSLKLM, Y, 3, -1, -1, 1
79JY8A, R, 2, -1, -1, 1
YNARY8, B, 3, inf, -1, 1
4X7F6M, B, 4, 8, -1, 1
YNARY8, B, 3, 8, -1, 1
4X7F6M, G, 4, 7, -1, 1
YNARY8, B, 3, 7, -1, 1
4X7F6M, P, 4, 3, -1, 1
YNARY8, B, 3, 3, -1, 1
4X7F6M, Y, 4, -1, -1, 1
YNARY8, B, 3, -1, -1, 1
79JY8A, R, 2, -1, -1, 1
YNARY8, G, 3, inf, -1, 1
4X7F6M, B, 4, -2, -1, 1
YNARY8, G, 3, -2, -1, 1
79JY8A, R, 2, -1, -1, 1
YNARY8, P, 3, inf, -1, 1
4X7F6M, B, 4, 5, -1, 1
YNARY8, P, 3, 5, -1, 1
4X7F6M, G, 4, 4, -1, 1
YNARY8, P, 3, 4, -1, 1
4X7F6M, P, 4, 0, -1, 1
YNARY8, P, 3, 0, -1, 0
4X7F6M, Y, 4, -4, -1, 0
YNARY8, P, 3, -4, -1, 0
79JY8A, R, 2, -1, -1, 1
YNARY8, Y, 3, inf, -1, 1
4X7F6M, B, 4, -1, -1, 1
YNARY8, Y, 3, -1, -1, 1
79JY8A, R, 2, -1, -1, 1
ZQLVDY, B, 3, inf, -1, 1
4X7F6M, B, 4, 8, -1, 1
ZQLVDY, B, 3, 8, -1, 1
4X7F6M, G, 4, 7, -1, 1
ZQLVDY, B, 3, 7, -1, 1
4X7F6M, P, 4, 3, -1, 1
ZQLVDY, B, 3, 3, -1, 1
4X7F6M, Y, 4, -1, -1, 1
ZQLVDY, B, 3, -1, -1, 1
79JY8A, R, 2, -1, -1, 1
ZQLVDY, G, 3, inf, -1, 1
4X7F6M, B, 4, -2, -1, 1
ZQLVDY, G, 3, -2, -1, 1
79JY8A, R, 2, -1, -1, 1
ZQLVDY, P, 3, inf, -1, 1
4X7F6M, B, 4, 5, -1, 1
ZQLVDY, P, 3, 5, -1, 1
4X7F6M, G, 4, 4, -1, 1
ZQLVDY, P, 3, 4, -1, 1
4X7F6M, P, 4, 0, -1, 1
ZQLVDY, P, 3, 0, -1, 0
4X7F6M, Y, 4, -4, -1, 0
ZQLVDY, P, 3, -4, -1, 0
79JY8A, R, 2, -1, -1, 1
ZQLVDY, Y, 3, inf, -1, 1
4X7F6M, B, 4, -1, -1, 1
ZQLVDY, Y, 3, -1, -1, 1
79JY8A, R, 2, -1, -1, 1
UB9JUO, P, 1, -1, -4, -1
79JY8A, Y, 2, -inf, -4, -1
4X7F6M, B, 3, inf, -4, -1
APNFUQ, B, 4, 2, -4, -1
4X7F6M, B, 3, 2, -4, -1
APNFUQ, G, 4, 1, -4, -1
4X7F6M, B, 3, 1, -4, -1
APNFUQ, P, 4, -3, -4, -1
4X7F6M, B, 3, -3, -4, -3
APNFUQ, R, 4, -1, -4, -3
4X7F6M, B, 3, -3, -4, -3
FMJ4U7, B, 4, 2, -4, -3
4X7F6M, B, 3, -3, -4, -3
FMJ4U7, G, 4, 1, -4, -3
4X7F6M, B, 3, -3, -4, -3
FMJ4U7, R, 4, -1, -4, -3
4X7F6M, B, 3, -3, -4, -3
FMJ4U7, Y, 4, -7, -4, -3
4X7F6M, B, 3, -7, -4, -3
79JY8A, Y, 2, -7, -4, -1
4X7F6M, G, 3, inf, -4, -1
APNFUQ, B, 4, -8, -4, -1
4X7F6M, G, 3, -8, -4, -1
79JY8A, Y, 2, -7, -4, -1
4X7F6M, P, 3, inf, -4, -1
APNFUQ, B, 4, -1, -4, -1
4X7F6M, P, 3, -1, -4, -1
APNFUQ, G, 4, -2, -4, -1
4X7F6M, P, 3, -2, -4, -2
APNFUQ, P, 4, -6, -4, -2
4X7F6M, P, 3, -6, -4, -2
79JY8A, Y, 2, -6, -4, -1
4X7F6M, R, 3, inf, -4, -1
APNFUQ, B, 4, -13, -4, -1
4X7F6M, R, 3, -13, -4, -1
79JY8A, Y, 2, -6, -4, -1
APNFUQ, B, 3, inf, -4, -1
4X7F6M, B, 4, 2, -4, -1
APNFUQ, B, 3, 2, -4, -1
4X7F6M, G, 4, 1, -4, -1
APNFUQ, B, 3, 1, -4, -1
4X7F6M, P, 4, -3, -4, -1
APNFUQ, B, 3, -3, -4, -3
4X7F6M, R, 4, -1, -4, -3
APNFUQ, B, 3, -3, -4, -3
96Y3RZ, G, 4, 1, -4, -3
APNFUQ, B, 3, -3, -4, -3
96Y3RZ, P, 4, -3, -4, -3
APNFUQ, B, 3, -3, -4, -3
96Y3RZ, R, 4, -1, -4, -3
APNFUQ, B, 3, -3, -4, -3
96Y3RZ, Y, 4, -7, -4, -3
APNFUQ, B, 3, -7, -4, -3
79JY8A, Y, 2, -6, -4, -1
APNFUQ, G, 3, inf, -4, -1
4X7F6M, B, 4, -8, -4, -1
APNFUQ, G, 3, -8, -4, -1
79JY8A, Y, 2, -6, -4, -1
APNFUQ, P, 3, inf, -4, -1
4X7F6M, B, 4, -1, -4, -1
APNFUQ, P, 3, -1, -4, -1
4X7F6M, G, 4, -2, -4, -1
APNFUQ, P, 3, -2, -4, -2
4X7F6M, P, 4, -6, -4, -2
APNFUQ, P, 3, -6, -4, -2
79JY8A, Y, 2, -6, -4, -1
APNFUQ, R, 3, inf, -4, -1
4X7F6M, B, 4, -13, -4, -1
APNFUQ, R, 3, -13, -4, -1
79JY8A, Y, 2, -6, -4, -1
FMJ4U7, B, 3, inf, -4, -1
4X7F6M, B, 4, 2, -4, -1
FMJ4U7, B, 3, 2, -4, -1
4X7F6M, G, 4, 1, -4, -1
FMJ4U7, B, 3, 1, -4, -1
4X7F6M, P, 4, -3, -4, -1
FMJ4U7, B, 3, -3, -4, -3
4X7F6M, R, 4, -1, -4, -3
FMJ4U7, B, 3, -3, -4, -3
APNFUQ, B, 4, 2, -4, -3
FMJ4U7, B, 3, -3, -4, -3
APNFUQ, G, 4, 1, -4, -3
FMJ4U7, B, 3, -3, -4, -3
APNFUQ, P, 4, -3, -4, -3
FMJ4U7, B, 3, -3, -4, -3
APNFUQ, R, 4, -1, -4, -3
FMJ4U7, B, 3, -3, -4, -3
M7EGKH, B, 4, 2, -4, -3
FMJ4U7, B, 3, -3, -4, -3
M7EGKH, G, 4, 1, -4, -3
FMJ4U7, B, 3, -3, -4, -3
M7EGKH, P, 4, -3, -4, -3
FMJ4U7, B, 3, -3, -4, -3
SSLKLM, B, 4, 2, -4, -3
FMJ4U7, B, 3, -3, -4, -3
SSLKLM, G, 4, 1, -4, -3
FMJ4U7, B, 3, -3, -4, -3
SSLKLM, P, 4, -3, -4, -3
FMJ4U7, B, 3, -3, -4, -3
SSLKLM, Y, 4, -7, -4, -3
FMJ4U7, B, 3, -7, -4, -3
79JY8A, Y, 2, -6, -4, -1
FMJ4U7, G, 3, inf, -4, -1
4X7F6M, B, 4, -8, -4, -1
FMJ4U7, G, 3, -8, -4, -1
79JY8A, Y, 2, -6, -4, -1
FMJ4U7, R, 3, inf, -4, -1
4X7F6M, B, 4, -13, -4, -1
FMJ4U7, R, 3, -13, -4, -1
79JY8A, Y, 2, -6, -4, -1
FMJ4U7, Y, 3, inf, -4, -1
4X7F6M, B, 4, -7, -4, -1
FMJ4U7, Y, 3, -7, -4, -1
79JY8A, Y, 2, -6, -4, -1
M7EGKH, B, 3, inf, -4, -1
4X7F6M, B, 4, 2, -4, -1
M7EGKH, B, 3, 2, -4, -1
4X7F6M, G, 4, 1, -4, -1
M7EGKH, B, 3, 1, -4, -1
4X7F6M, P, 4, -3, -4, -1
M7EGKH, B, 3, -3, -4, -3
4X7F6M, R, 4, -1, -4, -3
M7EGKH, B, 3, -3, -4, -3
96Y3RZ, G, 4, 1, -4, -3
M7EGKH, B, 3, -3, -4, -3
96Y3RZ, P, 4, -3, -4, -3
M7EGKH, B, 3, -3, -4, -3
96Y3RZ, R, 4, -1, -4, -3
M7EGKH, B, 3, -3, -4, -3
96Y3RZ, Y, 4, -7, -4, -3
M7EGKH, B, 3, -7, -4, -3
79JY8A, Y, 2, -6, -4, -1
M7EGKH, G, 3, inf, -4, -1
4X7F6M, B, 4, -8, -4, -1
M7EGKH, G, 3, -8, -4, -1
79JY8A, Y, 2, -6, -4, -1
M7EGKH, P, 3, inf, -4, -1
4X7F6M, B, 4, -1, -4, -1
M7EGKH, P, 3, -1, -4, -1
4X7F6M, G, 4, -2, -4, -1
M7EGKH, P, 3, -2, -4, -2
4X7F6M, P, 4, -6, -4, -2
M7EGKH, P, 3, -6, -4, -2
79JY8A, Y, 2, -6, -4, -1
SSLKLM, B, 3, inf, -4, -1
1OZ1WH, G, 4, 1, -4, -1
SSLKLM, B, 3, 1, -4, -1
1OZ1WH, P, 4, -3, -4, -1
SSLKLM, B, 3, -3, -4, -3
1OZ1WH, R, 4, -1, -4, -3
SSLKLM, B, 3, -3, -4, -3
1OZ1WH, Y, 4, -7, -4, -3
SSLKLM, B, 3, -7, -4, -3
79JY8A, Y, 2, -6, -4, -1
SSLKLM, G, 3, inf, -4, -1
1OZ1WH, B, 4, -8, -4, -1
SSLKLM, G, 3, -8, -4, -1
79JY8A, Y, 2, -6, -4, -1
SSLKLM, P, 3, inf, -4, -1
1OZ1WH, B, 4, -1, -4, -1
SSLKLM, P, 3, -1, -4, -1
1OZ1WH, G, 4, -2, -4, -1
SSLKLM, P, 3, -2, -4, -2
1OZ1WH, R, 4, -4, -4, -2
SSLKLM, P, 3, -4, -4, -2
79JY8A, Y, 2, -4, -4, -1
SSLKLM, Y, 3, inf, -4, -1
1OZ1WH, B, 4, -7, -4, -1
SSLKLM, Y, 3, -7, -4, -1
79JY8A, Y, 2, -4, -4, -1
YNARY8, B, 3, inf, -4, -1
4X7F6M, B, 4, 2, -4, -1
YNARY8, B, 3, 2, -4, -1
4X7F6M, G, 4, 1, -4, -1
YNARY8, B, 3, 1, -4, -1
4X7F6M, P, 4, -3, -4, -1
YNARY8, B, 3, -3, -4, -3
4X7F6M, R, 4, -1, -4, -3
YNARY8, B, 3, -3, -4, -3
9LDEO8, G, 4, 1, -4, -3
YNARY8, B, 3, -3, -4, -3
9LDEO8, P, 4, -3, -4, -3
YNARY8, B, 3, -3, -4, -3
9LDEO8, R, 4, -1, -4, -3
YNARY8, B, 3, -3, -4, -3
9LDEO8, Y, 4, -7, -4, -3
YNARY8, B, 3, -7, -4, -3
79JY8A, Y, 2, -4, -4, -1
YNARY8, G, 3, inf, -4, -1
4X7F6M, B, 4, -8, -4, -1
YNARY8, G, 3, -8, -4, -1
79JY8A, Y, 2, -4, -4, -1
YNARY8, P, 3, inf, -4, -1
4X7F6M, B, 4, -1, -4, -1
YNARY8, P, 3, -1, -4, -1
4X7F6M, G, 4, -2, -4, -1
YNARY8, P, 3, -2, -4, -2
4X7F6M, P, 4, -6, -4, -2
YNARY8, P, 3, -6, -4, -2
79JY8A, Y, 2, -4, -4, -1
YNARY8, R, 3, inf, -4, -1
4X7F6M, B, 4, -13, -4, -1
YNARY8, R, 3, -13, -4, -1
79JY8A, Y, 2, -4, -4, -1
ZQLVDY, B, 3, inf, -4, -1
4X7F6M, B, 4, 2, -4, -1
ZQLVDY, B, 3, 2, -4, -1
4X7F6M, G, 4, 1, -4, -1
ZQLVDY, B, 3, 1, -4, -1
4X7F6M, P, 4, -3, -4, -1
ZQLVDY, B, 3, -3, -4, -3
4X7F6M, R, 4, -1, -4, -3
ZQLVDY, B, 3, -3, -4, -3
9LDEO8, G, 4, 1, -4, -3
ZQLVDY, B, 3, -3, -4, -3
9LDEO8, P, 4, -3, -4, -3
ZQLVDY, B, 3, -3, -4, -3
9LDEO8, R, 4, -1, -4, -3
ZQLVDY, B, 3, -3, -4, -3
9LDEO8, Y, 4, -7, -4, -3
ZQLVDY, B, 3, -7, -4, -3
79JY8A, Y, 2, -4, -4, -1
ZQLVDY, G, 3, inf, -4, -1
4X7F6M, B, 4, -8, -4, -1
ZQLVDY, G, 3, -8, -4, -1
79JY8A, Y, 2, -4, -4, -1
ZQLVDY, P, 3, inf, -4, -1
4X7F6M, B, 4, -1, -4, -1
ZQLVDY, P, 3, -1, -4, -1
4X7F6M, G, 4, -2, -4, -1
ZQLVDY, P, 3, -2, -4, -2
4X7F6M, P, 4, -6, -4, -2
ZQLVDY, P, 3, -6, -4, -2
79JY8A, Y, 2, -4, -4, -1
UB9JUO, P, 1, -4, -4, -1
5FE1OE, G, 0, -4, -4, inf
UB9JUO, Y, 1, inf, -4, inf
79JY8A, B, 2, -inf, -4, inf
4X7F6M, G, 3, inf, -4, inf
APNFUQ, G, 4, -6, -4, inf
4X7F6M, G, 3, -6, -4, inf
79JY8A, B, 2, -6, -4, inf
4X7F6M, P, 3, inf, -4, inf
APNFUQ, G, 4, 1, -4, inf
4X7F6M, P, 3, 1, -4, 1
APNFUQ, P, 4, -3, -4, 1
4X7F6M, P, 3, -3, -4, -3
APNFUQ, R, 4, -1, -4, -3
4X7F6M, P, 3, -3, -4, -3
APNFUQ, Y, 4, -7, -4, -3
4X7F6M, P, 3, -7, -4, -3
79JY8A, B, 2, -6, -4, inf
4X7F6M, R, 3, inf, -4, inf
APNFUQ, G, 4, -11, -4, inf
4X7F6M, R, 3, -11, -4, inf
79JY8A, B, 2, -6, -4, inf
4X7F6M, Y, 3, inf, -4, inf
APNFUQ, G, 4, -5, -4, inf
4X7F6M, Y, 3, -5, -4, inf
79JY8A, B, 2, -5, -4, inf
APNFUQ, G, 3, inf, -4, inf
4X7F6M, G, 4, -6, -4, inf
APNFUQ, G, 3, -6, -4, inf
79JY8A, B, 2, -5, -4, inf
APNFUQ, P, 3, inf, -4, inf
4X7F6M, G, 4, 1, -4, inf
APNFUQ, P, 3, 1, -4, 1
4X7F6M, P, 4, -3, -4, 1
APNFUQ, P, 3, -3, -4, -3
4X7F6M, R, 4, -1, -4, -3
APNFUQ, P, 3, -3, -4, -3
4X7F6M, Y, 4, -7, -4, -3
APNFUQ, P, 3, -7, -4, -3
79JY8A, B, 2, -5, -4, inf
APNFUQ, R, 3, inf, -4, inf
4X7F6M, G, 4, -11, -4, inf
APNFUQ, R, 3, -11, -4, inf
79JY8A, B, 2, -5, -4, inf
APNFUQ, Y, 3, inf, -4, inf
4X7F6M, G, 4, -5, -4, inf
APNFUQ, Y, 3, -5, -4, inf
79JY8A, B, 2, -5, -4, inf
FMJ4U7, B, 3, inf, -4, inf
4X7F6M, G, 4, 4, -4, inf
FMJ4U7, B, 3, 4, -4, 4
4X7F6M, P, 4, 0, -4, 4
FMJ4U7, B, 3, 0, -4, 0
4X7F6M, R, 4, 2, -4, 0
FMJ4U7, B, 3, 0, -4, 0
4X7F6M, Y, 4, -4, -4, 0
FMJ4U7, B, 3, -4, -4, 0
79JY8A, B, 2, -4, -4, inf
FMJ4U7, G, 3, inf, -4, inf
4X7F6M, G, 4, -6, -4, inf
FMJ4U7, G, 3, -6, -4, inf
79JY8A, B, 2, -4, -4, inf
FMJ4U7, P, 3, inf, -4, inf
4X7F6M, G, 4, 1, -4, inf
FMJ4U7, P, 3, 1, -4, 1
4X7F6M, P, 4, -3, -4, 1
FMJ4U7, P, 3, -3, -4, -3
4X7F6M, R, 4, -1, -4, -3
FMJ4U7, P, 3, -3, -4, -3
4X7F6M, Y, 4, -7, -4, -3
FMJ4U7, P, 3, -7, -4, -3
79JY8A, B, 2, -4, -4, inf
FMJ4U7, R, 3, inf, -4, inf
4X7F6M, G, 4, -11, -4, inf
FMJ4U7, R, 3, -11, -4, inf
79JY8A, B, 2, -4, -4, inf
M7EGKH, G, 3, inf, -4, inf
4X7F6M, G, 4, -6, -4, inf
M7EGKH, G, 3, -6, -4, inf
79JY8A, B, 2, -4, -4, inf
M7EGKH, P, 3, inf, -4, inf
4X7F6M, G, 4, 1, -4, inf
M7EGKH, P, 3, 1, -4, 1
4X7F6M, P, 4, -3, -4, 1
M7EGKH, P, 3, -3, -4, -3
4X7F6M, R, 4, -1, -4, -3
M7EGKH, P, 3, -3, -4, -3
4X7F6M, Y, 4, -7, -4, -3
M7EGKH, P, 3, -7, -4, -3
79JY8A, B, 2, -4, -4, inf
M7EGKH, Y, 3, inf, -4, inf
4X7F6M, G, 4, -5, -4, inf
M7EGKH, Y, 3, -5, -4, inf
79JY8A, B, 2, -4, -4, inf
SSLKLM, B, 3, inf, -4, inf
1OZ1WH, G, 4, 4, -4, inf
SSLKLM, B, 3, 4, -4, 4
1OZ1WH, P, 4, 0, -4, 4
SSLKLM, B, 3, 0, -4, 0
1OZ1WH, R, 4, 2, -4, 0
SSLKLM, B, 3, 0, -4, 0
1OZ1WH, Y, 4, -4, -4, 0
SSLKLM, B, 3, -4, -4, 0
79JY8A, B, 2, -4, -4, inf
SSLKLM, G, 3, inf, -4, inf
1OZ1WH, B, 4, -5, -4, inf
SSLKLM, G, 3, -5, -4, inf
79JY8A, B, 2, -4, -4, inf
SSLKLM, P, 3, inf, -4, inf
1OZ1WH, B, 4, 2, -4, inf
SSLKLM, P, 3, 2, -4, 2
1OZ1WH, G, 4, 1, -4, 2
SSLKLM, P, 3, 1, -4, 1
1OZ1WH, R, 4, -1, -4, 1
SSLKLM, P, 3, -1, -4, -1
1OZ1WH, Y, 4, -7, -4, -1
SSLKLM, P, 3, -7, -4, -1
79JY8A, B, 2, -4, -4, inf
SSLKLM, Y, 3, inf, -4, inf
1OZ1WH, B, 4, -4, -4, inf
SSLKLM, Y, 3, -4, -4, inf
79JY8A, B, 2, -4, -4, inf
YNARY8, G, 3, inf, -4, inf
4X7F6M, G, 4, -6, -4, inf
YNARY8, G, 3, -6, -4, inf
79JY8A, B, 2, -4, -4, inf
YNARY8, P, 3, inf, -4, inf
4X7F6M, G, 4, 1, -4, inf
YNARY8, P, 3, 1, -4, 1
4X7F6M, P, 4, -3, -4, 1
YNARY8, P, 3, -3, -4, -3
4X7F6M, R, 4, -1, -4, -3
YNARY8, P, 3, -3, -4, -3
4X7F6M, Y, 4, -7, -4, -3
YNARY8, P, 3, -7, -4, -3
79JY8A, B, 2, -4, -4, inf
YNARY8, R, 3, inf, -4, inf
4X7F6M, G, 4, -11, -4, inf
YNARY8, R, 3, -11, -4, inf
79JY8A, B, 2, -4, -4, inf
YNARY8, Y, 3, inf, -4, inf
4X7F6M, G, 4, -5, -4, inf
YNARY8, Y, 3, -5, -4, inf
79JY8A, B, 2, -4, -4, inf
ZQLVDY, G, 3, inf, -4, inf
4X7F6M, G, 4, -6, -4, inf
ZQLVDY, G, 3, -6, -4, inf
79JY8A, B, 2, -4, -4, inf
ZQLVDY, P, 3, inf, -4, inf
4X7F6M, G, 4, 1, -4, inf
ZQLVDY, P, 3, 1, -4, 1
4X7F6M, P, 4, -3, -4, 1
ZQLVDY, P, 3, -3, -4, -3
4X7F6M, R, 4, -1, -4, -3
ZQLVDY, P, 3, -3, -4, -3
4X7F6M, Y, 4, -7, -4, -3
ZQLVDY, P, 3, -7, -4, -3
79JY8A, B, 2, -4, -4, inf
ZQLVDY, Y, 3, inf, -4, inf
4X7F6M, G, 4, -5, -4, inf
ZQLVDY, Y, 3, -5, -4, inf
79JY8A, B, 2, -4, -4, inf
UB9JUO, Y, 1, -4, -4, inf
5FE1OE, G, 0, -4, -4, inf
ZQLVDY, B, 1, inf, -4, inf
79JY8A, G, 2, -inf, -4, inf
4X7F6M, B, 3, inf, -4, inf
9LDEO8, G, 4, 12, -4, inf
4X7F6M, B, 3, 12, -4, 12
9LDEO8, P, 4, 8, -4, 12
4X7F6M, B, 3, 8, -4, 8
9LDEO8, R, 4, 10, -4, 8
4X7F6M, B, 3, 8, -4, 8
9LDEO8, Y, 4, 4, -4, 8
4X7F6M, B, 3, 4, -4, 4
APNFUQ, B, 4, 13, -4, 4
4X7F6M, B, 3, 4, -4, 4
APNFUQ, P, 4, 8, -4, 4
4X7F6M, B, 3, 4, -4, 4
APNFUQ, R, 4, 10, -4, 4
4X7F6M, B, 3, 4, -4, 4
APNFUQ, Y, 4, 4, -4, 4
4X7F6M, B, 3, 4, -4, 4
FMCQUW, G, 4, 12, -4, 4
4X7F6M, B, 3, 4, -4, 4
FMCQUW, P, 4, 8, -4, 4
4X7F6M, B, 3, 4, -4, 4
FMCQUW, R, 4, 10, -4, 4
4X7F6M, B, 3, 4, -4, 4
FMCQUW, Y, 4, 4, -4, 4
4X7F6M, B, 3, 4, -4, 4
FMJ4U7, G, 4, 12, -4, 4
4X7F6M, B, 3, 4, -4, 4
FMJ4U7, P, 4, 8, -4, 4
4X7F6M, B, 3, 4, -4, 4
FMJ4U7, R, 4, 10, -4, 4
4X7F6M, B, 3, 4, -4, 4
