6XIYSR, G, 0, -inf, -inf, inf
9KY7VW, B, 2, -inf, -16, inf
9NVS33, B, 3, inf, -16, inf
2GZ2EK, G, 4, -11, -16, inf
9NVS33, B, 3, -11, -16, -11
2GZ2EK, R, 4, -5, -16, -11
9NVS33, B, 3, -11, -16, -11
F4P832, B, 4, 0, -16, -11
9NVS33, B, 3, -11, -16, -11
F4P832, G, 4, -11, -16, -11
9NVS33, B, 3, -11, -16, -11
K2UCHL, B, 4, 0, -16, -11
9NVS33, B, 3, -11, -16, -11
K43M77, G, 4, -11, -16, -11
9NVS33, B, 3, -11, -16, -11
K43M77, R, 4, -5, -16, -11
9NVS33, B, 3, -11, -16, -11
MIAG3R, B, 4, 0, -16, -11
9NVS33, B, 3, -11, -16, -11
MIAG3R, R, 4, -5, -16, -11
9NVS33, B, 3, -11, -16, -11
Q0OK79, B, 4, 0, -16, -11
9NVS33, B, 3, -11, -16, -11
Q0OK79, R, 4, -5, -16, -11
9NVS33, B, 3, -11, -16, -11
X0OYLO, B, 4, 0, -16, -11
9NVS33, B, 3, -11, -16, -11
X0OYLO, R, 4, -5, -16, -11
9NVS33, B, 3, -11, -16, -11
ZZXXNN, G, 4, -11, -16, -11
9NVS33, B, 3, -11, -16, -11
ZZXXNN, R, 4, -5, -16, -11
9NVS33, B, 3, -11, -16, -11
9KY7VW, B, 2, -11, -11, inf
9NVS33, R, 3, inf, -11, inf
2GZ2EK, B, 4, 0, -11, inf
9NVS33, R, 3, 0, -11, 0
2GZ2EK, G, 4, -11, -11, 0
9NVS33, R, 3, -11, -11, 0
9KY7VW, B, 2, -11, -11, inf
F4P832, B, 3, inf, -11, inf
3WSZG0, G, 4, -11, -11, inf
F4P832, B, 3, -11, -11, inf
9KY7VW, B, 2, -11, -11, inf
F4P832, G, 3, inf, -11, inf
3WSZG0, B, 4, 11, -11, inf
F4P832, G, 3, 11, -11, 11
3WSZG0, R, 4, 6, -11, 11
F4P832, G, 3, 6, -11, 6
9NVS33, B, 4, 11, -11, 6
F4P832, G, 3, 6, -11, 6
9NVS33, R, 4, 6, -11, 6
F4P832, G, 3, 6, -11, 6
K2UCHL, B, 4, 11, -11, 6
F4P832, G, 3, 6, -11, 6
MIAG3R, B, 4, 11, -11, 6
F4P832, G, 3, 6, -11, 6
MIAG3R, R, 4, 6, -11, 6
F4P832, G, 3, 6, -11, 6
Q0OK79, B, 4, 11, -11, 6
F4P832, G, 3, 6, -11, 6
Q0OK79, R, 4, 6, -11, 6
F4P832, G, 3, 6, -11, 6
X0OYLO, B, 4, 11, -11, 6
F4P832, G, 3, 6, -11, 6
X0OYLO, R, 4, 6, -11, 6
F4P832, G, 3, 6, -11, 6
9KY7VW, B, 2, 6, 6, inf
K2UCHL, B, 3, inf, 6, inf
5T5FB6, G, 4, -11, 6, inf
K2UCHL, B, 3, -11, 6, inf
9KY7VW, B, 2, 6, 6, inf
MIAG3R, B, 3, inf, 6, inf
2GZ2EK, G, 4, -11, 6, inf
MIAG3R, B, 3, -11, 6, inf
9KY7VW, B, 2, 6, 6, inf
MIAG3R, R, 3, inf, 6, inf
2GZ2EK, B, 4, 0, 6, inf
MIAG3R, R, 3, 0, 6, inf
9KY7VW, B, 2, 6, 6, inf
Q0OK79, B, 3, inf, 6, inf
2GZ2EK, G, 4, -11, 6, inf
Q0OK79, B, 3, -11, 6, inf
9KY7VW, B, 2, 6, 6, inf
Q0OK79, R, 3, inf, 6, inf
2GZ2EK, B, 4, 0, 6, inf
Q0OK79, R, 3, 0, 6, inf
9KY7VW, B, 2, 6, 6, inf
X0OYLO, B, 3, inf, 6, inf
5T5FB6, G, 4, -11, 6, inf
X0OYLO, B, 3, -11, 6, inf
9KY7VW, B, 2, 6, 6, inf
X0OYLO, R, 3, inf, 6, inf
5T5FB6, B, 4, 0, 6, inf
X0OYLO, R, 3, 0, 6, inf
9KY7VW, B, 2, 6, 6, inf
HUGCH7, G, 1, 6, -16, 6
9KY7VW, R, 2, -inf, -16, 6
9NVS33, B, 3, inf, -16, 6
2GZ2EK, G, 4, -16, -16, 6
9NVS33, B, 3, -16, -16, 6
9KY7VW, R, 2, -16, -16, 6
9NVS33, R, 3, inf, -16, 6
2GZ2EK, B, 4, -5, -16, 6
9NVS33, R, 3, -5, -16, -5
2GZ2EK, G, 4, -16, -16, -5
9NVS33, R, 3, -16, -16, -5
9KY7VW, R, 2, -16, -16, 6
F4P832, B, 3, inf, -16, 6
3WSZG0, G, 4, -16, -16, 6
F4P832, B, 3, -16, -16, 6
9KY7VW, R, 2, -16, -16, 6
F4P832, G, 3, inf, -16, 6
3WSZG0, B, 4, 6, -16, 6
F4P832, G, 3, 6, -16, 6
3WSZG0, R, 4, 1, -16, 6
F4P832, G, 3, 1, -16, 1
9NVS33, B, 4, 6, -16, 1
F4P832, G, 3, 1, -16, 1
9NVS33, R, 4, 1, -16, 1
F4P832, G, 3, 1, -16, 1
K2UCHL, B, 4, 6, -16, 1
F4P832, G, 3, 1, -16, 1
MIAG3R, B, 4, 6, -16, 1
F4P832, G, 3, 1, -16, 1
MIAG3R, R, 4, 1, -16, 1
F4P832, G, 3, 1, -16, 1
Q0OK79, B, 4, 6, -16, 1
F4P832, G, 3, 1, -16, 1
Q0OK79, R, 4, 1, -16, 1
F4P832, G, 3, 1, -16, 1
X0OYLO, B, 4, 6, -16, 1
F4P832, G, 3, 1, -16, 1
X0OYLO, R, 4, 1, -16, 1
F4P832, G, 3, 1, -16, 1
9KY7VW, R, 2, 1, 1, 6
K2UCHL, B, 3, inf, 1, 6
5T5FB6, G, 4, -16, 1, 6
K2UCHL, B, 3, -16, 1, 6
9KY7VW, R, 2, 1, 1, 6
MIAG3R, B, 3, inf, 1, 6
2GZ2EK, G, 4, -16, 1, 6
MIAG3R, B, 3, -16, 1, 6
9KY7VW, R, 2, 1, 1, 6
MIAG3R, R, 3, inf, 1, 6
2GZ2EK, B, 4, -5, 1, 6
MIAG3R, R, 3, -5, 1, 6
9KY7VW, R, 2, 1, 1, 6
Q0OK79, B, 3, inf, 1, 6
2GZ2EK, G, 4, -16, 1, 6
Q0OK79, B, 3, -16, 1, 6
9KY7VW, R, 2, 1, 1, 6
Q0OK79, R, 3, inf, 1, 6
2GZ2EK, B, 4, -5, 1, 6
Q0OK79, R, 3, -5, 1, 6
9KY7VW, R, 2, 1, 1, 6
X0OYLO, B, 3, inf, 1, 6
5T5FB6, G, 4, -16, 1, 6
X0OYLO, B, 3, -16, 1, 6
9KY7VW, R, 2, 1, 1, 6
X0OYLO, R, 3, inf, 1, 6
5T5FB6, B, 4, -5, 1, 6
X0OYLO, R, 3, -5, 1, 6
9KY7VW, R, 2, 1, 1, 6
HUGCH7, G, 1, 1, -16, 1
9NVS33, B, 2, -inf, -16, 1
2GZ2EK, G, 3, inf, -16, 1
3WSZG0, B, 4, 11, -16, 1
2GZ2EK, G, 3, 11, -16, 1
3WSZG0, R, 4, 6, -16, 1
2GZ2EK, G, 3, 6, -16, 1
9KY7VW, B, 4, 11, -16, 1
2GZ2EK, G, 3, 6, -16, 1
9KY7VW, R, 4, 6, -16, 1
2GZ2EK, G, 3, 6, -16, 1
F4P832, B, 4, 11, -16, 1
2GZ2EK, G, 3, 6, -16, 1
F4P832, G, 4, 0, -16, 1
2GZ2EK, G, 3, 0, -16, 0
K2UCHL, B, 4, 11, -16, 0
2GZ2EK, G, 3, 0, -16, 0
K43M77, R, 4, 6, -16, 0
2GZ2EK, G, 3, 0, -16, 0
MIAG3R, B, 4, 11, -16, 0
2GZ2EK, G, 3, 0, -16, 0
MIAG3R, R, 4, 6, -16, 0
2GZ2EK, G, 3, 0, -16, 0
Q0OK79, B, 4, 11, -16, 0
2GZ2EK, G, 3, 0, -16, 0
Q0OK79, R, 4, 6, -16, 0
2GZ2EK, G, 3, 0, -16, 0
X0OYLO, B, 4, 11, -16, 0
2GZ2EK, G, 3, 0, -16, 0
X0OYLO, R, 4, 6, -16, 0
2GZ2EK, G, 3, 0, -16, 0
YHR68H, B, 4, 11, -16, 0
2GZ2EK, G, 3, 0, -16, 0
YHR68H, R, 4, 6, -16, 0
2GZ2EK, G, 3, 0, -16, 0
ZZXXNN, G, 4, 0, -16, 0
2GZ2EK, G, 3, 0, -16, 0
ZZXXNN, R, 4, 6, -16, 0
2GZ2EK, G, 3, 0, -16, 0
9NVS33, B, 2, 0, 0, 1
2GZ2EK, R, 3, inf, 0, 1
3WSZG0, B, 4, 0, 0, 1
2GZ2EK, R, 3, 0, 0, 1
9NVS33, B, 2, 0, 0, 1
9KY7VW, B, 3, inf, 0, 1
2GZ2EK, G, 4, -11, 0, 1
9KY7VW, B, 3, -11, 0, 1
9NVS33, B, 2, 0, 0, 1
9KY7VW, R, 3, inf, 0, 1
2GZ2EK, G, 4, -11, 0, 1
9KY7VW, R, 3, -11, 0, 1
9NVS33, B, 2, 0, 0, 1
F4P832, B, 3, inf, 0, 1
2GZ2EK, G, 4, -11, 0, 1
F4P832, B, 3, -11, 0, 1
9NVS33, B, 2, 0, 0, 1
F4P832, G, 3, inf, 0, 1
2GZ2EK, G, 4, 0, 0, 1
F4P832, G, 3, 0, 0, 1
9NVS33, B, 2, 0, 0, 1
K2UCHL, B, 3, inf, 0, 1
2GZ2EK, G, 4, -11, 0, 1
K2UCHL, B, 3, -11, 0, 1
9NVS33, B, 2, 0, 0, 1
K43M77, G, 3, inf, 0, 1
2GZ2EK, R, 4, 6, 0, 1
K43M77, G, 3, 6, 0, 1
3WSZG0, B, 4, 11, 0, 1
K43M77, G, 3, 6, 0, 1
3WSZG0, R, 4, 6, 0, 1
K43M77, G, 3, 6, 0, 1
5T5FB6, B, 4, 11, 0, 1
K43M77, G, 3, 6, 0, 1
5T5FB6, R, 4, 6, 0, 1
K43M77, G, 3, 6, 0, 1
9KY7VW, B, 4, 11, 0, 1
K43M77, G, 3, 6, 0, 1
9KY7VW, R, 4, 6, 0, 1
K43M77, G, 3, 6, 0, 1
F4P832, B, 4, 11, 0, 1
K43M77, G, 3, 6, 0, 1
F4P832, G, 4, 0, 0, 1
K43M77, G, 3, 0, 0, 1
9NVS33, B, 2, 0, 0, 1
K43M77, R, 3, inf, 0, 1
2GZ2EK, G, 4, -11, 0, 1
K43M77, R, 3, -11, 0, 1
9NVS33, B, 2, 0, 0, 1
MIAG3R, B, 3, inf, 0, 1
2GZ2EK, G, 4, -11, 0, 1
MIAG3R, B, 3, -11, 0, 1
9NVS33, B, 2, 0, 0, 1
MIAG3R, R, 3, inf, 0, 1
2GZ2EK, G, 4, -11, 0, 1
MIAG3R, R, 3, -11, 0, 1
9NVS33, B, 2, 0, 0, 1
Q0OK79, B, 3, inf, 0, 1
2GZ2EK, G, 4, -11, 0, 1
Q0OK79, B, 3, -11, 0, 1
9NVS33, B, 2, 0, 0, 1
Q0OK79, R, 3, inf, 0, 1
2GZ2EK, G, 4, -11, 0, 1
Q0OK79, R, 3, -11, 0, 1
9NVS33, B, 2, 0, 0, 1
X0OYLO, B, 3, inf, 0, 1
2GZ2EK, G, 4, -11, 0, 1
X0OYLO, B, 3, -11, 0, 1
9NVS33, B, 2, 0, 0, 1
X0OYLO, R, 3, inf, 0, 1
2GZ2EK, G, 4, -11, 0, 1
X0OYLO, R, 3, -11, 0, 1
9NVS33, B, 2, 0, 0, 1
ZZXXNN, G, 3, inf, 0, 1
2GZ2EK, G, 4, 0, 0, 1
ZZXXNN, G, 3, 0, 0, 1
9NVS33, B, 2, 0, 0, 1
ZZXXNN, R, 3, inf, 0, 1
2GZ2EK, G, 4, -11, 0, 1
ZZXXNN, R, 3, -11, 0, 1
9NVS33, B, 2, 0, 0, 1
HUGCH7, G, 1, 0, -16, 0
9NVS33, R, 2, -inf, -16, 0
2GZ2EK, B, 3, inf, -16, 0
3WSZG0, G, 4, -16, -16, 0
2GZ2EK, B, 3, -16, -16, 0
9NVS33, R, 2, -16, -16, 0
2GZ2EK, G, 3, inf, -16, 0
3WSZG0, B, 4, 6, -16, 0
2GZ2EK, G, 3, 6, -16, 0
3WSZG0, R, 4, 1, -16, 0
2GZ2EK, G, 3, 1, -16, 0
9KY7VW, B, 4, 6, -16, 0
2GZ2EK, G, 3, 1, -16, 0
9KY7VW, R, 4, 1, -16, 0
2GZ2EK, G, 3, 1, -16, 0
F4P832, B, 4, 6, -16, 0
2GZ2EK, G, 3, 1, -16, 0
F4P832, G, 4, -5, -16, 0
2GZ2EK, G, 3, -5, -16, -5
K2UCHL, B, 4, 6, -16, -5
2GZ2EK, G, 3, -5, -16, -5
K43M77, B, 4, 6, -16, -5
2GZ2EK, G, 3, -5, -16, -5
MIAG3R, B, 4, 6, -16, -5
2GZ2EK, G, 3, -5, -16, -5
MIAG3R, R, 4, 1, -16, -5
2GZ2EK, G, 3, -5, -16, -5
Q0OK79, B, 4, 6, -16, -5
2GZ2EK, G, 3, -5, -16, -5
Q0OK79, R, 4, 1, -16, -5
2GZ2EK, G, 3, -5, -16, -5
X0OYLO, B, 4, 6, -16, -5
2GZ2EK, G, 3, -5, -16, -5
X0OYLO, R, 4, 1, -16, -5
2GZ2EK, G, 3, -5, -16, -5
YHR68H, B, 4, 6, -16, -5
2GZ2EK, G, 3, -5, -16, -5
YHR68H, R, 4, 1, -16, -5
2GZ2EK, G, 3, -5, -16, -5
ZZXXNN, B, 4, 6, -16, -5
2GZ2EK, G, 3, -5, -16, -5
ZZXXNN, G, 4, -5, -16, -5
2GZ2EK, G, 3, -5, -16, -5
9NVS33, R, 2, -5, -5, 0
9KY7VW, B, 3, inf, -5, 0
2GZ2EK, B, 4, -5, -5, 0
9KY7VW, B, 3, -5, -5, 0
9NVS33, R, 2, -5, -5, 0
9KY7VW, R, 3, inf, -5, 0
2GZ2EK, B, 4, -5, -5, 0
9KY7VW, R, 3, -5, -5, 0
9NVS33, R, 2, -5, -5, 0
F4P832, B, 3, inf, -5, 0
2GZ2EK, B, 4, -5, -5, 0
F4P832, B, 3, -5, -5, 0
9NVS33, R, 2, -5, -5, 0
F4P832, G, 3, inf, -5, 0
2GZ2EK, B, 4, 6, -5, 0
F4P832, G, 3, 6, -5, 0
2GZ2EK, G, 4, -5, -5, 0
F4P832, G, 3, -5, -5, 0
9NVS33, R, 2, -5, -5, 0
K2UCHL, B, 3, inf, -5, 0
2GZ2EK, B, 4, -5, -5, 0
K2UCHL, B, 3, -5, -5, 0
9NVS33, R, 2, -5, -5, 0
K43M77, B, 3, inf, -5, 0
2GZ2EK, G, 4, -16, -5, 0
K43M77, B, 3, -16, -5, 0
9NVS33, R, 2, -5, -5, 0
K43M77, G, 3, inf, -5, 0
2GZ2EK, B, 4, 6, -5, 0
K43M77, G, 3, 6, -5, 0
3WSZG0, B, 4, 6, -5, 0
K43M77, G, 3, 6, -5, 0
3WSZG0, R, 4, 1, -5, 0
K43M77, G, 3, 1, -5, 0
5T5FB6, B, 4, 6, -5, 0
K43M77, G, 3, 1, -5, 0
5T5FB6, R, 4, 1, -5, 0
K43M77, G, 3, 1, -5, 0
9KY7VW, B, 4, 6, -5, 0
K43M77, G, 3, 1, -5, 0
9KY7VW, R, 4, 1, -5, 0
K43M77, G, 3, 1, -5, 0
F4P832, B, 4, 6, -5, 0
K43M77, G, 3, 1, -5, 0
F4P832, G, 4, -5, -5, 0
K43M77, G, 3, -5, -5, 0
9NVS33, R, 2, -5, -5, 0
MIAG3R, B, 3, inf, -5, 0
2GZ2EK, G, 4, -16, -5, 0
MIAG3R, B, 3, -16, -5, 0
9NVS33, R, 2, -5, -5, 0
MIAG3R, R, 3, inf, -5, 0
2GZ2EK, B, 4, -5, -5, 0
MIAG3R, R, 3, -5, -5, 0
9NVS33, R, 2, -5, -5, 0
Q0OK79, B, 3, inf, -5, 0
2GZ2EK, G, 4, -16, -5, 0
Q0OK79, B, 3, -16, -5, 0
9NVS33, R, 2, -5, -5, 0
Q0OK79, R, 3, inf, -5, 0
2GZ2EK, B, 4, -5, -5, 0
Q0OK79, R, 3, -5, -5, 0
9NVS33, R, 2, -5, -5, 0
X0OYLO, B, 3, inf, -5, 0
2GZ2EK, B, 4, -5, -5, 0
X0OYLO, B, 3, -5, -5, 0
9NVS33, R, 2, -5, -5, 0
X0OYLO, R, 3, inf, -5, 0
2GZ2EK, B, 4, -5, -5, 0
X0OYLO, R, 3, -5, -5, 0
9NVS33, R, 2, -5, -5, 0
ZZXXNN, B, 3, inf, -5, 0
2GZ2EK, B, 4, -5, -5, 0
ZZXXNN, B, 3, -5, -5, 0
9NVS33, R, 2, -5, -5, 0
ZZXXNN, G, 3, inf, -5, 0
2GZ2EK, B, 4, 6, -5, 0
ZZXXNN, G, 3, 6, -5, 0
2GZ2EK, G, 4, -5, -5, 0
ZZXXNN, G, 3, -5, -5, 0
9NVS33, R, 2, -5, -5, 0
HUGCH7, G, 1, -5, -16, -5
F4P832, B, 2, -inf, -16, -5
3WSZG0, G, 3, inf, -16, -5
2GZ2EK, B, 4, 11, -16, -5
3WSZG0, G, 3, 11, -16, -5
2GZ2EK, R, 4, 6, -16, -5
3WSZG0, G, 3, 6, -16, -5
9KY7VW, B, 4, 11, -16, -5
3WSZG0, G, 3, 6, -16, -5
9KY7VW, R, 4, 6, -16, -5
3WSZG0, G, 3, 6, -16, -5
9NVS33, B, 4, 11, -16, -5
3WSZG0, G, 3, 6, -16, -5
9NVS33, R, 4, 6, -16, -5
3WSZG0, G, 3, 6, -16, -5
K2UCHL, B, 4, 11, -16, -5
3WSZG0, G, 3, 6, -16, -5
K43M77, B, 4, 11, -16, -5
3WSZG0, G, 3, 6, -16, -5
K43M77, R, 4, 6, -16, -5
3WSZG0, G, 3, 6, -16, -5
MIAG3R, B, 4, 11, -16, -5
3WSZG0, G, 3, 6, -16, -5
MIAG3R, R, 4, 6, -16, -5
3WSZG0, G, 3, 6, -16, -5
Q0OK79, B, 4, 11, -16, -5
3WSZG0, G, 3, 6, -16, -5
Q0OK79, R, 4, 6, -16, -5
3WSZG0, G, 3, 6, -16, -5
X0OYLO, B, 4, 11, -16, -5
3WSZG0, G, 3, 6, -16, -5
X0OYLO, R, 4, 6, -16, -5
3WSZG0, G, 3, 6, -16, -5
F4P832, B, 2, 6, -16, -5
HUGCH7, G, 1, -5, -16, -5
F4P832, G, 2, -inf, -16, -5
3WSZG0, B, 3, inf, -16, -5
2GZ2EK, G, 4, -22, -16, -5
3WSZG0, B, 3, -22, -16, -5
F4P832, G, 2, -22, -16, -5
3WSZG0, R, 3, inf, -16, -5
2GZ2EK, B, 4, -11, -16, -5
3WSZG0, R, 3, -11, -16, -11
2GZ2EK, G, 4, -22, -16, -11
3WSZG0, R, 3, -22, -16, -11
F4P832, G, 2, -22, -16, -5
9KY7VW, B, 3, inf, -16, -5
3WSZG0, B, 4, -11, -16, -5
9KY7VW, B, 3, -11, -16, -11
3WSZG0, R, 4, -16, -16, -11
9KY7VW, B, 3, -16, -16, -11
F4P832, G, 2, -16, -16, -5
9KY7VW, R, 3, inf, -16, -5
3WSZG0, B, 4, -11, -16, -5
9KY7VW, R, 3, -11, -16, -11
3WSZG0, R, 4, -16, -16, -11
9KY7VW, R, 3, -16, -16, -11
F4P832, G, 2, -16, -16, -5
9NVS33, B, 3, inf, -16, -5
2GZ2EK, G, 4, -22, -16, -5
9NVS33, B, 3, -22, -16, -5
F4P832, G, 2, -16, -16, -5
9NVS33, R, 3, inf, -16, -5
2GZ2EK, B, 4, -11, -16, -5
9NVS33, R, 3, -11, -16, -11
2GZ2EK, G, 4, -22, -16, -11
9NVS33, R, 3, -22, -16, -11
F4P832, G, 2, -16, -16, -5
K2UCHL, B, 3, inf, -16, -5
3WSZG0, B, 4, -11, -16, -5
K2UCHL, B, 3, -11, -16, -11
3WSZG0, R, 4, -16, -16, -11
K2UCHL, B, 3, -16, -16, -11
F4P832, G, 2, -16, -16, -5
MIAG3R, B, 3, inf, -16, -5
2GZ2EK, G, 4, -22, -16, -5
MIAG3R, B, 3, -22, -16, -5
F4P832, G, 2, -16, -16, -5
MIAG3R, R, 3, inf, -16, -5
2GZ2EK, B, 4, -11, -16, -5
MIAG3R, R, 3, -11, -16, -11
2GZ2EK, G, 4, -22, -16, -11
MIAG3R, R, 3, -22, -16, -11
F4P832, G, 2, -16, -16, -5
Q0OK79, B, 3, inf, -16, -5
2GZ2EK, G, 4, -22, -16, -5
Q0OK79, B, 3, -22, -16, -5
F4P832, G, 2, -16, -16, -5
Q0OK79, R, 3, inf, -16, -5
2GZ2EK, B, 4, -11, -16, -5
Q0OK79, R, 3, -11, -16, -11
2GZ2EK, G, 4, -22, -16, -11
Q0OK79, R, 3, -22, -16, -11
F4P832, G, 2, -16, -16, -5
X0OYLO, B, 3, inf, -16, -5
3WSZG0, B, 4, -11, -16, -5
X0OYLO, B, 3, -11, -16, -11
3WSZG0, R, 4, -16, -16, -11
X0OYLO, B, 3, -16, -16, -11
F4P832, G, 2, -16, -16, -5
X0OYLO, R, 3, inf, -16, -5
3WSZG0, B, 4, -11, -16, -5
X0OYLO, R, 3, -11, -16, -11
3WSZG0, R, 4, -16, -16, -11
X0OYLO, R, 3, -16, -16, -11
F4P832, G, 2, -16, -16, -5
HUGCH7, G, 1, -16, -16, -5
6XIYSR, G, 0, -16, -16, inf
K2UCHL, B, 1, inf, -16, inf
5T5FB6, G, 2, -inf, -16, inf
74W1GW, B, 3, inf, -16, inf
9KY7VW, B, 4, -22, -16, inf
74W1GW, B, 3, -22, -16, inf
5T5FB6, G, 2, -22, -16, inf
74W1GW, R, 3, inf, -16, inf
9KY7VW, B, 4, -22, -16, inf
74W1GW, R, 3, -22, -16, inf
5T5FB6, G, 2, -22, -16, inf
9KY7VW, B, 3, inf, -16, inf
74W1GW, B, 4, -22, -16, inf
9KY7VW, B, 3, -22, -16, inf
5T5FB6, G, 2, -22, -16, inf
9KY7VW, R, 3, inf, -16, inf
74W1GW, B, 4, -22, -16, inf
9KY7VW, R, 3, -22, -16, inf
5T5FB6, G, 2, -22, -16, inf
9NVS33, B, 3, inf, -16, inf
2GZ2EK, G, 4, -33, -16, inf
9NVS33, B, 3, -33, -16, inf
5T5FB6, G, 2, -22, -16, inf
9NVS33, R, 3, inf, -16, inf
2GZ2EK, B, 4, -22, -16, inf
9NVS33, R, 3, -22, -16, inf
5T5FB6, G, 2, -22, -16, inf
F4P832, B, 3, inf, -16, inf
3WSZG0, G, 4, -33, -16, inf
F4P832, B, 3, -33, -16, inf
5T5FB6, G, 2, -22, -16, inf
F4P832, G, 3, inf, -16, inf
3WSZG0, B, 4, -11, -16, inf
F4P832, G, 3, -11, -16, -11
3WSZG0, R, 4, -16, -16, -11
F4P832, G, 3, -16, -16, -11
5T5FB6, G, 2, -16, -16, inf
HUGCH7, G, 3, inf, -16, inf
74W1GW, B, 4, -11, -16, inf
HUGCH7, G, 3, -11, -16, -11
74W1GW, R, 4, -16, -16, -11
HUGCH7, G, 3, -16, -16, -11
5T5FB6, G, 2, -16, -16, inf
K43M77, R, 3, inf, -16, inf
2GZ2EK, B, 4, -22, -16, inf
K43M77, R, 3, -22, -16, inf
5T5FB6, G, 2, -16, -16, inf
QU7WBN, B, 3, inf, -16, inf
74W1GW, B, 4, -22, -16, inf
QU7WBN, B, 3, -22, -16, inf
5T5FB6, G, 2, -16, -16, inf
QU7WBN, R, 3, inf, -16, inf
74W1GW, B, 4, -22, -16, inf
QU7WBN, R, 3, -22, -16, inf
5T5FB6, G, 2, -16, -16, inf
X0OYLO, B, 3, inf, -16, inf
74W1GW, B, 4, -22, -16, inf
X0OYLO, B, 3, -22, -16, inf
5T5FB6, G, 2, -16, -16, inf
X0OYLO, R, 3, inf, -16, inf
74W1GW, B, 4, -22, -16, inf
X0OYLO, R, 3, -22, -16, inf
5T5FB6, G, 2, -16, -16, inf
ZZXXNN, G, 3, inf, -16, inf
74W1GW, B, 4, -11, -16, inf
ZZXXNN, G, 3, -11, -16, -11
74W1GW, R, 4, -16, -16, -11
ZZXXNN, G, 3, -16, -16, -11
5T5FB6, G, 2, -16, -16, inf
ZZXXNN, R, 3, inf, -16, inf
74W1GW, B, 4, -22, -16, inf
ZZXXNN, R, 3, -22, -16, inf
5T5FB6, G, 2, -16, -16, inf
K2UCHL, B, 1, -16, -16, inf
6XIYSR, G, 0, -16, -16, inf
K2UCHL, G, 1, inf, -16, inf
5T5FB6, B, 2, -inf, -16, inf
74W1GW, G, 3, inf, -16, inf
9KY7VW, B, 4, 11, -16, inf
74W1GW, G, 3, 11, -16, 11
9KY7VW, R, 4, 6, -16, 11
74W1GW, G, 3, 6, -16, 6
9NVS33, B, 4, 11, -16, 6
74W1GW, G, 3, 6, -16, 6
9NVS33, R, 4, 6, -16, 6
74W1GW, G, 3, 6, -16, 6
F4P832, B, 4, 11, -16, 6
74W1GW, G, 3, 6, -16, 6
F4P832, G, 4, 0, -16, 6
74W1GW, G, 3, 0, -16, 0
HUGCH7, B, 4, 11, -16, 0
74W1GW, G, 3, 0, -16, 0
K43M77, R, 4, 6, -16, 0
74W1GW, G, 3, 0, -16, 0
QU7WBN, G, 4, 0, -16, 0
74W1GW, G, 3, 0, -16, 0
QU7WBN, R, 4, 6, -16, 0
74W1GW, G, 3, 0, -16, 0
X0OYLO, G, 4, 0, -16, 0
74W1GW, G, 3, 0, -16, 0
X0OYLO, R, 4, 6, -16, 0
74W1GW, G, 3, 0, -16, 0
ZZXXNN, B, 4, 11, -16, 0
74W1GW, G, 3, 0, -16, 0
ZZXXNN, R, 4, 6, -16, 0
74W1GW, G, 3, 0, -16, 0
5T5FB6, B, 2, 0, 0, inf
74W1GW, R, 3, inf, 0, inf
9KY7VW, B, 4, 0, 0, inf
74W1GW, R, 3, 0, 0, inf
5T5FB6, B, 2, 0, 0, inf
9KY7VW, B, 3, inf, 0, inf
74W1GW, G, 4, -11, 0, inf
9KY7VW, B, 3, -11, 0, inf
5T5FB6, B, 2, 0, 0, inf
9KY7VW, R, 3, inf, 0, inf
74W1GW, G, 4, -11, 0, inf
9KY7VW, R, 3, -11, 0, inf
5T5FB6, B, 2, 0, 0, inf
9NVS33, B, 3, inf, 0, inf
2GZ2EK, G, 4, -11, 0, inf
9NVS33, B, 3, -11, 0, inf
5T5FB6, B, 2, 0, 0, inf
9NVS33, R, 3, inf, 0, inf
2GZ2EK, B, 4, 0, 0, inf
9NVS33, R, 3, 0, 0, inf
5T5FB6, B, 2, 0, 0, inf
F4P832, B, 3, inf, 0, inf
3WSZG0, G, 4, -11, 0, inf
F4P832, B, 3, -11, 0, inf
5T5FB6, B, 2, 0, 0, inf
F4P832, G, 3, inf, 0, inf
3WSZG0, B, 4, 11, 0, inf
F4P832, G, 3, 11, 0, 11
3WSZG0, R, 4, 6, 0, 11
F4P832, G, 3, 6, 0, 6
74W1GW, G, 4, 0, 0, 6
F4P832, G, 3, 0, 0, 6
5T5FB6, B, 2, 0, 0, inf
HUGCH7, B, 3, inf, 0, inf
74W1GW, G, 4, -11, 0, inf
HUGCH7, B, 3, -11, 0, inf
5T5FB6, B, 2, 0, 0, inf
K43M77, R, 3, inf, 0, inf
2GZ2EK, B, 4, 0, 0, inf
K43M77, R, 3, 0, 0, inf
5T5FB6, B, 2, 0, 0, inf
QU7WBN, G, 3, inf, 0, inf
74W1GW, G, 4, 0, 0, inf
QU7WBN, G, 3, 0, 0, inf
5T5FB6, B, 2, 0, 0, inf
QU7WBN, R, 3, inf, 0, inf
74W1GW, G, 4, -11, 0, inf
QU7WBN, R, 3, -11, 0, inf
5T5FB6, B, 2, 0, 0, inf
X0OYLO, G, 3, inf, 0, inf
74W1GW, G, 4, 0, 0, inf
X0OYLO, G, 3, 0, 0, inf
5T5FB6, B, 2, 0, 0, inf
X0OYLO, R, 3, inf, 0, inf
74W1GW, G, 4, -11, 0, inf
